Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.108,muertes.109,muertes.110,muertes.112,muertes.Total 
5704,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,1,,1,,,,,,,,,,1,1,,,,,,2,,,2,,1,2,3,1,,4,1,,1,1,1,3,,1,,2,,,1,,,1,,,,1,,,,,,,,,,,,,,36
5705,4,,,1,,,,,,,,,,,1,,,,,1,,,1,,1,,,,,,1,,,2,2,1,1,1,,1,,2,,1,,,1,,2,,1,1,2,1,,1,,,,1,2,3,1,3,,2,1,2,1,1,1,5,3,2,1,1,3,7,4,3,3,2,6,3,2,4,4,1,4,1,4,3,1,1,2,1,,,,,,,,,,,,,,,,,119
5706,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,1,,,1,,1,,,1,,,1,,,1,1,2,2,2,,,1,1,,1,2,,3,1,1,2,7,4,1,,1,2,2,2,,1,3,3,,1,1,1,,2,1,1,2,,,,,,,,,,,,,,,65
6101,33,3,4,,3,1,1,,,1,2,,,1,1,1,2,1,4,3,3,4,2,1,2,2,5,5,3,5,,4,3,6,10,4,5,2,4,8,6,10,7,11,9,8,9,5,9,11,10,12,15,10,8,13,19,10,24,14,13,12,28,17,25,23,25,31,22,21,24,21,29,32,28,41,44,40,54,29,31,23,27,24,26,28,23,22,24,16,24,15,16,10,7,8,6,3,5,1,3,1,1,2,,,,,,,,,1264
6102,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,1,,,,,,1,,,,,2,,1,,,1,1,,,,,,,1,,,1,3,,,1,2,,2,,,1,,,,3,,,,1,3,2,2,,1,2,1,1,,1,2,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,44
6103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,2,,,,,,,,,,2,,,1,2,,1,,,1,1,,1,2,3,,,1,1,2,1,2,3,2,1,4,3,1,7,2,2,3,1,1,1,3,4,,,1,1,,,1,,,,,,,,,,,,,66
6104,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,2,,1,1,1,,,1,,,1,1,2,1,,1,,1,2,,,2,1,2,2,2,2,1,5,5,3,6,2,1,4,1,3,1,1,1,1,2,3,3,2,1,2,2,,4,2,1,2,1,2,1,,,,,1,,,,,,,,,,,96
6105,1,,1,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,1,1,1,,1,,1,1,,,,,,,4,,1,4,,1,,,,,,,1,,3,1,2,1,,1,,1,5,1,2,1,1,2,5,5,2,2,1,,4,2,3,2,1,4,2,2,1,4,1,2,1,,,,,,,,,,,,,,,1,88
6106,3,,,,,1,,,,,,,,,,1,,1,,1,1,1,,,,1,,1,1,1,1,1,1,,,,,,,,,,,,1,2,3,1,2,,3,3,1,1,,,2,1,1,,,,2,1,4,3,3,2,3,3,3,3,6,3,9,3,3,4,,1,3,3,4,4,3,4,2,4,3,3,4,3,1,1,2,1,2,,,,,,,,,,,,,,,,140
6107,2,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,1,,,,,,1,1,,,,,,,,1,1,1,1,,,,,,1,1,,2,2,,2,6,2,2,1,1,4,4,1,2,,3,4,5,5,1,4,1,1,2,2,2,3,6,1,2,3,6,2,1,1,2,,1,3,1,4,1,,,1,,1,,,,,,1,,,,,,,113
6108,2,,,,,,,,,,1,,,,,,,1,,,1,1,,,1,,,,2,,,,,1,,,1,,1,,1,1,,1,2,,,1,3,2,1,2,1,1,1,,1,6,1,2,3,2,2,2,1,,1,,4,3,5,3,2,,4,4,,9,4,5,1,3,3,2,5,6,6,2,3,2,1,3,3,,,1,1,1,1,,,,,,,,1,,,,,,138
6109,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,2,,,,,,,1,,1,,,,1,1,,,,1,1,,1,,2,1,1,,1,2,2,3,5,,3,2,4,,2,1,1,,3,1,3,1,2,3,,2,1,3,1,3,1,1,1,3,3,,,,,,2,,,,,,,,,,,,,,,,77
6110,2,,,,,,,,,,,,,,,,2,,1,1,,2,1,,,,,,,,1,1,2,1,,,,1,,2,,2,1,1,,2,,1,,,,1,3,2,1,1,3,,1,4,3,2,1,2,2,3,1,1,,1,2,1,4,2,2,4,3,8,2,3,1,2,,3,,2,5,3,,1,2,,1,,2,,,,,,,,,,,,,,,,,,109
6111,1,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,1,,,,,2,,,,1,,,,3,,,1,1,1,1,,,2,,,1,1,2,,1,,1,1,,1,3,,3,3,1,2,3,4,1,,,1,1,1,3,2,,1,2,1,1,2,,3,,1,,,,,1,1,,,1,,,,,,,,,,,,67
6112,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,2,,1,,,,1,2,1,,2,,1,,,1,3,3,,1,1,1,1,1,,2,,1,1,2,1,4,2,,,2,2,5,3,1,6,5,2,2,2,1,4,2,3,1,,6,1,3,1,2,2,2,2,,1,1,,1,,,,,,,1,,,,,,,,103
6113,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,,2,,,,,,,1,1,2,,1,1,,3,2,1,1,,3,4,1,2,5,1,4,1,1,4,1,3,6,4,12,8,2,7,3,8,1,8,5,1,1,2,4,4,,1,,3,2,2,2,,,,,1,,,,,,,,1,,,136
6114,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,2,1,,1,1,1,,1,,2,1,,,,,1,2,,,,,1,,,2,1,2,,,2,,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,,,1,2,,,1,,1,4,1,1,2,,,1,1,,,,1,,,,,,,,,,,,63
6115,5,,2,,,,,,,,1,,,,,1,,1,1,1,,,1,1,,,1,1,,1,,,1,1,,2,1,,1,3,,2,3,,2,2,3,3,1,3,3,5,3,4,,1,1,5,3,3,2,2,1,2,6,1,8,7,6,3,9,5,1,7,8,7,7,11,6,6,7,8,10,9,5,8,9,6,6,7,8,3,3,4,,5,4,1,,,,,,,,,,,,,,,281
6116,3,,,,,,,,,,,,,1,,,1,1,,1,1,1,,,,,,,,2,1,,,1,,,,,1,1,,3,1,3,1,1,,,1,,1,3,2,2,,,2,,,2,,,1,1,,,1,,1,4,2,4,1,,5,1,3,4,,2,1,3,1,4,2,1,3,3,,2,1,,1,1,,1,,,,1,,,,,,,,,,,,,92
6117,,1,,,,,,,,,,,,,,,,1,,,,,,2,1,,1,,1,,,2,,2,2,2,,1,,3,2,,1,1,1,2,2,1,4,4,2,1,2,3,4,5,2,2,6,1,3,4,4,4,7,2,4,6,4,,6,9,1,9,9,9,7,8,13,7,8,9,12,5,5,8,3,5,3,5,7,3,5,4,,1,1,1,1,3,,,,1,,,,,,,,,271
6201,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,1,1,1,2,,1,1,2,1,,1,4,1,4,,2,,4,,2,3,3,2,3,5,3,2,1,4,3,1,1,,1,2,3,1,1,1,,2,,,,,,,,,,,,,,,,,,75
6202,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,1,1,,1,1,2,,,,,,1,1,,1,,1,,2,,,,2,,,,1,,,,,,,,,,,,,,,,,,,23
6203,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,1,,,1,1,,,,,1,,,1,3,,,,1,1,,,1,,2,,1,,1,1,,1,1,2,1,,,1,,,1,,,,,,,,,,,29
6204,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,2,,,,,,1,,,1,,1,,,,1,,1,,1,1,,1,2,1,1,,1,1,1,,,2,1,1,2,3,2,2,1,1,1,2,1,,,,1,1,,,,,,,,,,,,,,,42
6205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,2,,,,,1,1,,,,,,,1,1,1,2,2,,1,,,2,,1,1,1,3,,1,,2,1,,,1,,,,,,,,,,,,,,,28
6206,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,1,,,1,,1,,,,1,1,1,,,,1,,1,,,,2,1,1,1,,1,1,,,,1,,,,,,1,,1,,1,,2,1,2,1,1,2,4,1,3,2,,2,,3,1,3,1,2,,,,,,,,,,,,,,,,,,54
6301,7,1,,,1,,,,,,,,1,,2,,2,,2,1,1,,,,2,1,1,1,1,1,2,1,,,1,,2,2,2,1,1,,1,2,2,3,3,4,2,1,4,4,7,5,1,1,3,5,6,5,2,2,4,3,5,6,7,4,9,7,5,11,6,7,15,11,6,14,7,10,17,9,13,10,11,11,14,13,13,9,5,8,4,6,2,6,4,1,1,2,,1,,1,,,,,,,,,398
6302,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,,,1,,1,,,,1,1,,1,,3,2,1,4,,1,,,2,,1,,3,,2,2,2,1,,3,3,2,5,,,2,1,2,1,2,2,2,,2,1,2,1,1,2,2,,1,,,,,,,,,,,,,,72
6303,4,1,1,,,,,,,,,,,1,1,,,1,,1,1,1,,,,1,,,,2,,1,,,1,,,1,1,,4,,,1,1,,1,2,,,,1,4,,3,2,1,2,,5,2,1,1,3,2,1,5,2,1,1,4,2,6,4,2,3,4,4,9,5,7,3,7,7,5,6,2,1,4,2,2,2,5,1,1,3,1,2,,,,,,,,,,,,,,,169
6304,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,1,,,1,1,,1,1,,1,1,2,1,1,1,1,,,4,1,,1,1,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,32
6305,3,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,1,,,,,,,,,2,1,,,,,1,,1,,4,,,,1,,2,2,,4,,,4,,1,2,3,2,1,1,,1,2,3,4,,6,3,3,4,1,7,3,1,3,,3,1,1,2,,5,1,1,6,,1,1,,,,,,,,,,,,,,,,103
6306,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,2,1,,,,,1,3,2,,,,,1,1,1,1,1,1,,2,1,,1,,,1,,2,1,2,2,1,2,2,1,2,4,1,3,1,,1,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,57
6307,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,1,1,1,2,,1,,,,,1,,3,1,1,1,1,,1,,,,1,4,2,,3,2,,1,1,1,2,5,1,1,1,3,3,2,1,,3,1,1,1,,,3,1,,2,,,,2,,,,,,,,,,,,,,68
6308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,1,,1,,,,,1,,,2,,,1,,,,1,,1,1,2,,2,,1,3,,,3,1,3,,2,,2,,3,1,,,,,1,,,,,,,,1,,,,,,,,,,,,37
6309,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,1,,,1,1,2,,3,,,2,2,1,1,,2,,2,1,,,,,,,,,,,,,1,,,,,,,,,,,27
6310,4,1,,,,,2,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,1,3,,1,,,1,1,2,3,1,2,,3,,,6,1,1,1,2,2,1,1,1,3,,3,3,1,1,3,4,3,3,1,2,9,7,5,7,10,6,8,7,6,4,5,4,5,2,3,4,4,3,6,7,6,4,4,4,2,,1,,1,,1,,,,,1,,,,,,207
7101,21,4,4,,,3,1,,,,,,1,2,3,,1,3,3,2,,1,2,1,1,2,1,1,2,4,3,1,4,5,1,3,1,2,,5,3,2,7,5,9,5,5,11,4,8,4,11,7,15,9,8,13,18,16,14,17,21,17,19,20,16,25,22,13,18,21,20,23,33,31,38,34,30,33,22,26,34,33,30,24,40,22,22,24,31,31,17,20,10,16,10,9,6,3,4,,1,,2,,,,,,,,,1150
7102,12,,,,2,1,1,,1,,,1,,,1,,1,,,1,1,,2,,,,1,,,,,1,3,,1,1,1,2,,2,1,2,2,,,2,4,2,1,1,2,1,2,1,2,3,3,4,3,6,4,5,5,1,4,4,4,8,3,5,5,4,4,2,1,7,7,4,9,8,3,7,7,9,6,7,6,3,4,4,7,2,1,1,2,1,1,1,1,1,,,,,,,,,,1,,,247
7103,1,1,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,1,1,1,,,,1,,2,,1,,1,,,,2,,1,1,,,2,,2,,1,1,1,2,4,1,1,3,3,3,3,2,1,,2,4,1,1,2,5,4,2,4,2,3,2,1,,,,,,,,,,,,,,,,,,80
7104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,1,,1,1,,,1,,1,1,,1,1,,2,,,,,,,,,3,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,18
7105,3,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,1,,,1,,,1,,,,,1,1,,,,,1,,2,1,1,3,,3,3,1,3,1,2,2,3,,4,7,1,2,1,4,4,,1,5,3,3,1,1,1,2,,2,,1,,1,1,,1,,,,,,,,,,,,,,,83
7106,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,1,,1,1,,,,1,,,2,,,,,,,1,,,,1,3,1,,1,2,,1,,,,1,2,,2,,,1,,1,,1,,,,,,,,,,,,,,,,,,29
7107,2,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,1,,,1,,,,1,1,,,,,,,,,1,,,,,3,,,,3,,,2,,,1,2,,2,1,,2,1,,,1,3,2,1,,1,2,1,,1,1,3,,,,,,,,,,,,,,,,,,43
7108,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,1,1,,,1,,,,,,,3,2,,,,2,,1,1,1,3,4,5,3,1,1,4,1,,1,,3,2,3,1,3,3,3,2,2,1,2,,2,,3,,1,1,1,,,,,,,,,,,,,,,,,,74
7109,7,1,,,,,,,,,,,,,,,,,1,,,1,,2,,1,,1,,1,1,1,2,1,,1,1,,2,,,,,2,2,1,1,2,2,2,1,3,1,,2,,1,2,4,4,3,3,1,3,2,5,4,2,6,4,5,5,4,6,7,5,4,5,9,8,8,8,2,4,6,7,5,3,7,1,1,3,3,2,2,5,,,1,,,,,,,,,,,,,,213
7110,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,1,,,,1,,,,1,,,1,1,,,1,,,1,,,1,,,,,2,,1,,1,2,1,,,2,1,1,,,2,,2,2,,,,2,,1,1,2,1,1,,1,,1,,,1,,,,,,,,,,,,,,42
7201,7,,,1,,,,,,,1,2,,,,,,,,2,,,1,,,1,1,1,1,,2,1,1,1,,1,2,2,,,,1,1,1,2,2,,3,1,7,4,,3,3,3,1,3,2,2,1,3,1,5,2,10,5,6,4,2,4,2,6,2,4,12,8,13,14,4,6,8,8,4,15,10,9,9,4,12,8,5,6,8,9,8,3,1,4,1,,,,,,,,,,,,,,313
7202,2,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,2,1,,2,,,2,,,1,1,,1,,,,,1,1,2,,2,1,,,1,,1,2,,,,1,1,,,,2,2,2,1,1,1,2,4,2,1,1,,1,1,,3,2,,2,2,1,,1,,1,,1,,,,,,,,,,,,,,,,,61
7203,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,2,,,1,,,,1,1,,1,,1,,,,1,,1,1,2,1,,1,2,,1,,,,,,3,2,,1,1,,,,,,,,1,,,,,,,,,,,,,30
7301,13,1,2,,2,1,2,1,1,,2,,1,,,1,,,2,,1,2,1,1,2,1,1,1,4,2,2,3,1,1,1,1,2,3,3,6,2,5,4,5,4,3,2,6,5,5,8,8,7,9,8,3,6,10,5,6,14,11,14,8,7,14,13,14,12,16,13,19,15,22,16,21,21,26,26,15,12,11,26,12,14,14,15,15,14,15,7,9,6,10,3,5,3,3,3,1,,,1,,,,,,,,,,695
7302,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,1,,3,2,,,,1,,1,1,,1,,1,,,1,1,,5,1,1,1,1,1,3,1,,3,1,3,3,1,,,2,2,1,1,,2,1,1,,1,1,,,1,,,,,,,,,,,,,55
7303,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,1,,,1,,,,1,,1,1,1,3,,2,1,1,,,1,,1,1,,3,,,2,2,6,1,1,,1,1,2,3,2,,1,,,,,1,,,,1,,,,,,,,,,,,47
7304,7,,1,,1,,,,2,,,,,,,,,,1,,,,2,,1,1,1,2,,,1,,1,1,1,1,,,2,2,,2,1,5,3,1,2,1,2,2,,4,3,2,3,4,4,3,2,4,6,2,3,5,7,3,3,4,2,8,5,4,4,7,10,11,8,3,8,8,10,9,7,9,10,5,5,6,4,4,2,7,2,2,3,3,2,1,1,1,,,,1,,,,,,,,,281
7305,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,1,,,,1,,1,,,1,,3,2,2,1,1,,1,1,,,2,,,,1,1,,,1,2,,5,2,,,,2,4,,1,2,1,1,,2,,,1,,,1,,,,,,,,,,,,,,,,48
7306,2,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,1,,,,,,1,,,,,,1,,,,1,,,,,1,1,1,,,,2,2,1,1,2,1,,,1,,1,1,2,1,,4,,2,1,2,3,1,2,3,,1,1,1,1,,2,,2,,1,,,,1,,,,,,,,,,,,,,,55
7307,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,2,,,1,,1,,1,1,1,,1,1,1,1,1,2,2,1,,3,2,1,3,3,,1,1,4,5,5,2,4,2,2,2,1,4,3,3,2,,3,1,1,2,,1,,,,,,,,,,,,,,,,,82
7308,2,1,,,,,,,,,,,,,,1,,,,,,,1,,1,,,1,1,,,,,,,,,,1,,2,1,1,1,1,1,2,4,,1,,1,2,1,,1,4,,,1,3,4,2,1,3,3,4,1,5,3,1,2,3,3,2,4,8,4,6,4,6,1,3,6,1,3,4,5,5,2,3,4,3,,3,1,,,1,1,,,,,,,,,,,,,151
7309,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,1,,,1,,,1,1,,,2,,,1,,1,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,16
7401,16,1,1,,,,,1,1,1,,,,1,1,,,,3,1,,1,1,2,1,3,,,,1,2,2,4,1,2,,2,3,2,1,2,4,,2,2,4,6,2,1,4,7,2,4,12,2,1,9,5,9,3,9,6,2,8,8,6,10,14,4,6,12,8,14,4,16,14,15,22,17,12,8,15,13,12,12,8,15,8,10,5,9,9,2,6,2,6,4,3,1,1,1,2,,,,,,,,,,,495
7402,1,,1,,,,,,,,1,,,,,1,,,,,,,,,1,,2,,,,,,,,1,1,,,,,1,,,,,,,1,,1,,1,2,2,,,1,1,,5,,1,1,1,,2,1,4,,2,3,1,1,3,3,1,2,3,2,3,4,3,5,4,,2,2,2,4,3,,,,2,2,1,,1,1,,,,,,,,,,,,,,94
7403,4,1,,1,,1,,,,1,1,,,,,,,2,,,2,1,,1,,2,,,1,,1,,2,,1,2,2,1,,1,,,1,,,1,,2,1,2,1,,,,3,1,1,1,,1,1,2,4,6,4,2,3,3,1,5,4,4,4,3,5,7,6,4,3,3,5,5,3,4,7,5,3,5,2,2,5,1,1,8,2,2,2,,1,,,,,,,,,,,,,,180
7404,6,,1,,,,,,,,,1,,,,,1,1,,1,,,,,2,,,,,1,,1,2,2,,1,2,1,3,,1,1,1,,2,1,2,3,1,1,2,1,4,1,1,2,3,4,2,1,3,4,6,7,5,3,9,2,8,4,6,5,2,7,8,9,6,4,16,10,4,4,11,8,6,10,5,6,6,5,4,3,5,5,5,1,3,1,1,1,1,1,,,,,,,,,,,280
7405,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,1,1,1,,,,1,,,1,1,1,,,1,2,,1,,1,1,,1,,1,,1,,1,2,,,3,,1,1,,2,,2,1,,2,5,4,2,,1,5,6,2,2,1,2,1,3,2,2,1,3,1,,1,,1,,,,1,,,,,,,,,,,,81
7406,3,1,,1,,,,,,,1,,,,,1,,1,,,,2,,1,1,,1,,,,1,,,1,1,,2,,3,2,1,2,3,2,3,2,3,4,4,3,6,2,1,5,1,3,1,2,4,2,3,4,4,3,5,3,7,2,6,6,7,7,6,,7,13,7,7,5,10,10,12,4,3,10,11,5,7,6,5,8,4,3,2,1,2,1,,,,1,,,,1,,,,,,,,285
7407,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,1,1,1,,1,,,1,,,2,,2,1,1,,,,,2,2,1,2,1,1,2,1,2,2,1,3,3,,6,2,2,5,2,2,1,6,1,3,2,4,1,1,1,3,3,1,,,,,1,,,,,,,,,1,,,,,,,87
7408,1,1,,,,,,,,,,,,,,,,1,,1,1,,1,,,,,,,,,,,1,,1,,,,1,,,1,,2,,3,2,,,1,,,2,2,1,1,2,1,1,2,,2,2,,,1,,1,1,3,1,1,3,1,2,5,6,3,2,6,,2,4,3,3,1,1,1,1,,2,1,1,,,1,,,,1,,,,,,,,,,,,92
8101,33,2,,2,,,,1,,1,,1,1,1,,2,1,4,,4,2,3,5,3,2,2,5,3,3,3,3,6,2,3,1,,2,3,4,1,2,8,5,12,8,8,9,13,5,6,7,12,12,9,7,11,10,11,15,18,15,17,19,17,16,23,25,24,33,15,22,21,34,27,23,34,29,34,31,36,27,27,31,36,35,28,28,25,29,29,20,29,24,13,11,8,5,6,3,6,1,2,,,,1,1,,,,,,1217
8102,9,,,1,,,,,,,1,,,,,2,,,,1,3,,2,1,2,1,,3,1,4,1,2,1,1,2,2,3,,3,1,5,4,5,3,7,3,3,4,4,2,6,4,3,7,6,1,4,10,2,6,9,12,5,8,5,5,8,10,4,10,12,15,12,19,10,10,13,20,18,15,17,14,8,9,13,17,10,7,4,8,6,8,5,6,1,3,2,1,3,,1,1,,,,,,,,,,,500
8103,8,,1,1,1,1,,,,,1,,,,,1,2,1,2,2,,,1,,1,2,,,,,,,1,4,1,1,2,,,5,,3,3,3,,3,5,2,2,1,5,6,5,4,3,3,5,2,5,6,6,6,5,5,8,6,4,7,8,4,8,7,4,11,13,12,13,6,7,8,14,11,7,9,6,13,11,8,9,6,2,13,8,5,6,5,3,,1,3,,1,,1,,,,,,,,,395
8104,1,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,1,1,1,,,1,,1,,1,,,1,,3,1,,,,3,1,1,,2,1,,1,1,1,,,1,1,1,2,2,2,,,1,2,2,1,4,3,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,54
8105,2,1,,,,,,,,1,,,,,,,,,,,1,1,,,1,1,,,,1,,1,2,1,2,,,1,,,,1,2,2,1,1,1,3,,1,3,2,,1,,4,1,,,,3,2,1,,2,4,2,4,1,2,4,1,3,1,3,6,4,2,5,1,4,3,3,5,4,1,2,2,4,1,2,,,,1,1,,1,1,,,,,,,,,,,,,,125
8106,9,,,1,,,,,,,,1,,,,,1,,2,,2,1,1,2,1,1,1,2,1,,1,,,,,1,1,2,1,3,,2,1,4,2,,1,2,6,3,2,4,3,3,2,4,,5,5,3,2,6,7,8,2,9,7,9,2,1,2,7,6,6,4,7,10,6,8,7,11,4,4,8,5,9,5,4,5,2,2,3,2,3,4,,2,1,,,1,,,,,,,,,,,,278
8107,5,,,,,,1,,,,,,,,1,,,,,3,1,,1,,,1,,,,2,1,1,,2,,1,,,,1,1,3,2,,,1,3,1,2,,1,1,4,3,2,3,5,3,4,6,5,3,2,,3,4,4,5,6,5,3,6,5,3,4,8,7,7,5,9,6,9,8,4,4,4,3,4,4,5,4,3,4,2,2,,2,,1,,,,,,,,,,,,,,229
8108,13,,,,1,2,,,,,,,,,,,1,1,3,,1,,2,1,3,2,,1,,1,2,1,,2,4,,1,4,2,3,2,2,2,4,2,2,5,7,2,3,2,4,7,5,3,9,3,3,7,5,6,6,6,6,3,6,15,6,8,5,6,4,4,10,8,4,8,15,10,12,7,6,7,10,3,7,8,7,4,6,5,5,3,4,6,1,2,3,2,1,,1,,,1,,,,,,,,377
8109,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,2,2,2,,,,,,,,,,2,,,,1,1,2,,1,1,2,,,3,1,,,2,3,2,1,2,,2,2,,1,,4,6,3,4,2,3,2,1,,5,4,6,4,1,1,1,5,3,,1,2,,,,1,,,1,,,,,,,,,,,,98
8110,13,1,1,1,,1,1,,,1,,1,,2,1,2,2,1,1,,,,3,2,2,4,4,4,1,6,3,2,,2,1,2,1,6,3,3,2,2,4,9,5,5,5,5,5,9,7,8,12,9,12,10,13,14,12,13,16,16,16,15,11,17,12,22,19,18,17,16,22,21,13,19,25,25,23,27,22,24,24,33,19,18,19,18,13,12,8,11,10,6,8,3,5,2,2,2,4,,1,,,,,,,,,,873
8111,4,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,1,,,1,1,,1,1,4,4,,1,2,3,4,,1,2,1,2,,2,2,3,2,3,5,3,2,7,3,6,2,8,6,6,2,9,6,3,7,7,4,7,8,5,6,9,11,8,5,8,10,5,5,14,8,4,6,7,3,4,1,12,,3,1,,2,1,,1,,,,,,,,,,,289
8112,7,1,,,,,,,,,,1,2,,,1,2,1,,2,1,1,2,,,,2,1,,1,3,2,2,2,,1,4,,2,1,4,,1,3,5,4,5,2,2,3,2,6,6,6,2,6,5,9,2,7,6,6,5,7,5,12,6,15,11,9,7,16,8,18,11,11,15,8,19,12,8,9,10,11,9,11,6,4,8,6,7,1,1,6,2,3,7,1,2,,,,1,,,,,,,,,,442
