Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.108,muertes.109,muertes.110,muertes.111,muertes.115,muertes.total
1101,42,3,1,2,2,2,1,3,1,,1,,,,1,,1,1,11,6,12,7,3,4,4,2,2,4,6,5,4,1,5,5,6,3,4,8,4,2,8,4,1,8,5,3,7,8,10,8,9,6,9,8,7,11,10,14,23,11,11,15,15,10,13,15,17,12,15,14,19,23,15,19,25,17,18,17,21,21,27,27,12,10,23,12,17,21,17,19,10,14,8,10,9,3,2,2,1,,,,,,,,,,,,,,,915
1102,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,4
1103,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,1,,,,,,,1,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,10
1105,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,1,,1,,,,,1,,,,,,,,2,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,13
1106,2,1,,2,,,,,,1,,,,,,,,,,1,,1,,,,,1,1,,1,,,,1,2,,2,2,,,1,,,1,,,1,,,1,,,,,2,,1,2,,,,1,,,,,1,1,2,,1,,1,1,1,1,,2,,,,,3,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,46
1201,20,,1,1,,,,,,,,,1,,1,2,,,,2,2,,2,2,4,9,4,4,4,7,10,6,1,4,3,7,3,6,5,9,6,8,7,5,10,5,8,9,3,10,8,9,13,12,9,10,3,7,10,14,7,10,17,6,25,22,16,22,22,25,18,19,28,18,27,24,18,24,24,15,23,20,17,19,21,10,12,15,11,24,12,9,9,3,5,4,1,3,5,1,1,,1,,,,,,,,,,,899
1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1301,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1302,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2101,46,5,1,,1,2,1,2,1,,,,1,1,3,1,2,,2,2,4,2,,3,3,5,5,3,3,2,7,3,6,5,11,6,3,9,14,9,7,13,8,6,12,14,8,20,12,10,15,21,20,19,18,25,23,32,25,29,30,33,29,17,20,24,29,25,31,35,43,50,52,31,41,43,22,32,30,35,36,33,31,39,27,23,29,23,32,26,21,15,13,18,11,2,5,3,1,1,3,1,,,,,,,,,,,,1556
2102,2,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,1,,1,1,,,,,,1,,,,1,,,,2,,,,,1,,,1,1,,,,,1,,1,,,1,,,1,1,1,,,,1,2,,,,,2,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,30
2103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2
2104,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,1,,2,,1,,2,1,,,,,,1,,1,,1,1,2,,,,,2,4,1,1,1,2,2,2,,2,3,1,2,1,2,1,1,1,2,,1,1,,,,,1,,,1,,,,,,,,,,,,,,,53
2201,27,1,,,1,2,1,,,,,1,1,,2,1,3,2,2,4,1,2,4,7,2,4,1,,2,3,2,2,3,4,6,4,5,7,3,3,5,5,6,5,8,2,6,6,3,7,8,3,3,3,4,11,9,6,4,6,7,13,5,9,7,7,9,6,9,16,12,8,10,13,13,21,15,9,8,10,16,7,11,12,6,5,7,7,5,3,4,4,1,3,2,3,1,1,1,1,,,,,,,,,,,,,,530
2202,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2203,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,1,1,,2,,,,,1,,,,1,,1,,,,1,,1,,,,,1,,,,1,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,20
2301,4,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,2,,1,1,,,1,,1,3,1,,4,2,,3,3,3,2,,3,2,2,1,3,1,1,4,2,4,2,4,2,2,2,2,2,7,7,6,9,6,7,4,6,11,10,3,9,6,3,2,3,1,8,6,5,2,,1,2,1,,,,,,1,,,,,,,,,,,,,,199
2302,1,,,,,,,,,,1,,,1,1,,,,,,,,,2,,,,,1,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,1,,,1,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
3101,33,,1,1,2,1,1,,,1,,1,,,,2,1,,,3,2,1,1,2,,3,3,2,3,1,2,,3,3,4,1,3,1,4,,4,1,2,3,5,2,7,6,,2,4,4,5,2,6,,6,5,7,8,5,5,10,11,12,7,11,16,16,13,12,20,7,14,13,14,16,14,11,11,14,12,14,13,10,15,11,9,6,11,6,6,5,1,6,4,5,4,1,4,,,1,,,,,,,,,,,561
3102,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,2,1,,,,,1,,1,2,,,,1,,,2,,,1,1,1,,2,,1,1,1,,4,4,,,4,1,2,1,3,,,1,2,,1,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,48
3103,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,1,1,,,,,,,,,,,2,,,,,2,,,,,,1,,1,,,1,,,2,,2,,,1,,,1,1,,1,1,,3,,1,1,1,3,,2,,1,1,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,38
3201,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,1,,,,,,1,1,2,1,1,1,1,1,2,1,,,4,2,3,2,1,3,,1,1,,1,,1,,1,1,1,,,,1,3,1,,2,,,,,,,,,,,,,,,,,,,,,,48
3202,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,1,,,,,2,1,,,1,,1,1,,,2,,1,,,,,1,,1,1,,1,1,,,,3,,1,3,3,1,1,4,2,,1,1,,,1,1,,,1,,1,,2,,,1,,,,1,,,,,,,,,,,,,,,,,,52
3301,10,,,1,,,1,,,1,,,,,,,,,,,,,1,1,1,1,1,2,2,,1,1,2,,,,,1,,,,1,2,,,2,1,,2,3,3,3,3,3,4,4,1,2,4,2,5,3,4,1,5,2,4,5,3,4,7,16,9,12,9,5,9,10,9,9,7,8,3,6,5,4,5,8,4,9,3,4,5,3,3,2,,,1,,,,,,,,,,,,,,,278
3302,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,1,,1,,1,1,,1,2,,1,,,,1,,1,1,2,2,,,,1,,,1,,1,,,,,,1,,,,,,,,,,,,23
3303,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,1,,,1,,1,1,,,,,1,,,,,1,,,1,,,1,3,2,1,1,2,2,,,1,,1,2,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,31
3304,1,1,,,,,,,1,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,2,,,,,1,1,1,,,,,,1,,,,2,2,1,1,1,2,2,,2,3,,,1,2,1,2,,1,4,1,3,2,3,1,1,2,,,,,,1,1,,1,,2,,,,,,,,,,,,,,,,,59
4101,24,1,1,1,,,,,,1,,,,1,2,,2,4,,1,3,1,4,3,,3,5,1,1,1,2,4,,2,1,5,3,1,1,1,5,3,3,6,9,2,2,5,5,7,1,4,6,2,7,7,12,7,2,8,9,9,5,4,8,16,15,10,15,18,17,15,24,17,16,15,13,15,25,18,13,15,19,24,23,28,11,18,18,15,16,14,14,10,9,5,7,6,,,,2,,,,,,,,,,,1,735
4102,22,1,1,,,,,2,,1,1,,,,2,1,2,1,1,1,2,4,1,,,1,3,2,,,2,2,2,2,4,,4,4,4,2,1,6,6,9,4,5,5,3,4,4,6,6,1,7,7,8,11,7,5,7,7,5,11,12,9,11,20,16,14,20,15,10,19,16,13,16,19,28,24,19,19,17,16,16,14,22,17,13,15,16,12,10,9,9,8,3,8,9,4,2,,,,,,,,,,,,,,730
4103,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,1,1,,,,,1,,1,,2,,1,2,,1,,1,,1,,1,1,4,1,2,1,4,3,2,,3,,2,9,4,2,2,5,1,4,1,5,,2,3,2,1,,1,1,1,,,1,2,,,,,,,,,,,,,,,88
4104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,1,,,,,,1,1,1,1,,,,,,,1,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,13
4105,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,1,,1,,,,,,,1,1,,,,,,,1,,,,1,,,,1,,1,,1,,,,1,,,,,,,,,,,,14
4106,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,1,,,1,,,,1,,,,,2,,,1,2,2,1,,1,,,,1,,2,1,3,2,3,,2,4,2,1,,2,1,2,3,3,1,1,1,4,5,2,2,1,3,4,4,3,2,3,2,4,4,3,1,5,1,3,,3,,,,,,,,,,,,,,,,113
4201,8,1,1,,,,,,,,,,,,2,,,,1,,1,,1,,,,,,2,1,2,2,,,,,2,,1,,2,1,,1,,,1,,1,1,,3,,,,2,3,5,2,2,1,2,5,2,5,4,2,2,3,3,8,4,4,5,4,4,7,3,2,9,2,4,3,6,6,5,2,4,2,4,11,6,2,3,4,3,2,1,1,1,,,,1,,,,,,,,,,201
4202,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,1,1,,,1,1,1,1,,1,2,,1,,,,,1,,,,3,2,3,,4,3,2,1,,2,,1,1,,1,,1,,2,1,1,1,,,1,,,,,,,,,,,,,,,47
4203,4,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,2,,2,,,,,1,,,,,1,2,,1,,,,,,,,3,,,,,2,3,1,3,,2,1,1,,1,6,1,6,5,,1,1,,2,2,3,2,5,,1,3,2,1,2,3,3,,1,1,,1,1,,,,,,,,,,,,,,,,87
4204,3,,,,,,,1,,,,,,,1,,,,,,1,,,,,,1,1,2,,1,,,,,,,,,,,2,,,,,2,1,,1,,1,1,,1,3,,3,1,1,1,2,2,4,2,3,2,1,1,3,7,7,4,4,5,,6,1,5,3,7,4,5,5,5,4,1,3,2,3,2,3,3,,,2,,,,1,,1,,,,,,,,,,,,142
4301,18,2,2,2,,,,2,,1,,,,,3,,,1,1,1,1,2,2,,2,4,1,1,1,2,2,1,2,,1,1,,2,2,1,2,1,3,2,2,3,3,3,1,5,6,1,3,3,8,5,3,6,3,9,8,10,5,8,5,10,7,9,13,12,13,10,8,18,11,10,12,16,16,20,13,9,10,11,13,14,13,8,12,7,10,5,5,9,6,5,1,2,2,,1,,,,,,,1,,,,,,511
4302,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,2,,,2,1,2,,,,,,2,1,3,4,1,1,3,2,4,3,6,4,1,1,3,2,2,2,4,3,2,2,2,3,5,2,1,,1,3,,2,,,,,1,,,,,,,,,,,,,,88
4303,7,1,1,,1,,,,1,,,,,1,,,,,1,,1,,1,,1,,1,,3,,1,,,1,3,1,1,,2,1,,,,,2,,,1,,1,2,,3,2,1,2,,1,2,,2,,3,4,5,6,2,1,3,1,6,6,4,1,2,7,2,6,3,5,1,7,5,4,3,4,6,6,1,1,2,,,6,,2,,2,,,1,,,,,,,,,,,,,167
4304,1,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,,,1,2,,,1,2,1,,2,,1,1,1,3,,,1,3,1,2,1,2,,,4,2,3,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,46
4305,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,1,,,1,,,2,,2,2,1,,1,1,1,,1,,,,3,,1,1,2,,1,,,1,,,,,,,,,,,,,,,26
5101,48,5,3,1,1,,1,2,,2,1,1,,1,4,,3,1,4,3,5,5,6,4,3,2,5,6,7,5,4,6,9,4,5,5,9,6,10,8,9,6,9,3,11,9,14,10,13,15,15,15,17,12,14,23,33,19,22,28,31,35,30,30,29,39,33,37,45,57,47,52,53,72,42,46,56,59,46,58,53,49,58,49,69,38,42,43,37,50,31,28,18,21,12,11,5,2,5,5,1,1,,,2,,,,1,,,,,2020
5102,3,1,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,1,,,1,,1,,,,,,,,,,1,,1,,3,,1,1,1,2,1,2,,2,1,,,1,4,4,6,4,4,2,4,1,6,3,2,1,3,2,2,2,3,3,5,1,2,2,1,1,,2,1,,1,,,,1,,,,,,,,,,,,,101
5103,2,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,2,,,1,1,1,2,1,,,,,2,1,2,2,1,1,3,,1,2,2,,3,1,1,2,1,1,3,1,1,,1,2,3,2,3,,1,2,2,2,2,2,3,4,3,4,1,2,3,2,3,,4,1,3,2,,1,,,,,,,,,,,,,,,,,,102
5104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
5105,1,,,,,,,,,,,,,1,,,,,,,,1,,,2,,,,,,,,,,,,,,,,1,1,,,,2,1,1,,1,,2,,2,,2,1,,,1,,,1,,1,1,,1,1,3,5,3,1,5,2,,3,1,4,4,4,1,,4,1,1,1,4,2,1,1,,,2,,1,,,,1,,,,,,,,,,,,,,80
5106,15,,1,2,,,1,,,1,1,,1,,,1,1,4,,2,2,1,3,5,4,1,2,3,3,1,2,,5,1,3,4,3,4,3,3,3,3,2,3,7,11,5,3,3,6,9,4,5,3,10,1,7,7,8,11,11,12,11,8,10,16,13,18,16,16,23,15,24,15,27,18,21,24,24,23,25,21,29,28,25,21,31,24,17,17,10,20,10,12,6,9,5,5,1,1,2,,,,,,,,,,,,,858
5107,,,,,,,,,,,2,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,1,,,,1,,1,,,1,1,,1,,,2,2,3,1,1,2,,2,3,2,2,1,1,2,2,4,3,1,8,2,3,2,7,3,2,3,4,3,2,5,4,3,2,,1,1,2,2,,1,,1,2,,,,,1,,,,,,,,,,,,,,109
5108,9,1,,,1,,,,,2,,2,2,,,1,,2,2,1,2,,2,,3,1,,1,2,,1,3,3,2,1,1,3,3,1,1,,2,6,1,2,1,6,2,1,1,5,2,3,,3,8,7,2,8,10,7,5,8,12,9,6,6,6,20,13,19,15,18,16,24,19,9,12,8,12,11,15,16,25,11,18,8,14,23,11,12,9,7,9,9,7,7,1,3,2,,,1,,,,,,,,,,,586
5109,39,4,4,1,2,1,,1,,,,,1,1,4,1,4,2,2,3,1,4,1,3,7,5,2,3,1,4,2,5,2,6,8,3,6,6,4,3,4,11,5,6,9,11,9,9,5,15,7,13,12,17,18,12,13,27,24,13,23,24,30,18,29,48,29,42,36,46,41,48,49,49,48,36,41,65,54,49,61,40,58,57,57,47,47,51,51,41,51,36,25,35,27,16,16,9,3,3,3,2,,2,,,,,,,,,,1929
5201,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,1,,2,1,,,,,2,,,,1,,1,1,1,1,,,1,1,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,24
5301,6,1,,,1,1,,,,,,,1,,,2,1,,,1,,1,1,1,3,2,1,,,1,1,1,1,,1,1,,,1,3,,,1,3,1,2,,,1,2,4,3,3,,2,5,,3,5,3,5,6,8,5,2,3,5,8,7,4,8,6,5,7,8,6,8,5,7,10,6,8,9,12,8,12,11,16,3,4,6,7,3,2,5,3,1,1,,,,1,,,,,,,,,,,,312
5302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,1,1,,,,1,,,,,,,,,1,4,,1,3,1,1,,1,1,,1,,,,,2,2,3,,2,1,,2,,,2,2,,,,,,,1,,,,,,,,,,,,,,,,,37
5303,1,,,,,,,,,,,,,,,,,1,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,1,,1,,1,1,1,,,,1,,1,2,2,,,,1,,,,,1,,2,1,1,,1,1,1,,,1,,1,1,,,,,,,,,,,,1,,,,,,,,32
5304,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,1,1,,,,,,,,,,1,1,1,1,,,1,1,2,1,,1,1,1,,1,,,2,2,3,3,1,4,1,2,2,4,2,2,1,2,3,,2,2,2,2,,5,1,4,1,,,,,,,,,,,,,,,,,,,,,,,72
5401,5,,,,,,,,,,1,,,,,,,,,1,1,1,,1,1,1,,,,,1,,,1,1,,,,1,,,2,2,1,1,1,2,1,3,,,1,1,1,2,2,2,1,6,,2,3,3,,1,3,6,5,4,5,6,3,2,7,4,4,2,4,3,3,5,4,2,6,3,5,4,3,1,3,1,5,1,1,,,1,,1,,,1,,,,,,,,,,,,162
5402,5,,,1,,,,,,,,,,,,,,,1,,1,,,,,,2,,,2,,,1,1,,,,1,1,,1,,1,2,2,1,,1,1,,,,,,,1,,2,2,1,4,2,2,2,2,2,4,,3,2,2,,6,2,4,2,6,1,1,3,2,,2,2,2,5,1,3,2,3,2,,,,2,1,2,,1,,,,,,,,,,,,,,,111
5403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,1,,,,1,,1,1,,,1,,,1,1,,,2,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,15
5404,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,2,2,,,,1,,,1,1,,2,1,1,3,1,1,,,1,,1,2,,1,1,1,,2,1,,1,1,2,2,1,1,1,1,2,5,1,2,3,,1,1,3,,1,,,,,,,,,,,,,,,,,,60
5405,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,2,,,,,,1,1,,,1,,,,1,2,,,1,1,,1,1,,,,,,,,1,,,,,,,,,,,,,,,17
5501,3,2,,1,,1,,,,2,1,,4,,,2,1,2,1,1,1,,,,4,1,1,1,1,,,2,,2,2,2,,1,,4,,7,3,2,5,3,3,4,5,6,4,3,5,7,3,8,5,4,7,8,7,9,6,3,8,5,8,7,6,14,23,18,8,9,14,13,11,13,16,11,17,5,9,21,11,9,15,8,10,16,12,8,5,3,3,2,2,3,,3,1,1,,,,,,,,,,,,508
5502,2,,3,,,,,,,1,,,,1,,,,,1,2,,,1,,,1,2,,,,,,1,,1,2,1,1,1,1,1,,1,,1,,1,,3,,2,1,3,,5,4,5,5,3,3,2,3,7,3,5,9,5,4,2,8,7,12,16,8,6,10,4,6,11,6,9,3,5,9,11,12,4,3,5,6,4,4,4,1,1,1,4,,1,,,1,,,,,,,,,,,,282
5503,3,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,1,1,,,1,,,,,1,1,,,1,1,,,,1,,1,,,1,,2,,,1,,,1,1,1,3,,,1,3,2,,2,3,1,3,3,,1,2,3,2,5,2,3,,1,1,1,,1,4,1,,1,,,,,,,,,,,,,,,,,,,,,71
5504,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,1,,,1,,,2,1,1,,,2,,,,,,2,2,1,3,2,2,2,4,3,3,1,,1,4,2,1,1,,2,4,3,1,4,2,1,,3,,2,1,,,2,,,,,,,,,,,,,,,,,,71
5505,4,1,,,,,,,,,,,,,,,,1,,,,,,,,3,,1,,2,,,,,2,,4,,2,1,,,,1,,1,1,1,1,1,3,3,2,3,1,2,4,1,,1,3,2,8,1,5,6,2,4,4,6,3,9,6,8,7,12,9,5,9,7,12,9,7,4,5,3,4,10,5,4,5,5,4,4,2,3,4,1,1,,,,,,,,,,,,,,,255
5506,3,,,,,,,,,,,,,,,,,,,,1,1,1,,,2,,,,1,,1,,,,,,,1,,,1,,,1,,,1,,3,1,1,,3,,3,1,4,3,,4,4,3,1,4,,4,1,2,5,1,2,4,4,2,4,3,2,3,3,4,3,2,3,5,1,5,3,4,2,1,2,2,,,,,,1,,,,,,,,,,,,,,,127
5507,4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,1,2,,,1,,,,,,,,,,,,,,,,2,,,,1,1,,,,2,,,2,2,,2,3,3,3,1,2,1,2,4,5,1,2,3,3,2,1,1,,2,1,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,68
5601,18,,1,1,1,1,2,1,,,,,,2,,1,2,1,3,1,3,2,1,1,1,1,2,,1,,2,2,3,3,1,1,4,2,3,3,4,,2,5,1,6,3,5,2,2,3,,3,2,5,4,12,5,9,3,8,8,5,5,2,9,16,6,13,11,11,15,10,17,18,10,12,14,17,11,14,5,14,14,10,15,9,14,9,14,8,4,3,1,1,3,4,1,,1,,,,,,,,,,,,,,509
5602,1,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,1,,,,,,,,,,,1,,,,,1,,1,1,,,2,1,,,,,,,2,,,,3,,1,,2,2,1,1,1,1,,1,1,4,,1,2,1,2,3,,2,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,48
5603,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,1,,2,,2,,,,,2,1,,,,1,2,1,1,,3,,2,2,,2,,,1,1,,1,1,3,1,1,2,3,1,5,4,3,1,1,4,2,2,4,1,2,1,1,2,7,,2,2,1,3,1,2,1,1,,1,,,,,,,,,,,,,,,,95
5604,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,1,,1,,,,,,2,1,1,,1,,,,,,1,,,,1,2,1,1,1,,1,1,1,1,1,1,2,2,1,,2,,1,1,1,,1,1,1,,,1,,1,,,,,,,,,1,,,,,,,,,,,40
5605,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,1,,1,,1,,,1,,,1,,,2,1,1,2,1,,,1,,2,2,2,1,,2,5,,1,1,,,,1,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,36
5606,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,2,,1,1,,,1,,1,,1,1,,1,,,,,,,,,,1,,,1,1,1,1,1,,,2,,3,,1,,,2,,,,1,,2,,1,2,,1,1,,1,,,,,1,,,,,,,,,,,,38
5701,10,2,1,,,,,,,2,,,,,,,2,1,,,1,1,1,,,1,1,2,,,1,,1,,2,1,3,,1,,1,,1,1,2,2,2,,1,1,4,2,,2,5,1,4,4,8,6,3,7,7,7,5,3,7,6,11,12,6,7,7,9,7,5,9,9,5,13,10,9,14,13,12,6,6,7,4,5,2,6,7,1,3,4,1,,1,,,,,,,,,,,,,,,337
5702,3,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,1,1,,1,1,,2,,1,,,,,,,1,4,1,1,,,,1,2,,2,1,2,1,,3,4,1,2,2,,,3,2,,,,,4,2,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,57
5703,2,,,,,1,,,,,,,,,1,,1,,,,,,,,,2,,,,,,1,,,,,2,,,1,2,1,2,1,1,1,,,1,2,,1,2,,,1,1,,3,2,,2,,1,1,1,3,4,2,3,2,6,6,,,2,3,2,2,1,3,1,3,4,3,6,5,1,2,1,2,1,1,,1,2,,,,,1,,,,,,,,,,,,,110
5704,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,1,,,,,,1,,,1,,1,,,,,,,2,,1,,1,,,,1,,,2,,,2,,,,2,1,1,1,,,2,,,2,,1,,,,,,1,,,,,,,,,,,,,,,,,,29
5705,1,,1,,,,,,,,,,,,1,,,1,,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,3,,,1,,,2,,,2,,2,2,,1,2,1,2,1,1,1,1,2,2,1,4,5,2,4,2,3,2,2,,2,2,2,5,2,4,2,3,1,5,2,3,1,1,,,,,1,1,,,,,,,,,,,,,,,,96
5706,3,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,1,1,,,,1,,,,,,,,,,,,1,,,,1,2,1,1,2,2,2,1,1,4,1,1,2,,1,,2,,4,1,1,1,3,1,1,3,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,53
