Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.108,muertes.109,muertes.110,muertes.111,muertes.Total 
7102,2,,,,,,1,,,,,,,1,1,,1,,1,3,1,2,4,,,,2,,,,,,1,,,,,,1,,1,3,1,1,2,3,2,2,2,2,1,3,4,7,2,2,3,10,3,3,4,4,8,1,3,5,2,6,1,1,5,3,6,8,9,7,2,7,10,9,10,8,4,5,5,11,7,6,1,9,4,5,5,,1,3,1,1,1,2,,,,,,,,,,,,,268
7103,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,2,,1,,,4,1,,1,,,1,,,,,1,3,3,1,2,2,3,,3,2,2,,,2,4,2,1,4,1,2,5,4,8,3,4,1,,1,,1,2,2,,1,2,,1,1,,,,,,,,,,,,,,86
7104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,1,,,,1,,,1,,,,,,,1,,,,,1,,,,1,1,1,1,,,,,,1,,,,,1,,1,1,1,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,21
7105,9,,,,,,,,,,,,,,,1,,1,,1,1,1,2,,1,,,1,,,,,2,1,,1,1,1,,1,2,,,,1,1,2,,1,2,3,1,,,2,4,1,1,1,2,2,,4,,,4,4,2,4,5,2,3,2,3,3,2,1,1,6,4,2,4,7,5,3,2,3,4,3,2,3,1,1,2,1,1,,,1,,1,1,,,,,,,,,,,148
7106,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,1,,,1,,1,,1,1,1,,1,1,,1,,,1,1,1,2,3,,1,,3,,1,1,2,1,3,1,1,,1,,,1,,,1,,,,,,,,,,,,,39
7107,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,,,1,,,,,,,,,,,,,,1,,,1,1,1,,2,1,3,,1,,2,4,,3,1,1,2,2,1,,,,1,2,,1,,1,1,,,,,,,,,,,,,,,40
7108,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,1,,,,,,,,,1,,,1,1,,1,1,1,1,,1,,1,2,1,3,,,2,2,,3,2,1,2,,3,1,,7,1,1,3,3,2,1,5,2,4,1,2,3,4,3,2,1,,,,,,,,,,,,,,,,,,,82
7109,2,,1,,,,,,,,,,,,1,,,,,,,,,,1,3,,,1,1,1,,1,,2,1,,,,,,,2,,3,1,1,1,,3,1,,,3,3,5,,3,4,3,4,5,3,5,6,4,7,2,2,4,4,4,7,4,3,3,7,4,7,5,7,4,8,4,4,7,9,7,3,3,4,2,2,2,6,3,1,1,1,,,,,,,,,,,,,,216
7110,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,2,,1,,1,1,,1,3,1,2,1,1,1,1,3,1,4,5,2,1,1,,3,2,1,1,1,1,2,1,,1,,,,,,,,,,,,,,,54
7201,,,,1,,,,,,,,,,,1,,,,1,,1,1,,,1,,,,,,1,1,2,,,1,,3,2,,1,4,,1,,1,2,1,,2,4,1,4,3,2,4,2,5,5,4,5,6,8,6,2,3,7,5,5,6,7,6,5,10,8,11,9,6,7,15,4,2,13,3,13,9,15,14,13,10,12,8,8,6,3,10,8,3,3,1,,2,,1,,,,,,,,,360
7202,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,1,,,,,,,1,,1,1,,1,,,,,4,2,1,3,1,,2,2,,2,3,2,,3,1,1,1,3,1,2,2,4,1,2,1,2,2,,1,,3,1,1,,,1,,,,,,,,,,,,67
7203,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,1,,,,,,1,,,1,,,,,,,,,3,,1,1,,1,,,1,1,,,2,,,2,,2,2,1,,,2,1,,1,,1,1,1,1,1,,1,1,2,,3,3,3,3,1,,,,,1,,,,,,,,,,,,51
7301,20,1,,,,,,,,,,,1,2,1,2,,1,2,3,1,,,3,,1,1,2,1,3,1,4,,4,5,3,4,4,2,2,1,3,1,4,2,1,,4,6,3,9,3,8,6,8,11,12,9,10,10,15,19,18,16,15,15,17,15,20,10,22,26,18,14,21,20,20,23,21,29,18,17,26,23,21,20,24,20,16,13,18,13,11,13,8,6,6,7,,,1,3,,,,1,,,,,,,844
7302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,1,,,,1,,,,,3,2,1,1,1,1,1,,,1,4,,1,1,2,2,,1,1,1,2,2,2,2,,3,2,1,2,1,3,,1,2,2,1,1,,,1,,1,,1,1,,,,,,,,,,,60
7303,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,1,,2,,,1,,1,1,1,2,1,,2,,1,,1,,1,1,2,2,,1,1,1,,2,,3,3,,2,1,1,1,,1,1,,,,,,,,,,,,,,,42
7304,6,,,,1,,,,,,,,1,,,,,1,,,1,,,,1,,,,1,3,,,2,,,,1,,,2,,4,,4,,,,1,3,4,2,1,5,6,4,3,3,9,3,3,4,5,7,7,7,4,5,8,10,8,8,10,12,9,8,9,10,6,16,6,16,8,8,11,13,17,11,14,7,4,6,5,5,3,5,2,1,2,,,1,,1,,,,,,,,,,374
7305,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,1,1,,1,1,1,3,,,2,2,,5,,5,1,1,,2,1,2,4,,1,4,2,,2,2,3,1,,,2,2,,4,2,,2,4,1,2,2,,1,,1,,1,,,,,,,,,,,,,,78
7306,2,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,,,,,,,,,,,,,,,,1,1,,1,,2,,,1,3,1,1,1,,,2,2,,2,,1,1,1,1,,4,2,1,,,1,2,1,3,6,1,2,3,5,3,3,2,6,5,2,5,,2,6,1,,1,,,1,,1,1,,,,,,,,,,,,,98
7307,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,1,1,,,1,,,,1,,1,2,1,,,2,,1,,,,1,,1,1,1,2,1,4,,3,,3,5,,2,3,4,1,3,1,,2,3,4,3,7,2,1,6,5,3,3,5,6,5,3,5,3,1,4,1,3,,1,,1,,,,,,,,,,,,,,,127
7308,1,3,,,,,,,,,,,,,,,,,,1,1,1,,1,,,1,1,1,,1,2,,1,,2,,,1,1,3,,,1,1,2,,1,2,,1,2,3,1,2,3,1,2,,,1,,2,2,1,2,2,2,2,2,4,6,3,,7,8,5,7,7,3,,3,4,3,5,5,3,10,7,3,1,2,6,2,,1,,,1,,1,,,,,,,,,,,,167
7309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,1,,,,,,,3,1,,,2,1,,,,,,2,1,,,1,,,,2,2,2,1,,2,1,,1,2,,1,1,,,,,,1,,,,,,,,,,,31
7401,11,,,,1,,,,,,,,,1,,1,,2,2,1,2,1,2,1,,1,1,2,,1,1,1,4,1,1,,3,,,3,1,1,2,1,5,2,4,1,5,1,5,7,2,5,3,5,3,14,8,8,9,10,8,6,16,5,7,12,17,16,20,15,17,10,15,22,21,7,17,15,20,12,18,14,20,18,19,19,13,5,14,19,10,6,5,8,3,5,2,2,2,1,,1,,,1,,,,,,629
7402,1,1,,,,,,1,,1,,,,,,1,,,,,,,,,1,,,,1,1,,1,1,,,,,,,,,,,,,1,,,,,,,3,3,1,2,1,1,2,1,1,1,3,,4,,1,3,3,4,3,6,1,4,2,4,1,6,2,2,7,2,5,4,3,1,4,2,8,6,2,1,3,2,2,1,,2,,,,1,,,,,,,,,,,132
7403,4,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,1,,,,,,2,1,,1,1,,1,,1,,,2,,,,1,1,1,1,2,5,,2,3,1,4,2,2,3,4,3,2,3,2,5,2,6,2,7,5,2,3,3,1,3,3,6,2,7,2,5,10,4,7,5,3,2,3,5,1,,1,1,2,,1,,,,,,,,,,,,,168
7404,1,,,,,,,,,,,,,,,,1,1,2,,1,,,,1,1,2,,1,,2,1,1,1,1,1,1,1,,,2,1,1,1,1,2,2,2,1,3,1,2,4,1,,3,,4,2,4,4,7,6,,4,4,7,4,3,5,4,7,6,5,6,5,7,3,6,7,10,5,8,6,7,6,8,11,6,7,3,6,3,3,4,5,1,1,1,4,,1,,,,,,,,,,,263
7405,1,,,,,,,,,,1,,,,,,1,,,,,,,1,,1,2,,,,,,,,,,1,,1,,1,,,2,1,2,,2,2,2,1,3,,,2,,2,,,2,1,3,1,3,3,2,2,2,4,5,1,2,4,1,3,5,3,3,5,2,5,6,2,6,4,3,8,5,1,2,,1,5,1,1,4,1,1,,1,,,,,,,,,,,,,143
7406,6,,1,,,,1,,,,,,,,,,,,3,1,,1,1,1,1,1,1,1,,,,1,,1,,,,,3,2,,1,3,,1,3,3,,2,3,,,1,5,4,2,6,2,3,2,3,3,6,5,5,4,6,5,6,6,6,12,7,11,6,4,9,9,8,7,6,8,10,9,9,10,7,13,7,7,5,1,6,6,7,3,,1,2,,1,1,,,,,,,,,,,314
7407,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,1,1,1,,,,,,,,,,,,1,1,1,1,,,,,2,,,,,1,1,4,1,1,1,1,4,,2,3,2,1,2,1,,3,5,2,2,6,4,1,3,,1,4,3,3,4,7,3,5,3,4,1,3,1,1,2,,1,2,,1,,1,,,,,,,,,,,114
7408,1,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,1,1,,,,,,,,,,,1,2,,,,,1,1,2,,2,1,1,2,2,1,2,,2,1,4,,3,2,1,8,1,1,2,8,4,5,2,2,3,5,4,5,3,2,1,1,4,2,2,2,4,1,,2,,3,,1,,1,,,,,,,,,,,,,116
8101,22,1,2,2,,,,,2,1,,,1,,,1,3,,2,1,2,2,1,4,5,1,4,4,4,1,4,5,4,3,4,3,4,4,1,9,7,1,4,4,5,7,6,6,5,5,11,8,14,6,16,22,19,17,20,14,17,17,22,28,20,26,31,28,34,22,26,32,30,36,37,33,33,30,34,41,41,39,40,45,43,50,47,41,40,38,34,18,16,22,21,8,10,10,9,11,2,2,,1,1,1,,,,,,,1471
8102,9,,1,,,,,,,,,,,1,2,,,2,1,1,,,,1,1,4,,4,1,2,,,,1,1,,4,1,,1,1,2,3,6,1,,2,3,5,5,4,8,4,9,10,11,12,5,11,8,14,8,9,6,12,10,11,17,15,16,9,17,18,14,8,14,14,12,19,14,19,16,14,17,23,24,24,22,11,13,13,7,6,4,4,2,2,3,,1,1,,1,,1,,,,,,,,633
8103,10,,,,,,,,,,,1,1,,,4,,,,2,1,,,,,,1,2,4,,,1,1,1,1,1,3,2,,2,1,1,2,3,6,3,3,4,6,4,4,3,2,5,4,6,4,7,2,6,4,6,6,13,6,8,15,7,11,8,11,9,11,14,8,8,12,8,16,6,16,12,8,10,14,5,15,10,17,12,11,7,7,7,6,4,7,1,2,2,1,2,,,,,,,,,,,477
8104,2,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,1,,,,,,2,1,1,2,,2,,2,1,,,,,2,,1,,2,1,3,4,2,,4,1,3,3,1,1,4,1,2,4,,1,,1,1,3,3,1,3,1,1,3,3,,,1,,,1,,,,,,,,,,,,80
8105,3,,,,,,,,,,,1,,,,,,,,1,,,,1,1,,1,1,,,,1,,,1,,,,1,,,,,,,,,,3,2,1,1,,2,,5,1,3,,1,2,1,3,,4,2,,4,1,2,4,1,3,2,3,4,4,5,8,6,3,3,4,3,2,5,2,1,2,3,1,1,2,2,1,2,2,,,1,,,,,,,,,,,,,130
8106,3,1,,,,,,,,,,,,,,,,,,,,2,1,1,1,,1,1,1,1,,2,1,,,1,,,1,1,2,1,,,2,3,3,2,2,3,3,1,6,6,4,3,3,9,4,3,9,7,7,2,10,8,2,5,7,4,8,9,6,6,8,7,7,11,5,6,7,7,9,11,11,12,10,7,5,3,9,3,5,2,3,2,,,1,,,,,,,,,1,,,,,321
8107,5,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,1,2,,,1,1,3,1,,2,,,2,,,2,2,,,2,6,3,4,5,7,1,4,3,3,2,9,2,5,5,6,5,7,6,7,6,9,9,7,3,7,9,5,5,4,6,6,9,6,7,9,8,10,5,8,10,1,12,6,4,2,2,,2,2,1,,,,,,,,,,,,,297
8108,11,,,1,1,,,,,,1,,1,,2,3,1,2,,1,4,,1,,2,,,1,,3,,3,,,4,,2,1,2,4,2,4,2,4,3,2,2,4,7,10,2,2,8,7,6,5,7,4,7,4,7,4,9,6,7,8,13,12,12,3,12,7,7,12,10,9,20,13,12,16,14,9,13,6,17,15,14,14,10,11,12,5,11,6,9,9,5,6,2,,,1,,1,,,,,,,,,532
8109,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,1,,,,3,,,2,,1,,1,1,1,3,2,1,3,,,,1,3,5,4,,4,5,1,2,2,4,2,3,,3,1,1,8,3,3,1,4,3,1,1,2,3,2,,1,,2,,,1,,,,,,,,,,,101
8110,14,2,1,,1,,,1,,,,,1,,,1,2,1,,1,1,,2,1,1,3,1,1,1,7,3,,,1,1,4,3,3,2,2,3,2,3,4,4,4,3,6,6,5,7,9,12,6,10,11,9,12,19,14,13,12,18,21,19,18,20,27,17,19,13,18,30,18,24,27,29,25,25,26,23,30,27,26,28,33,41,19,22,34,24,12,17,13,9,5,8,5,4,,2,2,,1,,,,1,,,,,1016
8111,4,,1,,,,,,,,,,1,,,1,,1,1,,,1,1,,,1,,,1,2,,1,,,,,,2,1,1,,2,1,,,2,1,6,,1,1,3,3,6,2,2,3,6,6,6,6,4,8,4,7,8,6,6,5,7,11,10,8,13,8,5,8,13,11,12,9,11,7,12,7,18,16,12,14,8,9,14,2,7,6,4,2,3,4,1,2,1,,,,,,,,,,,400
8112,9,,,,,,,,,,,,,,,,,2,,,,1,,,1,2,,1,1,,1,1,,2,1,3,1,1,1,2,1,3,2,4,3,1,7,7,2,3,7,5,7,5,5,5,7,7,10,6,13,6,11,4,5,5,7,10,13,5,10,10,13,18,9,10,17,10,17,15,12,19,12,17,16,20,14,12,7,11,9,6,6,9,6,4,4,2,,1,1,,2,,1,,,,,,,,526
8201,5,,,,,,,,1,,,,,,,,,,,,4,1,1,1,,,,2,,,1,1,,1,,,,2,2,,,1,,,1,,1,1,,1,,3,2,2,2,,1,,3,2,4,1,5,2,3,3,5,1,2,1,4,6,3,2,3,3,5,3,8,7,13,6,5,5,6,4,6,3,7,3,8,4,4,4,,,2,1,,,,,,,,,,,,,,,194
8202,4,,,1,,1,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,1,,,2,,1,,,,,,,,,3,1,1,2,,3,1,5,3,3,1,4,5,1,1,,3,5,4,5,1,4,2,4,2,2,3,8,4,8,5,6,8,3,4,6,6,7,10,7,4,3,7,3,3,4,4,2,2,3,2,1,2,,1,1,,1,,,,,,,,,207
8203,4,,,,,,,,,1,,,,,,,1,,,2,1,1,,1,,,1,1,1,1,,,1,1,,1,,,1,,2,3,1,3,3,4,,5,2,2,3,3,,2,3,1,2,5,7,2,1,2,5,4,7,1,,6,2,4,5,4,4,9,4,8,1,6,3,6,5,3,4,7,9,3,7,3,6,7,2,8,1,5,1,1,,2,,1,,,,1,,,,,,,,,230
8204,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,1,1,,,,,,,,1,2,1,1,,,,1,1,1,1,,,3,1,1,,1,1,1,1,2,1,,3,3,,2,,,2,1,1,,1,,,,,,,,,,,,,,,,,40
8205,2,,,,,,,,,,,,1,,,1,1,,,,,,,1,1,,1,,1,,,,,,,,,,1,1,1,,1,1,3,1,1,2,1,,1,2,2,1,4,3,3,5,3,6,1,3,8,6,2,6,4,5,2,3,4,8,4,3,2,5,,4,5,3,4,7,4,5,6,4,3,3,5,3,5,2,5,3,2,,3,2,1,1,1,,,,,,,,,,,,199
8206,1,1,,,,,,,,,,,,,,,1,,,1,,,1,1,,1,,,,,,2,,,,,1,,,,,,,,,1,1,,1,1,1,,4,2,,2,1,2,4,1,1,4,7,3,3,3,1,1,2,4,3,2,6,3,1,7,4,3,5,3,3,3,3,2,8,8,2,1,,2,2,,1,2,,,1,,,,,,,,,,,,,,,,135
8207,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,2,,,,,1,,,,,1,,,2,1,3,1,,3,1,2,,,,,1,,,1,,1,1,1,,1,2,,1,2,2,1,,1,,,2,1,1,1,2,1,3,,1,,2,,,2,,5,,2,1,,,,1,1,,,,1,,1,,,,,,,,,64
8301,21,2,,,,,2,1,,,,2,,2,1,,,,3,3,2,,4,2,1,3,,1,,3,2,4,2,1,,,6,2,2,7,6,4,7,8,2,9,9,7,9,9,7,12,7,16,12,14,11,19,16,13,10,18,12,19,15,19,18,13,21,26,22,19,19,31,23,27,25,28,22,39,24,25,33,29,34,30,27,31,27,18,26,10,14,17,14,6,14,4,3,5,,3,1,,1,1,1,,,,,,1100
8302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,1,1,1,,,,,,,,1,,1,,,,,,3,,1,,,,3,1,1,2,2,,1,,,2,,,1,1,3,1,,1,,2,,,,,,,,,,,,,,,,,,,,,33
8303,6,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,1,,,,,,,,,1,1,,1,2,,,,2,1,2,1,1,4,2,,2,,4,1,2,1,3,1,1,6,4,5,3,3,5,5,2,2,3,5,4,3,5,5,1,,6,5,7,7,4,4,3,5,3,2,5,10,2,2,1,1,2,,,1,,,,,,,,,,,,,174
8304,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,2,,,,,,,1,,,,1,1,,,2,,2,,,,1,2,1,,1,2,2,2,2,1,3,3,2,4,1,,2,4,2,4,4,3,5,5,4,8,8,4,5,5,3,4,5,1,8,4,7,4,2,2,5,4,5,1,,2,3,,2,1,,,,,,,,,,,,,,,165
8305,4,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,1,,1,,1,1,,1,,,3,,2,1,,,,2,,,,1,,3,,1,,4,1,3,2,1,1,3,3,3,3,2,1,4,3,4,4,4,3,7,3,1,2,3,4,4,4,9,5,9,6,5,6,4,4,7,7,7,1,1,2,7,1,2,1,2,,,,1,,,,,,,,,,189
8306,2,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,1,,,1,3,,2,1,,1,3,,2,1,2,1,1,,,,1,1,3,2,1,3,2,2,1,3,5,6,2,,3,2,4,11,2,7,6,4,2,2,3,5,3,4,6,5,2,4,1,2,1,1,2,,,,3,1,2,,,1,,,,,,,,,147
8307,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,1,1,,,,,,,1,,,1,,,,,1,,1,1,1,,,,1,1,,,1,2,,,2,4,,,3,1,3,2,4,,1,4,2,4,1,1,3,1,,3,,,1,,1,,,,,,,,,,,,,,,,60
8308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,1,,1,1,,,1,,1,2,1,,,1,,,,,1,1,,,2,2,,,4,,1,1,1,2,1,1,2,,,,1,,,,,,,,,,,,,,,32
8309,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,1,,1,,,1,,1,,,1,2,1,1,2,1,1,1,1,2,2,,1,2,2,2,2,5,3,2,1,5,3,2,2,2,1,4,3,2,4,2,4,,4,3,2,,,,,1,,,,,,,,,,,,,,87
8310,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,1,2,,1,1,,1,,1,1,,,1,,1,,,1,2,,,,,,,,,1,2,2,,,,,,,,,,,,,,,,,24
8311,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,1,,1,,3,1,2,,,2,1,1,1,,2,,,1,,,2,3,1,3,1,3,2,2,2,4,1,2,2,3,4,4,1,2,1,,2,4,5,5,3,7,3,4,,,2,1,3,1,,2,,2,,,1,,1,,,,,,,,109
8312,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,1,,,,,1,,,,,1,2,1,,,1,1,,,1,,1,4,,,,2,1,2,3,5,2,2,4,5,3,3,3,3,,5,7,7,3,4,4,4,4,2,5,5,2,3,4,2,1,,,,,,,1,,,,,,,,,,120
8313,2,,,,,,,,,,,,,,,2,,,,,1,,,,,,1,,1,,,,,,,,,,,,,1,,,3,,2,1,,2,4,2,4,2,2,1,7,3,1,2,2,2,2,1,3,4,1,2,4,5,1,7,5,7,6,1,3,1,6,5,4,6,6,2,6,3,4,6,4,3,5,3,1,3,1,,2,1,,2,1,,,,,,,,,,,,175
8314,1,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,1,,,1,1,,,1,,,,,,2,1,1,,,1,1,,,,1,,,2,,1,,,,,1,2,,,,1,,,,1,1,,3,1,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,33
8401,21,2,,,1,1,,,,1,,1,,,,,,2,1,2,3,1,2,1,2,1,6,1,1,,3,1,4,1,,2,5,1,4,3,6,4,10,6,9,5,5,9,16,13,7,12,21,11,12,15,12,13,15,15,15,20,14,29,17,26,18,24,29,26,27,24,22,31,22,38,33,24,31,31,29,32,34,30,33,42,26,43,33,24,30,14,25,13,16,12,16,15,5,3,4,2,1,3,,1,,,,,,,1277
8402,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,2,,,,1,,,1,2,,3,2,,,3,2,,3,2,2,1,1,3,4,2,4,3,5,3,5,2,3,2,3,2,6,5,4,2,4,3,2,3,5,2,3,6,6,5,3,5,7,5,3,1,2,,1,5,,,1,1,,,,1,,,,,,,162
8403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,1,1,1,1,1,,2,,1,1,,,,2,1,,2,,1,3,,,,1,2,1,3,,,2,1,1,3,3,,,2,2,1,1,,1,,,,,1,,,,,,,,,,46
8404,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,1,,1,,2,2,1,1,1,,,1,1,,2,1,2,1,3,,2,3,1,3,,4,2,,,5,2,5,1,5,6,3,2,4,2,4,8,4,1,5,3,5,3,1,1,1,3,2,2,1,,,,,,,,,,,,,,,118
8405,2,,,,,,,,,,,,,,,,,2,,,,,,,,1,,1,,,,,,,1,,2,1,,,,,,1,2,1,2,1,,3,4,1,2,1,2,2,2,,2,5,1,3,6,3,2,4,3,5,4,2,4,4,3,4,3,,2,3,3,2,2,5,8,5,10,6,,6,,2,4,3,2,2,1,2,1,,1,,,,,,,,,,,,,,162
8406,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,1,1,,,1,,,1,1,2,3,2,1,,,1,1,1,1,1,1,1,1,,1,2,2,1,4,1,1,6,3,2,2,4,2,4,5,4,5,1,2,3,6,4,3,2,2,5,3,2,3,5,1,5,1,3,2,,2,2,,,1,,1,,,,,,,,,,,,134
8407,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,1,1,,,,,,1,1,,,2,,,3,1,,,1,1,,2,2,1,2,2,2,1,2,2,5,1,4,2,2,5,2,3,2,5,1,6,2,8,1,2,3,1,3,2,1,4,2,1,1,,3,1,,,,,,,,,,,,,,,104
8408,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,1,,1,,,,1,2,1,,2,2,2,,,1,,2,,1,,,,,1,,1,,,,1,,,2,1,1,1,3,,1,,1,,1,,,,,,1,,,,,,,,,,,,,35
8409,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,2,1,1,1,1,1,,1,,,6,1,1,1,,,2,2,4,3,,3,3,1,1,2,4,2,,4,2,2,1,4,1,5,3,6,1,2,,1,,,,1,,,,,,,,,,,,,,,81
8410,,1,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,1,,1,3,,2,,3,,3,1,2,1,1,3,2,,2,,,,4,,2,3,2,,2,,3,1,,1,3,1,,1,,,,,,,,,,,,,,,,,,,,56
8411,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,1,,1,,,,2,3,2,2,,,1,,2,2,,1,,1,1,1,2,1,2,2,5,,2,1,4,7,4,1,4,,4,,1,,,3,,1,1,,2,,,,,1,,1,,,,,,,,,77
8412,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,,,,,1,,2,,,,1,1,,1,,,2,,2,1,2,1,,1,2,,,1,1,1,2,,,2,1,2,4,,3,2,,1,,,,,1,,,,,,,,,,,,,,,43
8413,1,,,,,,,,,,,,,,1,1,,,,,1,,,1,,,,,,,,1,,,,1,,1,1,,,,,1,3,,1,2,,1,1,1,1,3,,,1,4,2,1,2,7,2,2,1,1,5,6,1,1,1,1,3,3,,3,2,6,4,2,4,3,2,9,6,,3,,6,3,2,4,,,,2,,,1,,2,,,,,,,,,,,,131
8414,2,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,2,2,,1,1,2,2,1,3,2,2,,1,2,2,2,2,1,2,,1,1,1,4,3,5,5,5,3,3,,2,,3,2,1,1,2,,1,4,1,5,2,1,3,2,,1,1,1,,,1,,,,,,,,,,,102
8415,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,1,,,,,1,1,1,,1,1,,,1,,2,2,1,1,2,1,,1,,,2,2,,1,1,,3,,2,1,2,3,2,1,1,,4,1,1,1,1,1,1,1,,,2,,,,1,,,1,,,,,,,,,,,56
8416,6,1,1,1,,,,,1,,,,,,,2,,1,,,1,,1,,1,,1,1,,,,,,1,,1,3,,1,1,,1,1,4,1,4,1,6,1,7,3,2,8,3,2,6,4,7,5,4,3,11,2,8,6,4,8,7,9,12,5,13,11,7,12,8,9,10,8,17,14,9,10,16,11,13,9,20,11,8,10,6,4,5,3,5,5,2,1,1,,,3,1,,,,,,,,,432
