Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.109,muertes.110,muertes.Total 
5706,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,1,1,1,1,,,1,,,,1,,3,,,1,1,1,,,1,,1,,1,1,3,2,1,,1,1,1,2,,,2,,1,,1,4,3,2,1,2,,3,1,,1,,2,1,,1,,,,,,,,,,,1,,,,,58
6101,39,6,1,,,,2,,,2,2,2,1,,2,3,1,4,3,3,2,5,5,4,2,2,3,8,3,2,7,3,3,5,7,6,6,5,8,8,9,9,12,8,7,13,16,12,9,10,17,9,12,16,15,16,16,28,18,14,14,14,12,22,27,17,26,18,30,25,18,26,35,27,39,40,26,22,19,30,23,27,20,29,28,19,12,20,20,19,26,12,19,12,14,6,7,6,2,2,1,,,,,,,,,,1242
6102,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,1,1,,,,,1,1,1,3,1,1,,,,1,1,1,2,1,,1,2,,2,1,4,,3,2,3,,3,,1,2,2,,,,3,1,3,2,1,1,,,,,,,,,,,,,,,,,,,60
6103,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,1,,,,,,,,,,1,,,2,,,1,,,,,,,,,1,1,,,1,,1,,,3,,1,1,1,2,3,2,2,2,1,2,,1,1,1,2,,,2,2,,2,,1,,1,,,,,1,,,,,,,,,,,47
6104,2,,,,1,,,,,,,,,,,,,,1,,,,1,,1,,,,1,,1,,1,1,,,1,1,1,,,1,,,1,2,1,1,1,,1,1,,,1,1,,,1,1,2,1,3,6,,4,6,3,5,2,4,3,2,3,5,4,10,3,3,4,2,3,2,1,2,5,1,3,4,2,1,6,1,2,1,1,,,,,,1,,,,,,,,,137
6105,2,,,,,,,1,,,,,,,,,,1,,1,,,,1,1,,,,,1,1,,,,1,,,1,,1,,,2,,,1,,1,,3,2,,,1,1,3,2,,1,,1,2,1,,2,1,1,2,3,1,3,1,5,1,,4,2,2,3,2,1,1,2,2,,3,1,3,3,2,1,1,2,2,1,,,,,,,,,,,,,,,,91
6106,5,,,1,,1,,,,,,,,,,,,,,,1,3,1,1,,,,,1,,,,2,,,,1,,,3,,1,1,1,,2,,,,2,1,,3,1,3,1,1,1,2,,1,2,1,2,1,1,3,2,4,4,1,3,3,1,2,4,4,6,3,2,8,3,3,1,,3,1,3,1,3,4,3,1,2,,1,,,1,,1,,,,,,,,,,129
6107,1,2,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,1,,1,,2,,1,1,1,,,1,1,,1,2,,3,1,2,2,,3,2,3,4,2,2,2,2,4,1,1,1,2,5,1,2,3,1,3,1,3,1,3,3,3,2,5,1,5,2,5,1,,,,,,1,,,,,,,,,,109
6108,7,,,,,,1,,,,,,,,,,,,1,,,,2,,1,,1,,1,1,,1,,,2,,,,,1,,,,2,2,1,,2,2,,2,3,2,2,2,2,1,3,2,2,2,1,1,2,,5,3,2,,6,5,2,4,5,5,4,2,3,2,1,4,4,2,10,3,4,5,3,1,4,3,2,1,1,,1,1,,,,,,,,,,,,,,153
6109,2,,,,,,1,1,,,,,,,,,,,,,1,,1,,1,,,,,1,,1,1,,,2,,,,,1,,,,,,1,1,1,,1,1,1,2,2,1,,1,,1,1,,,2,,,,3,1,2,3,,1,3,2,3,5,2,,,1,1,2,1,2,2,3,3,2,,2,5,3,2,1,,,,,,,,,,,,,,,,84
6110,2,,1,,,,,,,,,,,,,,1,,,,,,1,1,,,,,1,1,,,,,,1,1,1,,,1,,,1,1,2,,,,2,1,1,1,,2,2,2,1,1,1,3,2,2,4,4,4,2,4,,,2,2,1,4,4,3,2,6,2,1,2,4,3,3,1,1,2,4,,1,3,2,1,,2,,1,1,,1,,,,,,,,,,,114
6111,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,2,,,,,,2,3,1,1,1,1,,1,,1,3,2,,1,,4,1,1,2,3,2,2,3,3,1,1,1,2,1,1,,,,,,1,1,1,,,,,,,,,,,,,,,,,,57
6112,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,2,,2,,,,,,,2,,,,2,1,2,2,1,,,1,,1,,1,,1,1,3,2,,2,1,,2,2,5,1,,3,,3,1,,1,2,2,2,4,2,1,2,2,1,,2,,,1,1,,2,1,,,,,,,,,,,,,74
6113,4,,1,,,,,,,,,,,,,,,,,,1,1,,1,1,1,,,,,1,,,,1,,,1,,,,,,,1,,,,1,2,1,4,,2,2,1,4,2,,3,2,1,1,1,3,3,3,2,1,1,3,,3,2,2,4,2,3,3,5,4,6,5,1,3,4,8,3,1,1,2,1,2,1,,2,1,,,,,,,,,,,,,,126
6114,,1,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,,,,,,1,1,1,2,,2,,2,,1,2,1,2,,,1,,,1,3,3,1,2,2,1,3,2,1,4,1,1,1,,6,1,,1,,,2,,2,,,,,,,,,,,,,,63
6115,6,1,,,,,1,,,,,,1,,,,,,,,1,1,2,2,,,1,,1,,2,1,,,,2,,,2,1,3,1,1,4,1,4,3,3,2,2,1,4,3,3,6,4,3,,6,2,4,3,3,1,2,4,10,5,7,3,9,6,6,7,9,5,7,5,7,10,11,8,7,8,4,5,3,2,6,9,6,6,7,7,1,2,1,1,,,,,,,,,,,,,288
6116,3,1,,,1,,,,,,,,,1,,,1,1,1,1,,,,2,,1,,,,1,1,1,1,,,1,2,1,,2,,1,3,,1,1,1,2,2,,1,,1,1,1,2,3,1,,1,1,1,1,2,1,3,4,2,1,1,2,2,4,2,4,5,6,3,3,1,2,3,2,3,,3,3,,1,,2,3,3,,1,2,,,1,,,,,,,,,,,,123
6117,7,1,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,1,2,1,,,2,2,2,1,2,2,1,3,3,,,,2,2,3,,2,3,,1,2,3,1,5,1,2,4,4,1,2,9,4,5,8,3,7,9,9,7,7,2,3,4,10,12,7,8,6,9,7,5,5,2,9,4,2,1,2,3,1,1,,1,1,,,,,,,,,,,,245
6201,2,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,1,,,,,,,1,,2,,1,1,1,1,,2,1,2,2,1,,,,,1,,,2,1,,,5,3,2,,1,1,1,2,1,,4,3,3,3,1,1,3,,2,2,2,3,3,2,1,3,1,,1,4,3,2,1,,,,,,,,,,,,,1,,,,90
6202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,1,,,,,1,,,1,,1,,,1,1,,,1,2,1,,2,1,1,,,,,3,1,1,2,,,,,,,,,,,,,,,,,,24
6203,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,2,,,,,,1,,1,,,,1,1,2,,1,2,1,1,,2,1,2,1,1,,1,1,1,,1,,,,2,,1,,,,,,,,,,,,,,,,31
6204,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,1,,,1,1,2,,1,1,2,,4,3,2,,4,1,4,,,,,2,1,2,,,,,,,,,,,,,,,,,,,40
6205,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,1,2,,,,,,1,,,,2,,1,,,1,1,1,1,1,,3,1,2,,1,1,2,2,1,2,1,1,3,,3,1,2,2,,4,,1,1,,1,1,,,,,,,,,,,,,,,,,,54
6206,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,4,1,1,1,,,,,1,1,,,1,1,,2,1,,,,3,1,1,,,,2,,1,1,1,1,,2,,3,1,,2,,,1,,,1,,,,,,,,,,,,39
6301,18,,,1,,1,,,,1,,,,1,,,,2,,,1,2,,,,,1,,,,3,2,,1,,,2,1,,,,3,2,2,,3,3,1,4,3,1,2,5,4,5,2,,5,5,8,7,6,3,5,3,3,3,10,7,7,5,8,15,14,11,14,5,14,15,8,12,16,8,10,10,12,6,12,6,5,6,5,4,5,3,,1,,,,1,1,,,1,,,,,,382
6302,1,1,,,,,,,,,,,,,,1,,,,1,,1,,1,,,,1,,,1,,,,1,,,2,1,2,1,2,,1,,1,1,1,,,,,2,1,2,,1,1,4,,4,1,2,2,,2,1,1,1,1,,1,1,3,2,3,3,1,3,2,3,,4,6,3,2,3,4,5,3,2,,1,2,,4,,,,,,,,,,,,,,,108
6303,3,,,,,1,,,,1,,,,,1,,,,1,,,1,1,,2,,1,1,,1,1,,1,1,,,,,,,1,,1,1,,,3,5,2,2,,1,,1,3,3,1,5,2,2,3,2,1,4,6,3,,2,2,5,9,4,5,7,2,8,7,8,2,3,3,5,2,6,6,4,3,2,6,4,4,2,3,1,2,1,,,,1,,1,,,,,,,,,189
6304,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,1,,1,1,,1,,1,,,,1,1,1,,,,,1,,,,,1,,,1,,1,,,2,,,,1,,2,,1,3,,1,1,,1,,9,2,,1,2,,2,,2,,,,,,,,,,,,,,,,,,47
6305,3,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,1,1,,,1,1,1,,1,1,1,,,,,1,,2,1,1,,,1,1,1,1,,,4,2,3,5,3,1,2,1,1,4,3,2,1,,1,,2,4,3,5,2,1,,1,1,,3,1,1,1,,1,1,,,,,,,,,,,,,,84
6306,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,1,,,1,,1,,,1,2,3,,3,,,1,2,2,,1,,2,5,,3,1,1,1,2,2,,1,,,,,,,,1,,,,,,,,,,,44
6307,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,1,1,,,,,2,,,,,1,,,2,3,,1,,1,3,,2,2,,1,2,,2,1,2,3,2,1,2,2,1,1,,5,1,3,2,,1,,2,,1,,,,,,,,,,,,,,,59
6308,,1,,,,,,,,,,,,1,,,2,2,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,1,,1,,1,,,,,1,1,,1,1,,1,1,1,,1,2,,1,1,2,,3,5,1,1,2,2,,2,1,2,3,,,,,1,,,,,,,1,,,,,,,,,,,,,,51
6309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,1,,,,,1,1,,,2,,1,1,,,,1,1,3,,,2,,,,2,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,22
6310,3,1,,1,,1,1,,,,,,,,,,1,,1,2,1,,1,1,1,1,,,2,,,,,1,1,,,,2,2,2,2,,,1,2,2,,1,2,1,,1,,4,1,2,4,1,2,3,1,4,,3,4,1,4,3,4,5,2,3,7,7,6,6,6,5,4,3,3,8,4,6,7,9,6,5,4,5,1,4,2,1,1,,1,1,,,,,,,,,,,,201
7101,22,3,2,1,,1,,,2,,,,1,,1,2,2,3,4,2,1,3,6,4,4,3,4,1,2,7,4,4,6,2,2,2,5,1,6,5,3,6,9,3,4,10,8,5,11,13,10,13,15,13,12,21,6,7,10,13,12,21,10,12,16,15,17,22,27,19,31,19,31,29,28,27,27,26,25,33,26,19,33,34,32,26,16,27,31,26,16,12,10,9,8,10,7,3,2,3,1,,,,,,1,,,,1109
7102,8,1,1,,,1,,,,,,,,,,1,,,,1,,,,1,1,,4,,,1,1,2,,1,,2,,1,1,1,,,2,2,1,1,2,4,,,4,2,1,1,1,5,2,4,1,1,4,4,2,1,5,,5,5,3,5,5,3,6,9,6,7,9,6,6,7,7,4,7,4,5,10,2,4,4,2,2,1,1,3,1,,2,,1,1,,,,,,,,,,,222
7103,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,1,,1,3,1,2,2,1,1,,1,,1,3,1,,1,2,1,,,1,2,3,4,4,3,2,1,2,,1,1,,8,4,1,3,2,1,,2,,,1,1,,2,1,,,,,,,,,,,,,77
7104,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,1,,1,,1,,,,,,,,1,,,1,1,1,,,,,1,,1,,,2,1,2,,,,,,,,,,,,,,,,1,,,,,,,,,21
7105,3,1,,1,1,,,,,1,,,,,,,1,,,,,,,,1,,,1,,,,,,1,,,,1,,,,,,,2,1,,,1,2,,,2,1,2,1,,,1,,2,3,2,,,4,,2,1,1,1,1,3,2,2,2,3,1,2,2,1,2,2,,2,2,2,,1,,,1,2,1,,1,,,,,,,,,,,,,,,76
7106,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,1,1,,,,,,,,1,,1,,,1,,,2,2,1,,1,,1,,,,,1,1,1,3,2,1,2,2,2,3,1,3,2,2,1,1,2,,1,,1,1,1,1,,,,1,,,,,,,,,,,,,,,,52
7107,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,2,,1,1,,,1,,,,,,2,,,1,,1,,1,1,,1,,2,1,1,1,2,,2,2,1,1,1,,2,2,,1,,,1,1,2,,,,,,,,,,,,,,,,,39
7108,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,2,,1,,1,1,,,,1,,,,1,,1,,1,1,,2,3,1,,5,,2,,,3,,1,4,,5,1,1,3,1,,1,,1,1,2,1,1,2,1,,2,,1,,,1,,,,,,,,,,,,,,58
7109,7,,,,,,,,1,,,,,,,2,,,,1,,,,,,,,,,1,2,2,,,2,1,1,2,,1,,,,1,1,1,1,,,3,1,,2,3,,3,1,4,2,2,4,2,1,1,6,4,5,1,7,3,6,4,4,10,5,11,3,8,3,7,6,8,10,8,2,9,7,4,2,3,4,4,1,,1,2,,,,,,,,,,,,,,,214
7110,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,2,,,,,,2,,1,,,,,1,1,,,1,,,1,,,,,,1,,,1,,1,,1,,,2,,,2,,1,,1,,1,,2,,,,2,1,1,1,1,4,1,,2,1,,,2,,,,1,,,,,,,,,,,,,,,,,42
7201,5,1,,,,,,,,,,,2,,2,1,,3,1,,2,1,1,,4,1,,1,1,,1,,2,,,1,1,1,2,2,1,2,2,2,3,3,2,1,1,1,2,6,2,1,4,3,1,2,6,5,7,1,7,5,3,6,8,5,1,3,4,6,9,6,11,8,6,9,7,6,13,8,11,11,14,6,5,8,11,6,10,2,8,4,3,3,2,1,,3,1,,1,,,,,,,,335
7202,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,1,1,1,,,1,,,,,3,1,,3,1,,,,,1,3,,1,1,,,3,,1,1,1,2,4,1,,3,2,,1,1,1,1,3,2,3,1,1,2,2,2,1,3,,3,1,,,,,,,,,,,,,,,,69
7203,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,1,,,1,,,,,,,,,,1,,2,,,1,1,,1,1,,,1,2,2,1,,1,1,2,,,,1,,,,,,,,,,,,,,,,,26
7301,14,,1,,1,1,,1,,1,1,1,1,,1,2,4,1,1,3,3,3,3,2,2,5,3,1,5,4,1,3,1,2,6,1,5,2,2,4,4,4,4,2,1,7,1,6,2,7,8,5,6,6,9,9,6,9,10,10,8,16,12,13,11,16,13,19,12,14,21,13,17,16,22,18,21,15,24,14,13,20,15,25,18,14,15,22,13,20,4,10,7,5,4,6,3,3,1,3,1,,,,,,,,,,745
7302,1,,,,,,,,,,,,,,,,,,1,,1,1,1,,,,,,1,,1,,,,2,,1,,1,,2,,1,,,,,,1,1,1,,2,,,,,1,1,,,,3,2,3,1,1,,,1,1,1,1,1,2,4,,1,5,1,3,2,3,3,1,5,3,,4,2,,1,1,1,,1,,1,1,,,,,,,,,,,,81
7303,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,1,1,1,,,,,,,,1,,2,1,,,2,1,2,1,1,,3,1,1,,2,,,3,2,,1,,,1,1,,1,,,3,,1,2,1,,,,,,,,,,,,,,,,41
7304,1,,1,,,,,1,1,,,,,,,,,,1,1,,,,,,,2,1,,1,,,,,1,,3,2,,2,1,,2,5,3,,,4,1,4,3,1,2,2,3,3,1,3,3,8,5,3,6,3,3,6,9,5,3,3,5,1,7,7,9,14,7,11,9,10,7,12,5,10,8,8,5,9,3,12,4,5,3,3,2,2,,1,2,1,,,,,,,,,,,295
7305,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,1,,,,,,,,,1,1,,1,,1,2,,,,,1,1,1,2,,,,1,,3,1,,1,2,2,1,1,2,2,5,2,2,,1,2,,4,1,,2,2,3,1,1,1,1,3,,,,,1,1,,,1,,,,,,,,,,,,,66
7306,1,,,,,,,,1,,,,,,,,,,1,,1,1,1,1,,1,,,,2,,,,1,,1,,,1,1,1,1,,,1,1,,1,,,,,,,4,1,1,1,,1,,,2,,,2,1,1,2,2,1,,,,,,3,3,,2,3,1,2,5,2,2,1,1,,,1,1,,,,,2,,,,,,1,,,,,,,,68
7307,2,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,2,,,,,1,1,,,,,1,,,1,2,,2,1,,1,1,1,1,2,,1,,2,1,2,2,3,,4,1,2,2,,4,5,1,1,2,2,2,6,1,1,,2,4,6,6,4,,2,1,,,,,,,,,,,,,,,,,,93
7308,2,1,,,,,,,,,,,,1,,,,,,,,1,1,1,2,,,,,1,,,,,1,,,2,1,,,1,2,,,1,,1,1,,2,,,,,1,,4,1,1,3,,2,,2,2,5,1,2,5,2,3,7,2,1,6,6,2,3,3,5,5,7,3,3,2,4,2,3,5,2,2,1,,2,,1,1,1,,1,,,,,,,,,,136
7309,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,1,,,,,,1,,,,1,,,,,,,,1,,1,1,,,1,1,,,,1,1,,1,1,,,,1,,1,2,,,,,1,,,,,,,,,,,21
7401,9,2,2,,,,,,,1,,,,1,,2,,1,1,,3,,2,1,,,3,,2,2,2,2,2,1,2,,3,2,3,3,4,2,2,3,4,4,1,4,4,1,4,4,4,3,2,4,,7,6,8,9,3,6,10,2,10,6,14,7,7,14,17,9,14,12,14,13,10,9,12,13,10,13,20,8,10,14,7,12,11,11,4,4,8,12,2,2,2,3,,1,,1,,,,,,,,489
7402,2,,,,,,,1,,,,,1,,,,,,,,,1,,,1,,,1,,1,,,,,,,,,,1,,,1,,,,4,,,,1,,,1,1,3,2,2,2,1,2,1,1,1,2,2,2,3,1,2,2,2,,6,4,2,4,,1,4,3,4,2,1,4,1,,1,,,4,1,1,1,2,,,,,,,,,,,,,,,,94
7403,5,,,,1,,,,,,,,,,,,1,,,1,1,,1,,1,,,,,1,,2,,1,1,1,,,,1,,,1,,3,,1,1,1,1,,,1,1,2,2,2,3,1,2,1,3,3,3,5,3,4,4,3,4,1,4,3,5,5,8,4,4,2,2,5,,4,5,3,1,1,3,3,2,6,1,1,2,2,,,,,,,,,1,,,,,,,151
7404,4,1,1,,,1,,1,1,,,,,1,1,,1,1,,,,2,1,1,,1,,,,1,2,1,,1,2,3,,,1,3,,,1,2,,3,,3,1,1,1,1,1,1,1,4,5,1,5,2,3,3,8,2,2,4,3,5,1,4,6,6,5,6,7,4,3,6,7,9,5,12,8,9,6,8,5,13,9,1,5,2,3,1,4,6,3,2,1,,,1,1,,,,,,,,264
7405,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,1,,1,,,1,,2,,,2,1,1,,2,,1,2,,,2,,,1,2,1,3,2,1,1,3,3,2,2,1,1,1,2,3,1,1,,2,1,1,6,,,2,,6,3,2,3,2,3,1,3,1,2,4,3,5,,1,,,1,,,,,1,,,,,,,,,,,104
7406,3,,1,,,,,1,,,,1,,1,1,,1,,,3,,,,1,,,,1,,3,,2,,1,3,1,1,,1,,1,1,1,,1,2,2,2,2,2,1,4,6,3,3,4,4,1,3,4,6,6,3,9,5,4,3,6,7,2,5,6,7,5,9,13,4,3,8,2,5,10,10,7,8,11,8,5,3,1,3,6,,2,1,1,1,3,1,,1,,,,1,,,,,,274
7407,4,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,1,,,,,,,1,,,1,1,2,,,1,2,,,1,,1,1,2,,1,2,2,3,,1,2,1,1,1,4,1,3,3,1,4,1,,1,1,2,2,3,3,3,2,2,3,2,2,1,3,1,1,1,2,,,,,,,,,,,,,,,,,87
7408,4,,1,,,,,,,,,,1,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,2,,2,1,,2,2,1,1,,2,1,,2,1,1,,1,1,1,,4,1,,2,1,2,2,4,,2,,2,,2,3,4,4,1,,5,3,4,2,5,1,2,1,2,2,4,2,2,2,1,1,1,1,,,,,,,,,,,,,,,106
8101,42,2,1,,1,,1,,,,,1,,2,,2,,2,1,,5,6,3,4,5,4,3,4,4,1,5,6,3,2,3,5,7,3,3,5,8,6,5,10,4,12,12,13,4,7,16,7,12,15,9,13,15,12,15,16,17,15,20,24,27,18,17,25,22,22,37,29,30,32,36,26,37,29,36,35,32,31,41,42,25,41,32,27,22,28,30,11,14,7,15,2,9,,8,2,,2,,,,,,,,,1302
8102,13,1,1,,1,,1,,,,2,2,,,1,,,,2,1,2,3,,,2,3,,,3,,,,3,1,2,5,2,1,5,4,5,5,3,5,3,3,5,6,,10,6,4,7,6,5,7,7,6,6,8,4,3,5,8,6,3,8,15,11,9,12,9,12,14,14,13,9,5,9,15,10,13,5,5,9,9,5,13,5,7,6,6,2,5,5,1,3,2,1,,,,,,,,,,,,464
8103,7,1,,,,2,,,,,1,,,,,2,,1,,,3,1,,1,,,,2,,1,1,,2,1,,2,2,2,2,4,5,3,1,1,2,3,2,4,,1,3,2,2,1,1,4,3,3,1,6,8,6,7,7,10,5,5,10,10,6,7,7,4,9,9,6,9,7,6,5,3,1,6,8,15,13,8,4,5,3,10,8,2,2,2,1,2,1,,1,,,,,,,,,,,324
8104,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,2,,,,,,,,1,,,,,1,1,,,2,2,,,2,1,,,,1,3,1,,,,5,,3,3,1,2,1,3,3,1,1,1,,3,3,1,2,4,4,2,2,,,,3,3,4,3,1,1,4,,2,,,,,,1,,,1,,1,,,,,,,88
8105,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,1,,,1,,1,2,,,,,1,1,1,,1,1,1,3,,1,2,2,1,3,1,2,1,2,3,4,3,1,1,2,2,1,5,4,3,2,2,2,3,4,3,4,5,1,7,5,1,2,3,2,1,3,1,2,1,2,,,1,,,,,,,,,,,,,,,118
8106,3,,,,,,,,,,,,1,1,1,1,1,1,1,2,,,2,,,1,,1,,,1,2,,2,3,2,1,1,3,1,2,2,4,3,1,2,3,3,2,3,4,5,2,3,4,2,6,8,2,8,4,4,4,2,5,1,2,8,4,6,9,3,9,7,3,4,8,7,10,10,6,2,13,3,8,10,4,4,4,7,5,6,1,2,,1,,,1,1,,,,,,,,,,,289
8107,4,,,,,,1,,,,,1,,,,1,,,2,,,2,,,,,,2,,1,,1,,1,,,1,1,2,2,2,2,3,1,,,3,4,6,2,3,1,6,3,3,6,2,3,5,5,4,7,6,5,6,7,3,4,3,2,,,7,3,4,7,1,4,8,6,7,7,4,7,2,3,3,5,5,6,6,2,4,,,,1,1,,,,,,,,,,,,,232
8108,13,,,,1,1,,,,,,,2,,,,,,,,3,,2,1,1,,2,1,,1,1,,,5,4,1,2,2,,2,,2,2,4,1,,1,3,3,1,4,3,5,2,4,8,4,4,3,4,4,3,6,4,4,6,6,3,9,7,4,7,5,7,6,13,4,6,10,5,9,3,5,10,6,9,6,2,4,4,3,3,3,1,1,1,2,4,1,2,,1,,,,,,,,,302
8109,3,,,,,1,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,3,,,1,,2,1,,1,,2,,3,,,,,1,2,,1,1,2,2,3,2,2,1,2,1,1,,1,3,1,4,2,6,3,1,1,2,1,3,1,4,1,,1,1,2,,1,1,2,,1,,2,1,,,,,,,,,,,,,87
8110,20,3,,1,,,3,2,,1,1,,,3,,1,3,3,1,1,3,2,2,6,,2,,4,4,1,2,4,4,4,8,6,8,3,8,8,7,11,8,12,9,9,11,9,19,10,13,17,13,14,13,13,29,19,15,18,12,26,32,20,20,24,25,27,28,30,30,39,37,38,30,47,36,28,41,32,29,21,33,20,20,26,38,25,19,18,10,11,8,10,8,6,2,5,5,1,,,3,,1,,,,,,1312
8111,3,1,,,,,,,,,,1,,1,1,,1,,,1,1,1,,1,2,1,3,,,,,3,2,5,,,2,3,,3,,3,1,1,2,1,3,1,1,2,,3,1,3,1,2,4,5,6,2,5,7,3,8,4,8,4,10,7,10,6,7,6,13,12,15,11,17,8,11,7,11,9,7,7,14,7,9,8,9,9,7,7,3,1,3,1,2,3,,,,,,,,,,,,374
8201,3,,,,1,1,,,1,,,,,1,,2,,1,,,,,1,1,1,,1,,1,,1,4,2,2,1,3,2,1,,1,,,3,1,,,4,,,1,1,,,1,2,2,1,3,,1,2,2,2,2,,,3,3,1,3,5,3,2,2,6,3,2,6,3,2,2,2,3,2,6,4,3,4,5,1,3,1,2,2,1,1,1,,,,,,,,,,,,,,147
8202,8,,,,,1,,,1,,,,,,,1,1,,,1,,1,,,3,,1,1,1,1,1,1,2,,1,1,1,2,,1,1,2,1,,1,2,2,1,2,,2,1,4,1,1,1,4,,1,1,1,1,1,4,2,7,7,2,1,5,3,2,5,7,1,4,6,4,6,2,6,7,3,3,2,2,,5,3,6,7,3,5,1,1,,1,,1,,,1,,,,1,,,,,188
8203,11,,,,1,,1,,,,,,1,,,1,1,,,,,2,1,3,,1,3,,2,1,,2,1,2,1,1,1,1,1,2,1,1,2,3,4,1,1,,,,,2,4,2,4,3,3,3,3,1,4,3,4,2,3,2,4,3,6,5,4,3,4,5,8,2,7,6,6,3,4,4,2,5,3,3,3,4,4,4,3,2,2,2,4,2,,,,,1,1,,,,,,,,,216
8204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,1,1,,,,,1,,,1,,2,,,2,,,,1,2,,,,,,,,1,,,,3,1,2,1,1,1,1,3,,1,2,,1,1,1,,2,1,1,,,1,,,,,,,,,,,,,,,,,39
