Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.108,muertes.109,muertes.110,muertes.111,muertes.112,muertes.Total 
10105,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,2,1,1,2,,,2,2,1,1,1,2,,1,2,,,1,2,,1,1,3,,3,1,2,2,3,2,1,5,,4,2,3,2,1,2,5,2,2,4,3,1,3,,1,1,1,2,,2,,3,,,,,,,,,,,,,,93
10106,1,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,,,,,,,1,,1,,1,3,,,1,1,1,1,1,,,2,1,2,3,2,2,1,,,3,6,1,1,,2,,,2,3,2,,1,4,,5,5,2,2,4,3,2,1,4,3,6,4,,1,4,,3,2,2,2,1,1,1,2,1,1,,2,,,,,,,,,,,,,119
10107,6,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,1,,,1,1,,,,2,1,1,,1,,,,,,2,2,2,,,,,1,3,1,1,1,1,1,,5,2,5,1,3,1,2,2,1,4,4,2,1,2,4,2,4,4,1,3,4,1,2,2,3,2,2,1,1,,,,,,,,,,,,,,,,103
10108,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,2,,,,,1,,1,1,2,,1,,1,3,1,1,2,2,,,3,3,2,,1,1,2,3,1,,1,1,2,2,2,4,4,3,2,2,4,3,2,3,2,7,1,2,5,1,4,1,1,2,,3,,,,1,,,,,,,,,,,,,102
10109,5,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,,,,,,,1,,,,,1,1,4,1,3,,2,,,2,2,1,1,4,1,2,2,1,4,4,4,1,3,3,3,4,4,2,3,6,4,3,3,5,4,8,3,6,4,6,5,5,5,4,5,2,6,8,9,3,4,5,3,6,3,2,1,2,2,5,,,1,,1,1,,,,,,,,,,213
10201,5,,,1,,,,,,1,,,1,,,,,1,3,1,,1,,,,,1,2,2,,,2,1,1,1,3,,1,1,,1,,1,5,4,4,2,2,3,2,3,5,1,,2,2,6,1,3,3,1,6,3,6,1,7,11,4,3,4,8,3,5,4,3,11,3,11,9,7,7,13,9,9,11,9,4,6,7,7,6,5,7,5,3,5,1,,,,2,3,,,,,,,,,,,,308
10202,7,,,,,,,,,1,,,,,,,,,1,1,1,,2,1,,,,,1,,1,1,1,,1,3,,3,,1,,2,,1,1,1,1,1,6,3,2,1,3,2,2,2,2,3,2,2,7,5,5,4,2,1,5,2,5,3,3,2,5,9,9,7,10,7,9,12,6,7,4,8,10,7,13,11,8,2,2,3,3,8,2,1,2,1,1,2,2,2,,,,,,,,,,,,280
10203,1,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,1,,,,,,,,1,,1,,,,2,2,,1,1,,,,1,,1,2,1,,,1,1,,,2,,1,1,4,3,3,1,2,4,1,1,1,2,2,,3,1,2,1,3,3,1,4,1,3,3,1,3,4,,,,1,1,,1,1,,,,,,,,,,,,,,85
10204,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,1,,,,,,,1,,,,,1,3,,,,1,3,1,2,1,1,,1,2,1,,,,1,,,1,,,,,,,,,,,,,,,,26
10205,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,1,2,,,,,2,,,2,1,,3,,,,,,,2,1,,,,2,2,2,,1,1,,,,1,1,3,3,,,,,5,3,2,4,3,4,3,3,,3,3,4,3,,1,1,3,1,,3,1,,,,,,,,,,,,,,,83
10206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,1,,,,1,,,,,,,,1,1,,,1,,,,,1,,,,,,,,,,,1,,,1,,1,,3,,1,3,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,25
10207,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,1,,,,,,,,,3,,1,,,,,1,1,2,,,,,,,1,,1,,1,,1,2,,,,,1,,,,,2,2,2,4,4,,1,,,,1,,1,1,2,,,1,,1,,,,,,,,,,,,43
10208,4,1,,,,1,,,,1,,,,,,,1,,1,,1,1,,,1,1,,,,1,,1,,2,1,1,,2,,1,1,1,,,,,1,1,1,3,1,4,2,,3,2,1,,3,1,,1,3,3,,2,2,,3,2,3,1,3,2,3,3,2,2,4,3,1,3,1,4,2,2,1,4,,3,,2,,,2,1,,2,2,2,1,,,,,,,,,,,,,122
10209,5,1,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,1,2,,2,1,,,2,,3,1,2,1,1,1,2,2,1,3,1,2,1,5,5,4,2,5,2,1,1,,,2,2,,3,,,1,,,,,,,,,,,,,,,74
10210,,,,,,,,,,,,,,,,,,1,,,,,,1,,2,,1,,,2,,,,,2,,1,,1,,,1,1,,,,2,,1,2,1,,,,1,,,1,1,,1,2,,1,1,,2,3,,1,,1,,3,3,,3,2,2,4,3,3,2,5,,4,,2,1,1,4,1,1,1,,2,,1,,,,,,,,,,,,,,,82
10301,20,,,1,1,,,,,,,2,,,,2,,1,1,,1,3,1,2,3,,2,2,1,3,1,3,2,2,3,5,2,5,7,9,6,4,3,6,4,4,10,9,10,7,8,11,17,14,15,11,10,12,17,10,15,14,13,17,19,18,9,17,21,23,26,27,28,28,34,23,25,27,23,37,36,26,23,31,34,32,37,29,23,18,9,15,21,19,12,8,9,9,10,2,2,1,3,,,,1,,,,,,,1127
10302,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,1,,1,3,1,,1,1,2,,2,,,1,,1,1,1,1,1,,2,1,,3,2,3,4,2,4,2,3,1,2,,,1,1,,,,,,,,,,,,,,,,,,,,55
10303,3,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,1,1,,1,,,1,3,2,2,,2,,,,1,3,2,3,3,3,1,1,3,3,1,5,7,2,2,4,4,7,6,7,3,5,5,4,6,7,6,6,4,5,3,5,2,4,2,2,,4,,1,,,1,1,,,,,,,,,,,,,164
10304,2,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,1,1,1,1,1,2,,,,,,,1,,,,1,1,3,2,1,,,1,1,2,,3,2,2,1,2,1,2,2,2,4,2,,1,3,2,1,1,1,1,3,2,,,,,,1,,,1,,,,,,,,,,,,,68
10305,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,2,,,1,,,,1,,,,,1,,1,2,1,1,,1,3,,2,2,,1,,1,1,1,1,1,4,1,5,,3,4,2,2,3,,2,3,2,1,2,3,2,,4,6,2,2,1,2,2,4,3,,1,4,,1,1,,,,,,,,,,,,,,,100
10306,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,2,1,1,2,,,1,,1,4,,,2,,1,,2,,3,1,,,1,1,1,1,1,2,,1,,1,2,2,4,4,2,2,2,2,1,1,,,3,2,1,,4,1,1,4,2,1,3,1,,1,1,1,,,,,,,,,,,,,,,,,82
10307,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,1,1,1,,,,,,,,,1,1,,,1,1,1,1,4,1,,3,1,1,,,,2,1,,3,1,4,3,2,5,4,2,2,1,3,4,4,1,3,3,3,4,1,3,1,,,1,,1,,,1,,,,,,1,,,,,,88
10401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,1,,,,1,1,,,,,,,1,,,1,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,11
10402,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,1,,,1,,1,,1,,,,,,,,1,,,,,,,1,,,1,2,,,,2,,,,,,,,,1,1,,,,,,,,,,,,17
10403,1,,,,,,,1,,,,1,,1,,,1,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,1,1,,2,,,,,,,,,1,1,,1,,,,,,1,1,2,,1,1,1,,,2,1,1,2,1,2,1,,1,1,1,4,1,,3,3,,,3,,2,2,,,,1,,,,,,,,,,,,,,,54
10404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,2,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
11101,9,,,,,,1,,,,,,,,2,,1,1,1,1,1,,1,,,,3,,1,,1,2,,,1,,2,2,2,2,2,2,1,1,2,,1,2,2,1,2,1,3,1,1,4,4,3,1,3,1,1,5,5,2,4,6,4,3,7,3,4,6,7,6,9,7,13,7,6,5,9,4,11,8,7,8,5,5,4,3,7,3,1,1,,1,,1,1,,,,1,,,,,,,,,,262
11102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,4
11201,4,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,1,,2,,,,,1,1,,1,,1,1,2,,,,2,1,1,,2,1,1,4,3,4,2,2,3,2,1,3,3,,4,1,3,1,1,1,2,2,3,3,3,4,4,3,2,3,5,3,6,2,3,3,1,3,3,1,,2,,,,2,2,,1,1,,1,1,,,,,,,,,,,132
11202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,1,,,,1,,1,,1,,,,1,,2,1,1,,,,,1,,1,,,,,,1,,1,2,,,,,,1,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,23
11203,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
11301,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,1,,2,1,1,,,,,,,,,,,,,1,,1,,1,,,,,,,2,,,1,,,,,1,,,,,,,,,,,,,,18
11302,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
11401,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,2,,,,,2,1,,,,1,,,1,1,,1,2,,,,,,,1,,,,,,,,,,,,,,,,,,19
11402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,1,,2,,,,,,,,,1,,,,,1,,,,1,1,,,1,,1,,2,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,16
12101,15,,,,,,1,,,,,,1,,,1,,2,2,,1,1,2,1,2,1,1,1,1,3,1,4,2,2,1,2,3,1,2,4,1,4,2,4,7,3,8,5,8,2,7,3,8,4,17,4,13,10,16,13,12,12,12,15,17,20,16,11,19,19,13,28,23,23,22,25,17,18,23,22,18,20,33,26,32,24,19,31,22,24,16,22,13,7,11,10,4,5,5,5,3,2,,1,,1,,,,,,,,918
12103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
12104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
12201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
12301,,,,,,,,,,,,,,,2,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,1,,,,,,,,,,,1,2,1,1,,,,,,,,,,1,1,1,,,1,1,,,,,,1,,1,,1,2,,,2,,1,4,,,,1,,,,1,,,,,,,,,,,,,,,,,,,32
12302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
12303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
12401,2,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,1,,,,1,,1,,,1,,1,,1,,1,1,,3,3,,,,,2,1,1,,2,,2,1,3,4,3,3,5,2,1,1,2,3,2,6,5,2,2,3,3,2,3,4,6,7,1,6,3,2,2,4,3,4,2,2,4,1,,1,1,3,,,,,,,,,,,,,,139
13101,32,4,,1,1,,1,,,1,1,,,1,1,1,1,1,,,3,2,1,4,5,4,1,4,2,4,4,7,2,4,6,5,3,7,5,10,3,5,3,5,5,8,6,8,6,15,13,10,10,14,12,12,12,12,22,16,13,25,24,14,19,33,26,20,27,20,36,37,32,34,43,32,42,33,21,38,36,43,48,50,44,47,58,49,40,51,38,35,32,31,25,15,15,20,11,9,7,4,1,3,2,1,,,,1,,,,1611
13102,10,1,1,,1,,1,,,,,,,,,,,,2,1,1,3,1,2,1,1,1,1,2,1,2,3,,2,,,2,3,3,3,3,2,,3,1,2,3,2,3,4,4,4,3,3,5,2,4,7,4,5,4,4,6,10,6,7,10,8,7,7,15,8,9,11,9,9,17,8,10,9,15,14,6,17,13,13,15,9,9,11,7,5,9,10,8,6,6,2,1,3,2,,3,,,,,,,,,,,471
13103,11,,,1,1,,,1,,2,,,,,,,1,1,1,1,2,2,1,5,3,2,1,2,3,2,2,3,3,8,3,3,5,1,,4,8,4,4,5,3,9,10,7,5,5,6,13,8,11,8,6,15,7,9,5,10,15,18,15,20,15,21,24,22,20,24,28,31,26,17,17,29,22,11,22,19,24,19,25,20,26,33,20,24,16,5,9,7,13,9,1,7,2,1,4,2,1,1,,,,,,,,,,,918
13104,17,,,,1,,,1,,,,,,1,,,1,3,1,2,,2,3,2,2,1,2,4,1,10,1,2,1,2,1,1,,4,4,3,2,2,4,5,5,8,7,10,3,13,6,9,4,7,8,10,11,13,14,15,13,14,9,10,19,11,27,15,18,13,19,16,18,26,21,25,29,27,29,21,28,28,28,34,35,32,32,19,27,21,22,14,19,16,15,13,1,6,4,4,1,,,,,,,,,,,,,1008
13105,28,1,1,,,1,,,,,,2,2,,,1,,1,2,2,1,,1,4,1,2,5,4,2,3,,3,4,2,5,,1,4,3,2,3,5,7,6,3,9,8,4,10,11,5,12,12,14,12,7,9,18,13,9,9,16,17,18,16,15,24,19,19,20,18,25,27,22,25,24,16,29,27,20,40,29,25,27,28,31,33,15,24,16,17,20,13,15,9,4,4,8,5,1,2,2,3,,,1,,,,,,,,1043
13106,12,1,3,1,1,,,,,,,,1,1,1,,2,1,2,1,2,,1,1,1,2,1,2,2,,2,2,,5,,,1,3,4,6,2,5,1,3,6,1,3,5,6,6,7,4,7,6,14,9,13,11,12,9,11,15,8,15,7,16,16,11,14,11,13,19,36,19,18,26,19,23,27,24,18,19,20,28,28,24,21,27,24,28,21,11,19,8,14,10,10,5,6,6,4,,,2,1,,,,,,,,,894
13107,8,,,,2,,,,,,,,2,,1,,,3,2,,4,1,1,2,1,4,,1,,,1,,2,3,1,1,2,1,1,1,,2,1,7,,3,2,4,3,6,6,4,4,6,3,3,3,6,5,6,3,6,2,9,7,2,11,11,15,10,15,13,17,11,18,11,10,17,11,12,11,16,10,8,10,9,8,9,13,3,10,7,2,2,1,1,,4,2,,1,,,,,,,,,,,,,457
13108,20,1,1,,1,,,1,1,,,,,,1,,,,,,1,2,1,,1,2,,2,2,1,1,1,2,4,1,1,1,,2,2,1,,3,4,,2,,4,2,5,6,6,8,2,4,4,10,8,9,7,5,15,9,8,7,14,13,17,19,17,14,27,20,10,11,16,26,19,17,24,15,25,35,32,32,29,30,23,20,18,26,26,17,10,13,14,5,10,8,4,2,3,,,,1,,,,,,,,845
13109,5,,,,,,,,,,,,,,,,,,1,1,,1,2,,1,,1,1,1,2,2,1,,,2,1,,3,,1,,,2,2,1,4,2,1,1,6,3,7,4,2,2,8,6,14,10,8,4,9,5,7,12,6,11,13,11,13,16,18,12,16,20,13,14,15,18,13,31,23,24,23,28,30,26,19,19,26,18,25,18,13,11,12,13,5,5,2,7,7,1,,1,,,,,,,,,742
13110,35,,1,2,,,1,1,1,,,,1,,,1,1,1,1,2,3,3,2,2,5,4,2,1,3,4,2,5,3,2,8,4,2,4,10,5,7,10,6,5,5,8,13,7,6,14,6,25,17,11,14,22,18,28,24,16,30,34,24,28,27,39,30,49,44,36,38,39,47,36,42,46,49,45,52,54,36,56,64,62,55,70,56,50,37,51,48,39,36,31,20,22,13,14,8,5,7,1,3,3,1,2,1,,,,,,,1964
13111,11,3,,1,,1,,1,,,,,,,1,1,1,1,,3,2,4,1,1,2,1,2,,1,2,,2,2,2,,5,,1,2,5,4,2,3,6,2,3,4,3,3,7,5,10,10,7,12,9,9,11,7,15,11,7,21,15,18,16,12,17,12,13,14,12,16,18,18,19,20,12,14,13,14,20,29,22,21,34,20,18,13,18,22,15,9,7,9,6,5,4,3,2,,,1,,,,,,,,,,,781
13112,21,1,1,,,,,1,,,1,,1,,3,2,1,3,1,5,2,,7,5,1,6,6,2,2,3,6,6,3,4,7,1,5,5,3,6,6,6,4,3,8,9,11,5,8,11,12,11,9,11,9,11,16,16,12,18,18,22,21,22,13,25,17,23,19,21,32,17,30,27,21,15,23,22,20,23,26,14,27,23,15,21,17,7,9,7,12,6,6,6,6,5,3,4,2,2,,2,,,,,,,,,,,,968
13113,7,,,,,1,,,,,,,,,,1,,,2,1,,1,,1,1,1,1,,,1,1,,2,,,,1,3,,2,,,1,2,,2,,7,5,,1,4,3,3,9,5,5,2,4,3,2,4,6,2,4,7,5,7,8,16,5,8,11,10,8,12,11,12,9,17,21,17,23,20,12,20,22,23,11,24,20,18,16,22,15,10,15,9,11,8,6,,3,,1,,,,1,,,,,595
13114,15,1,1,,,,,1,,,,,,,,,,1,1,1,2,,,1,2,,1,2,4,,2,,1,1,1,1,,2,2,,3,5,3,2,2,,3,,10,3,5,14,8,9,6,8,16,7,9,11,7,8,15,15,17,21,13,18,25,19,32,26,46,20,31,33,30,26,34,38,44,39,53,66,62,50,74,60,61,57,67,53,54,50,43,35,29,33,16,21,20,5,8,4,1,,1,,,,,,,1647
13115,8,,,1,,1,,,,,,1,1,,1,,,,,2,1,,,1,1,,1,1,,,2,,,1,2,1,,,,1,,1,1,1,1,,1,3,3,,2,1,6,2,,6,5,2,5,3,4,,2,5,2,5,3,2,6,8,5,5,2,6,4,6,5,4,4,5,5,7,8,6,7,9,5,11,11,8,6,12,6,6,8,5,1,4,5,1,,1,,,,,,,,,,,,285
13116,12,1,,,,2,,,,,,,1,,,,1,1,,1,1,,6,,,3,5,,1,4,3,2,,2,4,,4,,2,3,5,7,5,5,6,6,10,6,9,4,5,7,8,14,9,7,14,9,6,8,7,8,10,17,17,13,7,10,13,15,11,12,9,14,20,16,23,15,15,26,15,23,28,19,25,28,35,16,21,7,14,9,19,4,10,4,4,2,2,,2,,1,,,,,,,,,,,775
13117,7,,1,1,,2,,,,,,,1,,,,,,1,,,,1,1,,1,1,3,1,2,1,2,,1,1,1,,2,,5,1,5,3,,3,1,4,4,3,3,5,12,5,3,4,4,7,5,11,3,5,6,9,13,15,10,14,13,21,14,23,23,23,16,16,20,16,12,18,26,24,18,16,20,19,16,17,6,20,6,10,11,10,3,5,4,3,2,2,,2,,,,,,,,,,,,,649
13118,7,,,1,1,,,,,,,,,1,,,,1,,,,,1,2,1,,,1,,1,2,3,2,3,4,1,1,1,2,2,1,3,2,1,4,5,3,1,2,4,1,3,3,4,6,9,10,7,7,3,8,11,8,7,11,18,14,6,11,12,14,17,18,16,13,13,18,13,17,20,22,27,26,34,20,22,16,17,18,24,16,18,14,16,7,6,15,10,1,4,3,2,1,,1,,,,1,,,,,723
13119,39,1,1,1,1,,1,,,,2,1,,,3,,1,3,1,3,5,6,1,4,5,3,5,6,4,8,5,1,4,1,5,7,8,11,2,7,5,12,11,8,11,9,17,12,16,12,11,22,19,18,19,23,30,25,37,25,33,31,44,42,38,40,48,52,49,48,46,55,46,46,44,55,50,59,41,58,55,61,62,61,73,71,52,55,39,33,39,35,29,21,23,15,23,15,9,3,5,,4,2,,,,,,,,1,,2209
13120,16,,,,,,,,,,,,,,,,1,1,,,1,,3,1,,3,,,1,1,,2,,1,2,,,3,2,1,,3,6,3,2,5,5,4,1,6,4,8,8,6,15,7,8,4,12,13,13,11,13,13,16,14,6,16,21,23,19,19,23,22,20,21,28,22,22,41,35,34,63,51,53,55,68,71,42,57,68,55,54,40,40,30,32,21,18,11,9,8,7,4,5,1,,2,,,,,,1476
13121,10,,,,,,,,1,,,1,,,,1,3,1,,,3,1,5,,3,,1,1,3,,2,2,1,2,5,3,2,,4,4,3,,,3,2,3,1,5,6,7,2,12,9,15,8,13,8,11,10,8,16,7,12,7,13,15,17,10,19,16,15,10,21,18,11,18,16,21,19,14,26,28,35,29,43,29,37,23,24,25,19,30,19,19,15,11,10,5,6,2,3,1,2,,1,,,,,,,,,922
13122,33,2,1,,,,,,,1,1,,,2,2,,,2,,,1,,2,3,5,3,3,3,3,1,3,4,2,2,3,,4,3,3,2,7,6,8,4,4,5,6,13,10,17,12,11,8,15,16,15,17,10,17,20,21,17,16,13,21,20,22,32,27,29,29,26,19,18,32,31,34,31,29,33,32,31,27,20,48,33,35,29,20,21,23,13,14,15,14,1,3,8,6,1,4,,1,,2,,,,,,,,,1216
13123,8,,,1,,1,,,,,,,,,,1,,1,,1,,,,,,,3,,2,2,1,1,,1,2,,,3,1,,3,2,,4,2,3,2,4,3,2,6,5,4,4,5,4,,6,3,7,9,4,6,8,11,10,15,8,12,14,19,21,17,22,18,17,14,18,24,19,20,27,32,38,45,46,51,38,46,41,37,52,39,38,36,26,27,31,20,20,7,2,4,3,5,3,,,,,,,,1118
13124,16,1,,,,,,,2,,2,,,1,3,2,,,5,2,2,4,2,5,3,4,3,1,6,3,4,3,3,5,6,2,4,6,3,5,7,10,3,7,4,8,6,6,12,14,13,13,9,13,9,7,19,18,16,13,15,23,16,16,13,17,23,16,24,21,26,29,22,25,23,23,15,33,24,25,23,18,28,23,24,21,31,19,23,22,20,16,7,17,8,9,3,1,2,4,3,4,,,,,,,,,,,,1070
13125,35,2,,1,,2,,1,1,1,1,,,1,1,1,,1,1,1,1,,2,2,3,1,4,2,,1,1,2,3,2,3,2,1,3,1,5,2,3,4,4,5,5,2,7,5,7,11,3,13,6,10,11,7,10,9,10,12,7,15,13,12,13,14,9,21,13,4,15,14,13,18,9,10,13,10,13,12,7,14,11,10,18,13,9,10,8,9,4,7,4,2,5,4,1,3,,1,,,,,,,,,,,,,623
13126,10,1,1,,,,,1,,2,,,,1,,2,,2,1,1,,1,2,1,2,1,,4,,,1,,1,2,2,,1,1,2,2,2,3,2,4,3,,3,4,3,10,4,5,6,10,9,11,10,8,8,13,12,15,8,13,8,16,12,12,13,14,21,18,18,19,20,23,10,16,17,17,27,32,27,29,36,35,36,30,32,17,19,11,12,7,11,7,13,7,1,3,1,1,1,,2,1,1,,,,,,,864
13127,19,1,,,2,,,1,,,,1,1,1,,,1,2,,1,1,2,3,1,2,2,3,4,5,2,3,3,3,3,2,1,4,3,5,1,3,4,3,3,5,5,4,8,12,6,7,12,12,11,9,13,12,17,14,7,19,11,19,13,13,15,16,14,14,22,28,32,17,20,33,18,30,32,20,28,24,43,30,39,36,37,37,21,25,23,15,20,27,25,16,15,14,11,6,8,8,2,,1,1,1,,1,,1,,,,1151
13128,15,1,,3,,,,,,,1,1,2,,2,,3,1,3,4,,1,2,4,,2,3,1,1,1,,3,3,3,6,2,4,3,5,4,3,5,4,6,4,5,4,9,5,9,4,11,3,5,12,10,10,16,9,9,11,13,21,14,18,11,10,23,17,10,21,19,20,18,10,18,23,16,15,18,18,23,24,21,21,19,20,13,16,14,13,11,6,7,6,6,5,5,1,1,2,2,,,,,,,,,,,,807
13129,12,,,,1,,,1,,,,,,,,2,,,,,,,2,2,2,2,2,3,,1,2,1,2,1,,1,2,1,1,5,1,2,4,4,1,,5,1,,3,5,4,6,7,7,3,5,7,6,3,9,7,6,10,10,11,13,12,9,10,23,19,19,19,11,17,13,18,24,16,18,17,20,31,27,29,21,19,20,19,12,22,17,15,8,10,8,4,1,2,1,,2,2,2,1,,,,,,,,724
13130,13,,,1,1,,,,,,,,1,,,,,1,,,1,,1,,,1,1,1,1,1,2,,,2,,,1,,1,3,,3,2,,1,,1,1,6,4,8,5,5,6,6,6,3,8,9,9,5,8,12,10,10,11,12,8,18,17,17,8,17,13,20,22,16,21,16,28,22,14,31,32,28,36,35,26,37,30,19,18,23,16,13,9,8,14,12,8,4,2,1,,1,,,,,,,,,844
13131,10,,,,,2,,,,,,,,,,,,1,,1,2,2,1,,5,,1,,,2,5,1,,2,,2,2,2,2,,4,1,2,4,6,6,3,6,1,5,11,6,4,9,7,5,6,8,6,4,8,8,13,7,10,10,8,9,16,27,17,8,11,17,9,13,14,16,15,15,25,17,30,20,25,14,24,5,9,12,5,17,12,8,9,2,4,4,3,1,,,1,,,,,,,,,,,645
13132,5,1,1,1,,,,,,,1,,,,,,1,,,,,1,1,,,,,,,1,,,,,1,2,1,2,,,,,,2,1,1,2,1,,1,2,5,2,2,2,2,6,8,3,7,2,3,6,6,9,5,4,5,9,9,6,7,12,9,6,10,8,8,17,11,4,10,20,18,13,16,19,18,14,22,19,17,18,13,12,8,15,7,7,5,5,2,1,2,2,1,,,,,,,,506
