Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.108,muertes.109,muertes.110,muertes.111,muertes.112,muertes.Total 
5803,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,1,,,,,2,,2,,,1,1,2,,1,,1,1,1,2,1,3,1,2,2,2,7,4,2,2,3,1,3,1,5,4,2,4,4,4,2,5,2,3,3,,3,,1,,,,,,,,,,,,,,,,,95
5804,12,1,,,,1,,,,,,,,,,,2,1,1,,1,,1,,,1,,2,1,3,1,2,2,1,,1,,,2,3,1,2,,2,3,4,6,3,4,2,3,4,4,6,2,9,7,6,5,10,5,13,7,10,14,7,15,15,7,17,17,11,12,17,19,17,11,22,20,30,17,22,39,43,36,27,26,22,19,25,16,17,15,11,14,16,4,9,4,3,3,,,,1,1,,,,,,,,798
6101,36,3,,2,,,,1,,1,,,1,,,,1,1,1,2,,2,4,2,2,7,3,3,3,3,6,6,,5,8,2,5,7,5,8,9,5,10,5,5,6,9,10,6,10,13,10,8,8,15,16,20,15,21,17,21,22,14,21,20,32,29,34,27,26,26,33,32,35,21,29,30,24,33,31,34,26,38,44,37,40,31,31,25,35,21,24,15,28,19,10,6,3,4,6,2,3,,,,,1,,,,,,,1371
6102,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,3,,,,1,,,2,1,1,,1,,,1,2,,,,3,,,,2,2,,2,,3,,1,1,2,,1,2,1,2,1,4,3,2,,3,3,2,1,1,1,3,,1,,,1,3,1,,,,,,,,,,,,,,,,,,67
6103,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,1,1,,,1,,1,2,,5,2,1,,,,,,1,,,2,3,2,,,2,3,1,,,2,,3,,3,2,,1,1,,,1,,,,,,,,,,,,,,,,48
6104,3,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,1,,,,2,1,1,,,,4,2,1,2,3,3,3,,1,3,2,1,1,1,4,2,2,2,3,1,2,7,3,1,4,,6,2,1,2,2,5,3,1,3,1,4,2,1,4,1,1,2,2,1,1,,,,,,,,,,,,,,,,115
6105,2,,,,,,,,,,,,,,,,,,,1,,,1,,,1,2,,1,,,,,,,,,,,2,,,1,,,1,1,1,1,,,,2,,,,1,1,2,4,,1,2,1,1,3,1,2,2,3,1,1,1,2,1,4,2,4,2,4,2,2,5,3,5,6,5,1,2,5,,2,2,3,1,,,,1,,,1,,,,,,,,,,,,109
6106,2,,,,,,,,,,,,,,,,1,,1,1,,1,,,,1,,,1,,,,1,,3,,,,,,2,1,1,,2,3,2,,1,5,4,,,2,2,4,3,1,2,1,3,5,2,,5,1,2,2,6,2,6,5,3,4,3,2,5,8,8,2,8,4,5,8,6,4,6,,1,1,5,1,1,1,2,,,2,,,1,,,,,,,,,,,,,178
6107,1,1,,,,,,,,,,,,,,,,1,,2,,,2,,,,,1,,,,1,1,,1,,,,2,,2,,1,,,1,3,1,,,,,2,,,2,,2,,3,1,2,5,3,1,2,3,2,3,3,2,2,3,5,2,1,2,,5,6,5,3,10,5,,3,4,4,6,3,3,4,2,2,1,2,,,,1,,,,,,,,,,,,,,141
6108,5,1,,,,,,1,,,1,,,,,,,,,1,,1,1,,,,1,,,1,,,,,,,,,,1,,,1,1,,1,6,1,3,4,,2,,1,5,2,4,2,3,5,3,4,2,6,1,4,4,3,6,5,4,2,5,2,3,7,9,6,6,4,2,2,8,2,7,6,9,2,3,3,4,,1,4,1,1,1,1,,,,,,,,,,,,,,,,198
6109,3,,1,,,,,1,,,,1,,,,,,,,1,,,1,,,,1,,,1,,,,2,1,1,,,,,,1,,,1,,2,,,,1,1,1,,1,2,,,2,3,1,2,4,1,3,1,2,1,3,3,,2,2,,3,1,3,1,3,4,2,1,2,3,4,1,6,3,2,1,4,1,1,,2,2,1,,,1,1,,,,,,,,,,,,,107
6110,,1,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,1,2,,,,,,,1,,,,1,,1,,1,1,,1,,,2,1,2,,1,,3,1,,1,2,3,,4,3,1,4,1,,3,1,,3,,3,2,2,2,4,8,9,3,5,2,1,3,3,4,4,2,,1,2,1,1,1,1,,,,1,,,,,,,,,,,,,116
6111,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,1,,,,,,,2,,,1,1,1,,1,3,1,1,,1,1,1,3,2,4,2,,1,,2,2,1,1,1,3,3,1,,3,,7,3,1,1,3,,2,1,,,,2,,,3,,,,1,,,,,,,,,,,,74
6112,5,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,2,,,1,3,3,2,1,2,4,,,,2,1,1,1,,2,1,1,1,,4,1,1,3,2,,1,2,1,4,6,1,2,3,3,3,3,5,2,3,1,3,,2,5,2,,1,,,,,,,1,,,,,,,,,,103
6113,2,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,1,,,,,1,,1,,,1,,1,,,,,1,,1,1,,1,,1,2,,,1,1,3,,2,2,2,,1,3,2,2,3,1,2,1,5,3,2,2,4,7,4,6,3,5,3,4,3,9,3,6,4,1,2,2,,2,4,3,1,,,,,,,,,,,,,,,,,,131
6114,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,1,1,,1,,,1,,,,,,,,2,,1,,,1,1,,1,1,1,1,1,,,,,1,,,,1,2,1,2,2,2,,,,3,3,3,4,2,2,3,2,2,1,1,4,3,1,3,1,,2,2,1,,1,1,1,1,,,,1,,,,,,,,,,,,,76
6115,6,,,,,,1,,,,,,,,,,2,,1,,,1,,,1,,,,1,,,,1,1,,,,1,2,1,1,1,,,3,2,1,3,1,3,4,3,5,6,2,3,4,7,1,6,5,4,4,4,2,6,5,7,6,10,7,9,5,7,5,14,4,8,10,6,12,8,13,8,15,9,7,4,5,7,5,6,5,7,7,6,3,1,3,,,1,,,1,,1,,,,,,,337
6116,1,,,,,,,,,,,,,,1,,,,1,,,1,,,,1,,,,,,,,,,2,,3,,,1,1,2,,1,,1,,2,2,1,1,2,,1,,1,1,1,1,2,3,,2,1,1,2,4,4,2,3,3,6,2,2,2,3,4,6,4,1,9,5,4,3,2,3,5,7,3,5,1,1,,2,1,1,,1,,1,,,,,,,,,,,,,140
6117,4,,,,,,,,,,,,1,,,,2,,1,,2,,,1,1,,,,,,1,1,,,,,,1,3,1,,,,1,1,4,,1,2,1,3,2,5,5,4,4,2,8,4,2,4,,4,1,4,5,6,7,3,10,6,4,5,5,5,8,7,9,7,12,10,11,2,11,7,7,8,10,8,11,7,4,8,3,2,3,2,3,,,1,,,,1,,,,,,,,,299
6201,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,1,,,,1,1,2,,1,,1,1,1,,3,1,1,3,3,1,1,2,2,5,2,6,1,5,,2,1,4,2,2,1,5,2,7,3,2,1,6,1,1,3,1,3,3,2,2,2,1,1,,,,,,,,1,,,,,,,,,109
6202,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,1,1,,,,,2,,,1,,,1,,,,1,,2,,2,,2,,1,1,1,1,,2,,1,,1,,,,,,,,,,,,,,,,,25
6203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,1,,,,1,,,,,2,,1,,,1,,2,1,,1,,1,2,2,,1,1,3,1,,2,1,2,1,,1,1,1,1,1,,,,,,1,,,,,,,,,,,,,36
6204,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,1,1,,,,1,,,1,2,,2,1,3,,1,1,1,3,,1,1,1,2,1,,,,1,2,2,2,,2,,2,2,,3,,3,2,1,1,,,,,,,,,,,,,,,,52
6205,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,1,,,,,1,1,2,2,,1,1,1,2,1,2,2,1,2,3,2,2,3,,,2,1,5,1,2,3,1,1,1,,,1,,,,,,,,,,,,,,,,,,52
6206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,1,1,1,1,,1,,2,,1,,1,1,,1,,,2,,3,4,2,,,,3,1,1,,,2,1,1,1,,,1,2,1,1,2,,,,1,,,,,,,,,43
6301,6,,1,,,,,,,,,,1,1,,,2,,,2,,1,2,1,2,2,2,1,2,,2,2,2,1,2,2,,1,,1,2,3,5,3,,1,4,1,1,2,5,3,4,4,4,4,5,4,6,5,4,8,8,8,6,5,5,9,8,17,5,7,6,13,7,11,9,11,10,13,7,17,15,15,12,14,18,10,22,10,12,5,10,4,3,3,,4,3,1,3,1,1,,,,,,,,,,,465
6302,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,,1,1,2,1,5,,,,1,,2,,2,,1,1,1,,,2,,2,2,2,3,3,,1,3,2,1,3,1,2,1,7,2,9,3,5,6,5,4,3,4,,3,2,1,2,2,1,1,,1,,,,,,,,,,,,,113
6303,4,,,,,,,,,,,,,,,,,1,,1,2,1,,,,,1,,,,1,,2,,,1,,1,,1,,1,1,,2,1,1,,2,1,1,3,2,1,3,1,3,2,3,5,1,1,2,1,5,4,2,1,2,9,4,1,4,7,6,7,7,4,5,3,6,3,5,6,7,6,9,5,10,8,3,4,3,2,4,1,,1,1,,,,,,1,,,,,,,,,210
6304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,2,1,1,,1,,,,1,2,,1,4,1,,,2,1,1,1,2,2,,1,1,2,2,,,3,1,2,,,1,,,,1,,1,1,,,,,,,,,,,,,,,42
6305,3,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,1,,,1,1,,,2,,1,,1,1,1,,1,,,1,1,,2,3,1,2,1,4,3,,2,3,1,6,2,1,3,2,1,1,5,4,,2,4,2,2,6,5,5,1,,3,,3,,3,,1,1,,1,1,,,,,,,,,,,,,,105
6306,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,2,,1,,,1,1,1,,,1,1,,1,,2,1,1,,3,,,,,1,1,,,2,1,1,4,1,3,2,6,1,4,,1,2,1,3,2,8,1,2,3,2,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,80
6307,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,1,,,,,2,1,,,1,,2,1,,,,,1,,2,,1,,2,1,1,1,,2,1,3,1,,1,2,1,1,1,4,2,3,2,3,2,,2,1,,2,2,1,3,4,1,2,2,,2,1,,,1,,,,1,,,1,,,,,,,,,,,75
6308,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,1,,2,,,2,,1,,1,,,,,,1,1,,1,,,,2,1,1,2,,1,1,,,,4,,3,1,,2,1,1,1,,4,,2,2,3,1,1,,1,2,,,2,2,,,,1,,,,,,,,,,,,,,58
6309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,,1,1,,,,2,1,2,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,16
6310,3,,1,,,,,,,,,,,,,1,,,,,1,,,,,2,,,3,,1,,,,,,,,1,1,1,,1,,1,,2,1,,,1,1,4,1,,3,3,,2,3,5,2,2,2,7,3,2,6,2,4,5,2,5,4,6,13,3,7,8,7,8,7,9,7,9,11,8,9,7,5,8,6,4,4,3,3,2,3,2,,,,,,,,,,,,,,,248
7101,25,1,,1,2,1,2,1,,,,,,,1,1,1,2,1,4,2,3,6,,2,,2,1,4,2,5,4,1,,,3,,3,3,4,6,1,4,2,2,6,7,6,5,10,9,13,11,8,6,12,15,16,23,13,14,15,19,14,18,25,23,29,23,18,22,19,22,25,35,32,22,27,25,33,27,43,36,47,43,40,39,33,31,26,20,19,25,14,17,15,12,12,7,5,2,1,3,2,1,,,,,,,,,1243
7102,7,,,,,,,,1,1,,,,1,,,,1,,,,,,1,1,4,2,1,2,,1,2,,1,1,,,,,,2,,,,2,,3,1,3,,1,2,2,3,1,4,2,4,4,7,6,3,1,3,2,5,6,4,4,9,3,7,6,3,8,4,12,9,4,7,6,5,8,7,5,3,7,8,7,7,1,3,4,3,4,,2,1,2,,,,,,,,,,,,,,,257
7103,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,1,,1,,,2,1,,,1,1,1,,3,2,,2,,1,,1,3,1,2,2,,1,2,2,3,1,4,,3,2,3,1,,5,2,4,2,5,1,2,2,2,,1,,1,2,1,,,,,,,,,,,,,,,81
7104,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,1,1,,1,,,,,,1,,,1,,,2,,1,2,1,,1,2,,1,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,,23
7105,5,,1,,1,,1,,,,,,,,,,2,,,,,2,,,,,3,,,,2,,,1,1,,,,1,,,,,,,,,,1,1,,1,2,,2,2,2,,,2,2,3,4,1,,2,2,,1,6,2,3,4,6,2,3,3,1,4,3,3,5,4,6,2,1,3,1,4,3,1,1,1,1,1,,1,,,,1,,1,,,1,,,,,,,,126
7106,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,1,,,,,,,,,,,,,,2,,,,1,,,,,1,,,,,,1,,1,,,1,1,,2,1,1,1,1,1,1,,,1,,,3,,1,3,1,,2,2,1,2,1,4,,1,,,,1,,,1,1,,,,,,,,,,,,,,,,47
7107,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,2,,,1,1,1,3,2,,1,2,,,1,2,3,1,,2,,1,2,1,2,2,1,2,1,,,3,,1,,1,,,1,1,,,,,,,,,,,,,46
7108,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,1,1,,,,,2,1,3,1,2,,2,,,2,1,2,1,2,,,2,3,2,1,4,,1,3,,2,3,1,2,1,1,1,9,4,4,1,3,2,3,1,1,1,,3,2,1,,,,,,,,,,,,,,,,,,,90
7109,8,,,,1,,,,,,,,,,,1,,,,,,,,2,1,,,,,,1,,1,,,1,,1,1,,,,,2,,1,3,1,,4,1,1,2,1,3,2,3,5,4,2,2,7,5,5,3,9,4,7,3,5,5,7,5,7,6,6,6,5,4,5,5,6,5,6,11,10,6,8,2,7,7,3,2,5,,2,4,,2,1,1,,,,,,,,,,,,,252
7110,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,1,,,,,,,,1,1,1,,1,,,,1,1,2,,,1,3,2,2,1,,2,1,2,1,1,2,2,2,,2,1,,,3,2,2,1,1,,,1,,1,1,,,,,,,,,,,,,,,,,52
7201,6,,,,,,1,,,,,,,,,,,1,1,,,,,,,1,2,,1,4,1,1,,1,,2,2,,1,2,,1,5,1,1,1,1,3,1,3,,2,3,6,,1,2,1,4,1,4,7,,8,2,2,6,2,6,4,8,13,7,9,5,7,8,12,7,12,8,8,13,6,3,10,8,18,6,15,6,5,6,2,8,3,2,4,2,,2,,,,,,1,,,,,,,329
7202,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,1,,,,,,1,1,1,,2,1,,,1,,1,,,,,3,3,1,2,1,1,2,2,2,1,2,2,1,,4,3,4,2,2,,,3,2,,2,,1,2,1,1,1,1,,,,,,,,,,,,,,,66
7203,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,1,1,,1,1,,,,,,1,1,,,,3,1,,,2,1,2,3,2,1,3,,1,2,1,,,1,,,,1,,,,,,,,,,,,,35
7301,16,,,,2,,1,,,,,,,3,1,1,,2,,1,2,1,2,1,2,3,1,2,,1,,4,2,2,2,5,4,4,2,3,7,4,6,5,1,,1,3,5,5,5,6,6,11,8,8,7,7,11,9,22,12,15,12,13,14,17,14,21,15,18,16,17,15,19,23,21,15,17,18,17,18,25,30,18,27,36,24,13,18,17,17,12,13,14,9,3,5,1,4,1,2,,2,,,1,,,,,,,846
7302,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,1,,2,,1,,,2,1,3,,,,,,,1,1,,1,1,1,2,2,1,,1,1,1,1,,2,2,,1,3,,3,4,,1,1,2,,,,,4,,,,,,,,,,,,,,,,,,54
7303,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,1,,,,,,1,,,,,,,,1,1,1,,3,1,,1,1,,3,,,,,1,1,1,1,,2,4,1,,,,2,1,,1,1,,1,1,2,1,1,2,,,1,2,1,,1,,,,,,,,,,,,,,47
7304,4,,,,,,,,,,,,,1,,,,2,,,,,1,,1,,,,1,1,,1,1,1,1,1,1,2,,1,2,3,4,1,,1,2,3,2,1,2,2,4,8,3,5,1,4,5,2,5,2,4,3,6,7,7,8,6,6,8,12,8,11,7,3,7,8,8,12,6,6,3,14,7,6,14,8,5,8,12,3,3,8,7,,3,3,1,,,,1,,,,,,,,,,,331
7305,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,1,1,2,,1,2,1,,2,2,,1,,1,1,1,,1,2,1,1,3,1,,3,1,1,1,1,,1,3,2,1,4,,4,,2,1,1,,,1,2,,1,1,,,1,,,,,,1,,,,,,,,,,64
7306,4,,,,,,,,,,,,,,,,,,1,1,,,,2,,,1,1,,,1,,,,,,,1,,,,,,,2,,,,,,3,2,1,,,,,,3,1,,,1,,,1,2,2,4,3,,1,,2,2,1,4,1,3,4,2,2,2,2,2,2,,1,2,1,,1,4,,,1,1,1,,,,,,,,,,,,,,,,79
7307,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,1,,,1,,,,1,,,,,,,,2,1,,1,,2,1,2,3,,,,1,1,,1,1,1,,2,2,3,1,4,7,3,4,3,,3,6,1,2,3,4,3,2,2,2,5,4,1,3,1,3,5,,,1,1,1,,,,,,,,,,,,,,,,,106
7308,2,1,,,2,,,,,,,,,,1,,,,,,1,2,1,,,,,,1,,,,,,1,,,,1,,,,1,,1,,2,2,,2,1,3,,2,5,1,2,1,3,2,1,2,6,2,1,1,2,4,4,3,1,2,5,6,4,1,5,4,1,5,4,3,6,8,4,4,5,6,4,2,4,4,1,4,,2,,,,,1,,,,,,,,,,,,,163
7309,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,1,1,,,,,,,,1,,1,,,,,,1,,2,,,,1,,,1,1,,1,,,,1,1,1,,2,1,,,,,1,,,,,,,,,,,,,,,,,,24
7401,10,,,,,,,,,,2,,1,1,,,,,,,,2,1,4,,1,2,1,,3,1,2,,1,1,3,1,,2,1,2,1,1,,,4,4,5,3,2,4,9,3,4,5,5,7,6,11,6,4,8,5,8,13,16,11,12,15,13,9,8,15,17,16,12,18,23,17,18,16,11,13,19,20,19,16,21,17,10,9,12,13,9,8,7,3,3,4,,2,2,1,,,,,,,,,,,615
7402,2,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,1,1,1,1,,1,1,,3,,2,1,1,2,,,1,2,,2,,1,2,3,4,1,1,,2,5,2,4,4,4,1,3,1,4,3,1,1,5,6,,2,6,4,6,4,6,3,1,,1,,1,,2,2,,,,1,1,,,,,,,,,,,123
7403,4,1,,,,,1,,1,,,,,,,,,1,1,2,,,,2,,1,,1,,1,,,,1,,,,1,2,,1,1,,1,,1,,,1,1,2,3,2,1,2,2,3,6,2,5,3,5,1,5,2,2,2,5,3,5,5,4,6,5,5,8,7,6,7,7,1,7,3,9,7,3,6,4,5,5,3,7,3,3,4,,1,1,,1,,,1,,,,,,,,,,,221
7404,5,,,,,,,,,,,,,,,,,,3,1,2,1,1,1,1,,,,,,,,1,,1,,,,,,,2,,,,,,1,3,1,3,,1,1,6,2,3,2,2,2,8,5,4,2,4,3,4,3,2,4,4,2,6,7,7,6,10,7,5,9,6,6,10,6,9,11,8,8,5,5,5,7,2,3,5,2,5,2,,1,,1,,,,,,,,,,,,255
7405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,,,,,,,,3,2,,,3,,,2,2,2,2,,1,1,1,2,1,,2,2,1,4,2,,3,1,1,1,2,2,1,2,7,3,4,4,4,3,3,,3,2,3,,1,,1,2,1,,1,,,,,,,,,,,,,,92
7406,7,,,,1,,,,,,,,,,,,,,1,,,,2,2,,,,,,,,,,1,,,,,,,1,2,,1,,1,1,1,2,2,3,1,3,5,1,,1,2,3,1,5,5,,6,11,5,5,7,11,8,5,7,7,12,11,7,7,6,11,10,6,8,5,13,12,12,12,10,9,7,9,8,2,6,4,5,,2,,,,,3,,,,,,,,,,,324
7407,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,1,,,1,,,,,1,,1,1,,,,,1,,,,,,1,1,1,,1,3,1,,3,4,2,3,7,2,1,2,5,2,,2,3,3,4,5,5,2,3,1,3,2,1,4,2,1,1,2,2,2,2,,2,1,,,,,,,,,,,,,,102
7408,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,,,,1,,,,,,,,,1,1,,,2,,,2,,,,1,,,1,1,,3,2,4,1,4,2,1,1,1,6,,2,1,4,3,5,1,3,,2,2,4,3,2,2,,5,3,5,1,1,3,3,2,,4,,,,,2,,,,,,,,,,,,,,,,102
8101,21,,1,2,,,1,1,2,,,1,,1,,,1,1,1,1,2,2,2,4,4,3,2,5,2,2,1,3,,3,7,5,5,1,4,4,4,7,5,4,6,4,9,11,7,11,5,11,11,7,16,10,15,19,14,13,22,22,15,18,21,25,24,20,32,24,28,31,35,27,31,42,28,26,31,32,39,46,41,43,42,47,36,28,38,42,42,35,20,14,19,10,11,9,11,6,6,4,3,1,1,,,,,,,,,1412
8102,12,,,2,,1,,,,1,,,,1,1,,2,,2,1,1,2,1,,2,1,3,1,,6,,1,2,,2,1,2,1,1,2,1,1,2,4,2,5,6,4,3,8,8,8,4,9,7,7,5,15,14,9,13,12,11,10,13,9,7,9,12,14,8,14,9,14,15,14,19,11,19,13,17,10,17,16,18,20,11,11,16,9,12,11,6,7,3,1,4,2,,3,1,,1,,,,,,,,,,,616
8103,6,1,,,1,,,1,,,,,,,,,1,,,1,1,,1,,2,1,1,1,2,1,,,,1,2,1,,1,3,,,1,2,3,2,2,3,2,5,1,4,7,2,4,8,6,6,4,7,4,6,5,6,2,11,9,11,11,8,11,5,11,10,6,13,9,12,10,8,11,8,2,21,11,15,12,13,9,10,11,11,9,5,9,6,2,5,8,1,3,2,2,1,,1,,,,,1,,,,455
8104,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,1,,1,,1,1,,,,1,2,2,1,,1,2,,1,,2,3,2,,3,3,6,6,3,2,6,5,1,1,2,2,3,2,3,3,2,2,1,3,2,,2,1,,,,1,1,,,,,,,,,,,,,,92
8105,2,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,1,1,,,,1,,1,1,,,1,,,,2,,1,2,2,2,1,,,1,2,,1,1,3,,,2,,6,1,3,3,3,2,,5,5,2,3,2,2,4,3,1,5,3,2,6,4,2,2,8,5,4,1,2,1,2,,,,2,1,1,,1,,,,,,,,,,,,,,,128
8106,1,,1,,,,,,,,,,,,,3,,,,2,,,1,3,1,,2,1,1,,,,1,1,2,2,1,2,1,2,1,,,4,2,3,1,1,2,3,5,1,6,3,1,7,3,2,4,9,6,7,3,3,6,9,4,12,5,5,15,3,11,9,6,8,8,6,6,9,6,14,13,10,9,14,6,10,8,9,6,3,3,4,3,3,2,3,,1,2,2,,,,,,,,,,,,358
8107,2,1,1,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,1,1,1,1,,,1,1,,1,1,1,1,1,2,3,1,2,1,1,5,3,4,1,2,4,6,6,5,5,2,,7,1,1,3,4,7,6,9,6,9,7,8,4,5,7,5,4,5,3,9,13,5,4,8,5,6,9,5,6,10,4,5,3,5,1,1,1,,1,1,,,,1,,,,,,,,,276
8108,11,,1,1,1,1,,,,,,,,,,,1,3,,1,,2,4,2,4,,2,1,3,2,4,,4,,3,1,,2,3,1,3,1,3,1,3,6,5,11,5,8,4,1,3,5,6,4,5,10,9,6,14,10,6,10,10,7,12,11,9,11,9,12,4,10,11,12,17,11,5,18,17,13,16,13,18,8,10,8,7,10,10,7,7,8,3,7,2,2,1,4,2,,2,,,1,,,,,,,,542
8109,3,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,1,,1,1,2,2,,1,,,1,,1,3,3,,1,,3,,,,,1,5,,2,3,2,2,4,2,2,2,4,3,3,2,3,4,1,1,7,1,5,4,3,4,2,,,2,,1,,3,,,,,,,,,,,,,,,,106
8110,13,,,,,1,,,,,1,,,,,2,2,2,1,,1,3,2,1,3,1,1,2,1,1,2,2,2,1,,1,1,2,1,3,4,4,3,5,6,8,2,7,5,6,9,7,8,7,6,16,19,12,16,25,19,17,21,8,17,17,17,13,28,23,22,19,18,27,25,22,22,27,30,30,34,22,24,29,32,26,26,30,15,28,19,22,12,13,8,8,10,9,4,,3,1,1,,,,,,,,,,,1026
8111,3,,,,1,1,,,,,,,1,,,,1,1,,1,,1,1,,2,,1,,,,,,2,2,1,1,,,1,,1,1,1,3,1,4,1,2,4,1,2,2,2,2,1,1,2,4,6,1,3,7,10,3,7,8,8,8,8,5,10,12,10,9,12,7,11,9,14,8,11,9,9,7,17,13,10,6,11,12,10,6,7,9,1,3,2,1,2,1,,,1,1,,,,,,,,,,381
8112,7,,,,,,,,,,,,2,,,,,,1,1,4,1,,,,1,2,,2,1,2,2,3,2,3,1,2,1,2,3,1,2,1,1,1,2,4,3,3,2,5,1,8,4,7,9,5,8,7,5,9,14,8,12,4,5,8,9,7,6,20,14,11,17,26,11,23,16,12,20,16,15,18,17,19,25,12,14,17,9,12,4,3,8,8,1,2,2,1,1,1,,,1,,,,,,,,,,580
