Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.108,muertes.109,muertes.Total 
7307,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,1,,,1,1,,3,1,,1,2,,3,2,,1,4,2,1,,5,3,3,1,1,2,2,3,2,1,1,,3,2,1,2,2,6,3,5,3,3,4,3,5,2,3,2,2,2,1,,1,,,,,,1,,,,,,,,,,107
7308,3,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,1,2,,,1,1,2,2,1,,2,3,2,,,1,,3,,3,4,,3,2,3,3,1,2,3,2,4,1,3,3,6,3,2,3,4,3,4,4,8,6,1,5,2,4,1,,1,3,2,1,2,1,3,1,1,,,,,,,,,,,1,,,136
7309,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,1,,,,,1,1,1,,,,1,1,1,,,,,,2,1,,1,,1,,,,,,,2,,,,,,,,,,,,,,,,,20
7401,8,,,,,,1,,,,,,,,,,1,2,,1,2,1,3,,2,2,1,1,1,2,4,3,3,3,,2,1,2,1,4,3,2,2,2,6,4,6,4,11,10,6,6,,4,3,7,4,2,4,10,5,5,12,13,9,8,10,5,7,14,7,7,6,13,21,10,6,13,16,20,14,11,13,12,16,14,17,8,11,8,12,4,7,4,4,4,1,5,2,2,,1,1,1,,,,,,,526
7402,4,,1,,,,,,,,1,,3,,,,,,,1,,,2,,,,,2,,,,,,,,1,,,1,1,,,2,1,,1,1,,1,,,,1,,1,3,,2,1,2,3,1,1,3,2,2,4,5,1,2,4,3,3,4,1,1,4,2,6,5,1,9,3,2,4,1,3,2,3,,3,1,2,1,,,,,,,,,,,,,,,,,125
7403,1,,,1,,,,,,,,,,,,,,,1,,,,,1,,1,,,,3,,2,,1,1,,1,,,,,1,1,1,,,2,1,,2,1,3,3,,1,1,4,,,4,5,,2,2,3,2,1,6,6,2,3,3,2,4,2,6,8,4,12,5,3,5,4,8,7,3,5,6,3,2,,,2,2,3,1,3,,,,,,,,,,,,,,173
7404,9,1,,1,,,,,,,,1,,,,,1,,,1,,2,,,,,1,,,,,1,1,1,,,,1,3,1,1,2,3,,2,1,5,2,,5,2,3,2,2,1,3,3,2,2,2,4,5,4,3,3,2,10,4,4,5,8,6,7,4,7,3,9,9,4,10,8,9,6,3,6,10,10,9,5,7,3,4,4,5,3,3,,1,1,2,,,,,,,,,,,278
7405,1,,,,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,2,,,1,,,1,1,2,1,,1,2,1,,4,1,1,,1,1,1,1,2,1,1,1,2,,3,2,,,2,3,,2,3,1,3,5,2,3,2,1,2,3,3,3,,5,1,3,1,,,1,,1,,,,,,,,,,,,,,89
7406,5,,,1,,1,,,,,,,,,,1,,,2,,,2,,1,1,1,,,2,,,1,1,1,2,,,1,,,1,,1,1,2,1,4,1,2,1,1,3,5,4,1,3,5,6,4,5,4,5,6,5,1,7,3,7,6,9,4,7,6,8,3,11,8,8,10,11,8,9,9,8,6,11,9,4,9,4,5,5,3,,2,,1,,,1,,,,,,,,,,,297
7407,1,,,,,,,,,,,,,,,,,1,,,,,,2,,1,1,,,,1,,,,1,1,1,,1,,,,,,2,,,,3,,1,,1,2,4,4,1,4,2,3,1,2,1,4,5,3,1,2,4,,1,3,2,,1,3,,2,3,2,2,3,2,1,2,3,2,4,4,3,1,,,1,2,,1,,,,1,,,,,,,,,,110
7408,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,1,,1,,1,1,,,,,,,1,,1,,,,,1,1,,1,,1,1,,2,,,1,,2,2,1,,1,2,,1,1,4,3,1,1,,1,,2,5,,2,,4,4,3,4,6,3,3,2,3,,,1,5,2,1,,,,,,,,,,,,,,,,,87
8101,29,2,1,1,1,,1,,,1,,,1,,1,2,,1,1,,3,4,3,2,1,,5,4,5,1,3,4,2,3,3,2,8,5,8,5,7,6,5,10,9,9,6,4,8,6,13,12,11,13,18,12,18,12,16,19,11,18,23,22,17,22,20,22,26,24,26,27,32,19,24,31,29,24,33,30,38,34,32,33,38,34,32,34,34,21,25,12,23,18,20,10,10,14,5,6,2,4,2,1,,1,,,,,1290
8102,12,,,,,1,,,,,,,1,,,,1,2,1,3,,1,1,,,1,1,1,,1,3,,2,3,2,1,3,2,4,1,,4,2,3,3,3,2,4,5,3,3,7,8,1,9,6,3,10,6,5,7,8,5,8,7,11,8,8,11,8,16,12,9,11,11,12,11,14,11,13,14,11,10,14,9,8,13,6,5,5,7,1,7,7,3,4,5,,1,2,1,,,,,,,,,,469
8103,6,,,1,,,,,,,,,,,,,,,,2,2,2,1,4,,1,1,,,,1,,2,1,1,3,2,2,,2,2,2,2,1,4,2,3,2,3,3,7,3,3,6,3,5,4,3,5,4,6,7,5,6,6,13,9,6,7,4,10,7,11,8,10,6,9,9,5,8,9,12,10,11,13,6,7,14,10,9,9,10,10,6,6,4,2,2,,,,,,,,,,,,,403
8104,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,1,,,,1,1,1,1,,,,1,1,2,1,,1,1,,2,1,,3,,,,,1,,,,1,1,,,1,2,5,4,1,1,2,1,1,2,1,4,2,,2,2,,1,1,4,1,,1,1,3,,,1,,1,,,,,,,,,,,,,,69
8105,3,1,1,,,,,,,1,,,,,,,,1,1,1,,,,1,,,2,,2,,,,,,,,,1,,,,,1,3,3,,,2,2,2,2,,,2,2,1,,2,2,1,4,3,3,3,1,2,3,2,3,4,1,4,1,2,3,2,5,3,1,4,4,2,2,2,7,2,3,4,2,4,1,1,3,,,,1,,,,,,,,,,,,,,132
8106,6,,2,,,,,,1,,,1,,1,,,,1,1,,1,,3,,1,2,4,1,1,,2,1,,,1,,2,2,3,3,,3,,1,4,3,2,1,,2,3,3,,4,1,5,4,6,7,3,6,5,9,3,7,8,7,4,6,8,8,8,5,7,7,6,5,9,10,7,7,6,9,9,16,6,8,7,5,3,5,5,4,4,2,1,1,1,,2,3,,,,,,,,,,331
8107,6,,,,,,,,,,1,,1,,,1,,,1,,1,,1,,,,,,1,1,1,,,1,,,1,1,,3,,1,2,,1,,3,3,1,,1,1,2,4,5,2,5,2,6,1,8,2,3,6,6,4,5,5,3,7,6,9,6,4,2,8,5,3,8,11,6,7,8,7,5,4,9,3,4,5,3,7,3,5,2,1,1,2,1,,,,,,,,,,,,255
8108,14,,,1,,,2,,,,1,,,,,2,,2,2,1,2,,2,2,1,,1,1,1,5,1,2,1,,2,1,2,1,3,4,3,2,1,5,4,3,1,2,5,1,8,3,5,,1,5,8,4,5,11,8,7,8,9,6,4,11,16,9,7,5,12,13,15,6,9,8,9,7,8,8,7,8,10,10,3,11,9,10,5,6,4,8,10,2,5,1,3,1,,2,,,,,,,,,,434
8109,1,,,,,,,,,,,,,,,,,,1,,,2,,,,,,1,,,,,,,,1,,,1,,,,,1,1,1,,1,,2,1,1,1,1,4,,,2,2,2,6,,3,1,2,2,2,2,1,,2,,1,3,1,5,2,,4,2,,4,6,3,1,4,5,3,3,3,3,1,2,1,3,,2,,,,,,,,,,,,,,110
8110,21,1,1,1,,,,,,,,1,1,1,,1,2,3,2,1,2,1,3,1,2,,3,1,1,,3,,1,3,4,4,1,2,1,4,6,4,9,9,4,8,11,5,8,9,7,6,9,17,9,8,9,1,13,13,14,14,10,11,11,17,25,17,20,9,18,14,16,23,20,23,21,31,32,28,20,18,27,29,24,23,22,20,20,15,7,11,14,12,8,11,6,10,1,1,1,,,,1,,,,,,913
8111,6,,,,,,,,,,,,,,1,,,,,1,2,1,,,,1,,2,,,,,1,,3,,2,2,1,3,1,2,1,3,,1,3,5,,4,1,3,6,2,3,5,5,6,3,7,2,6,4,7,10,5,3,13,4,3,4,3,7,8,13,6,8,4,6,12,10,12,9,14,7,6,2,3,5,6,11,7,5,6,4,2,,1,1,,1,,1,,,,,,,,328
8112,4,1,1,,1,,,,,,,1,,,,1,1,1,,2,1,,1,1,1,,,2,3,3,2,1,1,1,1,2,2,,2,,3,2,1,6,4,4,1,7,2,7,3,7,5,4,3,8,12,6,4,9,6,9,6,6,9,11,6,7,11,12,5,10,17,19,16,14,13,16,15,9,16,11,5,10,14,8,10,8,5,8,8,5,6,7,4,4,2,1,2,,,2,,,,1,,,,,489
8201,4,,1,,,,,1,,,,,,,,1,,1,1,,1,,,,,2,,,2,1,,,,1,,1,1,2,1,1,1,,1,1,2,,2,1,1,4,,,2,,3,2,2,2,3,1,1,1,4,1,3,4,4,3,1,7,5,2,7,7,4,7,,7,4,4,3,3,6,3,8,4,2,5,3,2,3,2,1,2,3,1,,1,,,,,,,,,,,,,178
8202,4,1,,,,,1,,,,,,,,,,,,2,,,1,2,1,1,,1,1,,1,,,,1,2,,2,1,,,,2,3,,,2,3,1,,2,,2,,3,3,3,3,3,5,4,,4,3,2,3,5,4,5,4,2,1,,7,3,4,1,4,3,4,6,3,3,8,7,6,4,7,3,2,4,1,3,6,1,1,,2,,1,,,,1,,,,,,,,189
8203,4,1,,,,,,,,,,,,,,,,2,1,1,,,1,1,1,2,,1,,2,,1,,,,,1,1,,2,,,3,,3,1,3,4,,,,2,1,,1,3,,2,2,,,6,2,5,1,4,5,8,3,3,3,4,2,9,2,6,6,8,9,2,6,4,3,4,4,1,4,5,4,4,5,2,3,2,3,2,1,4,1,2,,,,,,,,,,,199
8204,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,1,2,,,2,,2,,1,,,,,,3,1,,1,,1,,1,1,,1,1,,1,1,,2,1,,1,,2,,,1,1,,,,1,,,,,,,,,,,,,33
8205,5,,,,,,,,,,,1,,1,,1,,,1,,,,,,,,,1,1,1,1,2,,2,2,1,,,1,2,1,4,,2,1,1,1,,2,,2,1,,1,2,1,,2,2,1,3,2,2,4,5,4,,3,4,4,,3,2,4,3,2,2,9,5,3,8,6,5,6,5,2,5,3,5,6,,5,2,,1,,,,,,1,,,,,,,,,,171
8206,3,,,,,,1,,1,,,,,,,1,,,,1,,,1,,1,1,,1,,,3,1,,,,,,1,,2,,3,2,,,1,1,2,,1,2,2,,3,1,2,1,1,4,1,,,2,2,2,,1,2,,4,6,5,4,2,5,2,5,4,5,9,3,4,3,1,10,8,3,9,3,1,1,,3,1,1,,1,1,,,,,,,,,,,,,158
8207,2,,1,,,,,,,,,,,,,1,,,,,1,1,,,1,,,,,,2,,1,,,1,1,1,1,,1,,,1,,2,2,1,,,,2,,1,,,1,2,3,1,,1,1,1,1,,1,,,3,1,,3,2,1,,2,1,3,2,2,1,,1,1,,,2,2,,1,,1,1,,1,1,,,,,,,,,,,,,,68
8301,23,4,3,1,,,,2,,,,1,2,1,,1,3,3,,4,3,1,2,6,2,2,3,6,4,4,3,1,2,8,7,6,6,1,6,6,7,7,5,4,5,6,9,8,10,6,7,8,9,11,14,11,11,12,9,12,16,14,19,19,15,20,19,18,18,25,18,22,18,29,26,21,25,27,24,33,30,30,19,29,24,21,17,16,25,18,16,15,19,17,8,7,5,6,3,3,2,1,,,,,,,,,1055
8302,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,3,,,,,1,2,1,,1,1,,2,1,1,2,1,1,,,2,,,1,1,,,1,1,1,,,,,,,,,,,,,,,29
8303,2,,,,,,1,,,,,,,,,,,,1,1,,2,,,,1,,2,,1,,,,,,,,,,1,1,1,,1,1,1,2,,1,2,2,3,,1,1,3,,1,,1,,3,2,,1,4,3,,6,,5,4,4,1,7,2,3,2,3,3,7,5,3,7,1,2,3,2,3,4,2,1,3,,,1,,,2,,,,,,,,,,,,133
8304,3,,,1,,,,,1,,1,1,1,,,1,,,,,,1,,,,1,1,,1,1,,,,,,,2,1,,,1,,2,1,1,,,1,,2,1,,,,2,2,1,,1,3,3,3,1,3,1,3,2,1,3,3,4,1,3,2,2,4,1,2,2,3,1,6,3,3,2,3,3,3,1,1,,3,1,,,,1,,,,,,1,,,,,,,,114
8305,4,,,,,,,,,,,,,,,,,,,3,1,1,,1,,,3,,,,,,1,,,1,2,1,,,,,1,,2,1,,,1,,1,4,,1,3,1,1,,4,2,1,2,1,4,1,1,2,3,2,5,2,2,1,3,10,6,7,5,8,11,2,6,7,6,7,3,5,7,4,,4,5,1,1,,2,1,,,1,,1,,,,,,,,,180
8306,2,,1,,,,,,,,,,,,,,,,,,2,,,1,,,1,2,,2,,1,3,1,,,,2,,1,,,,,1,2,2,2,,,1,,2,1,1,2,2,,2,3,,3,6,3,2,4,1,1,3,4,3,2,4,2,4,4,7,6,2,6,6,3,5,5,1,3,2,3,2,6,,3,1,3,1,2,2,,,2,,1,,,,,,,,,158
8307,1,,,1,,,,,,,,,,,,1,,,1,1,1,,,,1,,,,1,,,,,1,,,,,1,,,,1,,2,,1,1,1,,,1,,2,1,1,,2,,,,1,2,1,1,,1,1,1,1,1,,4,1,1,2,2,2,2,2,,1,1,2,2,2,1,3,,,,2,,1,2,1,1,,,,,,,,,,,,,,68
8308,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,1,,2,1,,1,,,1,1,1,2,1,1,1,,,2,1,,1,1,1,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,30
8309,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,1,,,1,,,1,,,3,,,1,1,,1,,2,1,,4,1,2,2,1,,,1,,2,,2,3,,1,,2,1,2,1,1,2,1,,,,,,,,,,,,,,,,45
8310,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,1,1,,2,,1,,1,2,,,,1,,1,,,,1,,,,2,,,,,,1,,,,,,,,,,,,,,,19
8311,,,,,,,,1,,,,,,,,,,,,2,,,,1,,,1,,1,1,1,1,,,1,,1,1,,,,1,,,,,1,1,,,,2,,,1,1,,1,1,1,2,2,,,,2,2,,,1,1,,1,1,3,1,1,1,2,3,4,3,4,5,,1,2,3,2,4,3,,2,,2,,,1,,,,,,,,,,,,,81
8312,1,,,,,,,,1,,,,,1,,,,,,,1,,2,,,,1,,,,,1,,2,1,,1,2,,,,,,1,,,,,1,1,1,,1,1,,3,,1,,,1,2,2,2,1,1,4,2,4,3,1,3,,2,6,4,5,3,4,2,2,3,5,7,3,2,,3,1,1,1,,,1,,,,2,,,,1,,,,,,,,,108
8313,2,,,,1,,,,,,,,,,,,,,,,2,1,1,,,,,,1,,1,,,,1,,1,,,1,3,,1,2,,1,1,1,,,4,1,3,3,1,,,2,3,2,3,,3,4,,3,1,5,2,6,3,4,6,5,1,4,1,5,7,3,6,3,4,4,7,4,2,7,4,1,1,2,3,1,3,1,1,2,2,1,,,,,,,,,,,165
8314,1,,,,,,1,,,,,,,,,1,,,,,,1,,,,1,,1,,,1,1,1,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,2,,,,,,,,,,4,1,,1,1,,2,,,1,,,,1,1,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,31
8401,26,4,,,,,1,,1,,,,,,3,2,2,,1,1,3,6,,2,3,2,3,,2,3,1,3,4,5,3,6,3,2,3,3,5,5,4,6,5,2,12,7,12,7,12,3,11,10,16,24,10,17,10,13,12,14,11,14,22,21,22,19,23,20,22,25,22,16,26,25,21,23,28,30,28,34,19,26,24,23,18,14,14,21,17,17,6,23,13,9,7,6,4,3,4,,1,,,,,,,,1036
8402,4,,,,,,,,,,,,,,,,,,,,1,1,,1,,,1,1,,1,,,,,,2,2,,1,,,2,2,,2,2,1,,3,2,4,1,1,2,1,3,2,1,2,1,4,1,2,3,,3,2,2,2,5,3,2,3,2,1,6,6,4,8,4,3,4,5,6,3,2,5,3,4,2,1,1,,2,1,,2,,,,,,,,,,,,,,154
8403,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,1,,,,,,,1,,,,,1,,1,,,,1,,,,,,1,,,2,2,,,1,,1,1,2,,1,,1,3,1,1,1,1,,,,1,1,2,1,3,1,1,2,,1,2,1,1,,1,,1,,,2,1,1,1,,,,,,,,,,,,51
8404,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,2,3,1,1,,,2,,,4,,2,2,,1,3,1,1,1,1,1,2,2,,,2,2,3,1,3,3,3,3,3,,3,1,2,,1,3,6,3,5,5,1,2,5,6,4,2,2,2,2,1,,4,2,1,3,,1,,,,,,,,,,,,,125
8405,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,2,1,,1,3,,,,1,,,,,2,2,1,,2,1,1,4,2,2,2,2,3,3,2,4,1,5,1,3,5,1,4,3,3,2,4,2,7,6,5,1,5,1,5,2,2,4,5,3,2,1,2,3,1,,,,,1,,,,,,,,,,,136
8406,4,,,,,,,,,,,,,,,,1,,,,,,1,,3,,,1,,,,,2,,,,1,,,1,,,,1,,,1,4,,1,,2,1,1,2,,,1,1,1,2,3,,1,2,2,3,3,2,1,3,4,4,1,3,1,5,6,1,4,3,4,2,3,1,5,2,4,,5,1,2,3,1,,,2,,,,,,,,,,,,,,119
8407,2,1,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,1,,1,,,,1,1,,,2,,,,1,,2,,2,1,,2,1,1,,1,1,1,1,2,3,1,2,1,1,,2,5,,2,4,2,2,3,2,1,5,,3,1,3,1,5,4,7,,1,3,4,,2,1,2,1,2,2,1,,,,1,,,,,,,,,,,108
8408,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,1,1,,,,,,1,,,,,,,2,1,1,,1,,1,,1,1,2,1,1,,,3,2,3,1,,1,,1,,1,3,,1,2,1,2,,1,,,2,2,1,1,,1,,,,,,,,,,,,,48
8409,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,1,,,1,,,,,2,,1,1,,,,1,,3,1,3,,1,1,,1,1,2,1,4,3,3,2,3,2,6,2,2,,2,3,,,2,3,3,2,3,2,5,1,2,,1,,,,1,,,,,,,,,,,,,81
8410,4,,,,,,,,,,,,,,,,1,,,,2,1,,1,,,,,,,,,,,,1,,,,1,1,1,1,,,1,,1,,1,,3,1,,1,,,,1,1,,2,1,2,1,1,,1,1,,,1,3,,,1,2,2,,2,2,,1,1,,3,1,1,1,1,1,2,,,,,,1,,1,,,,,,,,,,,60
8411,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,,,,,,,1,,,,,,,1,2,,,1,,1,,2,1,1,2,,,3,1,2,,1,1,2,,1,1,1,3,1,,1,1,,,1,3,1,,1,1,2,1,2,2,3,2,4,,2,1,3,,3,1,1,,,,,,,,,,,,,,,69
8412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,2,1,1,,2,,,,,,2,,1,1,,1,,1,1,5,1,2,,2,1,2,,,,1,,2,2,1,2,1,1,,1,1,,3,,,,2,2,,,1,,,,,,,,,,,,,,,,,,48
8413,2,,1,,,,,1,,1,,,,,,,1,,,,,,,,1,,,1,,,,,1,,1,,,,,,,1,1,2,1,,2,2,,1,2,1,1,1,4,2,3,1,1,1,1,,1,2,,3,3,2,2,3,1,2,2,,1,1,3,3,3,3,6,1,4,5,1,3,2,4,1,5,3,2,3,,,2,,,,1,,,,1,,,,,,,117
8414,1,,,,,,,,1,,,,,,,,1,,,1,,,1,,,,,,,,,,,,1,,,,1,,1,,,1,1,,1,,3,,1,1,3,,1,,,1,3,1,1,,3,,,,3,1,,,1,,2,3,1,5,4,3,,2,,4,1,1,5,3,3,4,5,2,3,2,4,1,,1,,1,,,,,,,,,,,,,94
8415,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,2,2,1,2,,2,,1,1,,1,,1,1,1,3,,1,,1,1,2,1,1,2,,1,1,1,2,,1,2,,,1,1,,1,1,3,,1,1,1,,,,2,1,,,,,1,,,,,,,,,,,53
8416,6,1,,,,,,,,,,,,,1,,,,,1,1,,,1,,1,,1,1,1,2,,,,1,,,1,1,,1,,1,4,3,1,1,4,3,3,1,3,5,3,4,7,7,4,3,3,3,7,7,6,3,4,4,6,4,6,7,8,9,8,11,6,10,12,7,12,14,9,14,15,9,10,6,9,11,5,6,5,1,2,3,2,1,,2,,2,1,,1,1,,,,,,350
8417,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,2,1,,,1,,,,,,,2,,,1,,2,,2,1,,1,3,1,,,,,,1,,,,,,,,,,,,,,,,,,,,22
8418,3,2,,,,1,,,,,,,,1,,,,,,,1,,1,1,,,,1,,1,,,,,,1,,1,,1,,3,1,1,3,1,2,,1,1,,1,1,,2,1,1,,2,1,1,2,,3,,3,5,2,4,2,3,4,,2,1,2,4,2,3,2,6,2,3,2,5,1,3,6,2,3,1,1,1,,2,,1,,,1,,,,,,,,,,,122
8419,2,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,1,,,,,1,,1,,1,,,1,,,,,1,,,1,,2,1,,,,1,,,,,1,,5,,,1,,1,1,1,2,2,1,4,,2,1,1,1,2,,3,1,1,,1,1,,1,,,,1,,,,,,,,,,,,,51
8420,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,1,,1,,,4,1,,1,5,,1,1,1,,1,,,,1,,3,1,1,1,,2,1,,3,,1,,,3,1,1,,1,1,,,1,,1,,1,,2,,,,,,,,,,,,,,,46
8421,2,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,1,,1,,,,,,,1,,,1,1,3,,,2,1,,4,,,2,1,3,1,3,1,,2,1,4,1,1,,1,1,1,2,2,4,2,1,4,3,1,1,,5,3,1,1,4,6,1,5,3,5,2,5,5,3,1,2,2,3,3,1,1,4,1,,1,1,,,,,,,,,,133
9101,34,3,,,1,,1,1,2,1,,,1,2,,1,8,1,2,1,1,4,3,4,4,3,4,2,3,3,1,4,5,3,5,4,10,3,10,5,6,8,3,14,7,5,11,7,10,9,13,11,18,8,14,7,14,12,20,16,27,29,32,23,29,40,32,25,32,26,34,25,27,31,29,28,31,48,49,42,40,31,34,45,39,35,30,25,24,34,36,17,26,12,22,11,10,2,3,4,5,,3,1,,,,,,,1481
9102,7,1,,,,,,,1,,,,,,,1,,,,1,,1,,,1,,1,,1,,1,1,,3,,,2,,,1,2,3,2,1,,1,,1,1,,1,,2,4,4,3,1,5,1,5,4,1,3,4,3,1,2,3,8,5,2,3,3,3,,3,3,2,5,7,5,8,2,6,7,4,6,5,4,4,6,1,3,2,2,,2,2,1,,,,,,,,,,,,195
9103,3,,,,,,,,,,,,,,,,,,2,2,,1,,,,1,,,,,,,,,,1,1,,,,1,1,,1,,,1,1,,,,1,2,2,2,,1,2,,2,2,,2,1,,4,2,3,3,1,,4,5,3,1,6,2,6,2,1,7,5,3,6,3,3,2,2,4,1,6,4,3,2,4,2,1,1,1,,,,,,,,,,,,136
9104,,,,,1,,,,,1,,2,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,1,,1,,,,,,,,3,,,1,,1,,,2,2,2,,1,,1,1,1,,,,,1,1,3,3,1,5,1,,,,,,,,1,1,,,,,,,,,,,,,,,,43
9105,3,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,1,,,,,,1,,,1,,,,,1,2,1,1,1,,,2,1,,3,1,,1,2,4,2,1,,,2,2,4,,1,2,,3,4,7,6,6,7,2,2,6,5,6,3,3,9,9,5,7,1,4,5,4,6,4,1,3,5,1,4,2,1,3,,,1,,,,,,,,,,179
9106,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,1,,,,,1,,,1,,,,1,,1,4,1,1,1,,,2,1,1,,3,1,1,,2,1,1,1,1,3,2,2,2,3,,1,1,3,7,5,1,5,2,1,5,1,2,4,2,2,1,,3,1,2,,1,3,,1,,,,,,,,,,,,97
9107,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,1,1,,,,,1,,,2,,,1,,,,,,,1,,2,,,,,,1,3,1,,1,1,1,1,,,2,1,2,3,2,3,2,,2,1,2,1,2,3,7,4,3,3,8,4,4,5,4,1,3,2,3,5,1,1,2,1,,1,1,,,,,,,,,,,,,110
9108,6,,2,,1,,,,,,,1,,,,,3,,,,,,,1,2,,1,,,1,,,,,1,,,2,1,,,2,2,1,1,,4,2,3,1,1,2,2,2,1,,1,2,4,5,1,4,5,1,3,6,3,4,5,6,2,7,4,7,5,6,3,9,8,10,9,7,4,7,7,7,4,5,4,3,4,3,2,5,,1,1,1,1,,1,,,,,,,,,,233
9109,2,,1,,,,,,,,,,,,,,,1,1,1,,1,1,1,,1,,,,,1,,,,1,,1,,1,,2,1,,,1,1,,2,,2,3,2,1,1,3,,1,,,1,4,1,2,4,4,2,3,4,5,4,5,4,2,1,1,4,5,6,4,6,2,7,8,4,3,1,6,6,5,,4,2,2,3,1,1,2,1,,1,,,,,,,,,,,165
9110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,1,2,1,,1,,,,,1,,,,,1,,,2,1,1,,1,1,1,1,2,1,,,,6,1,,1,3,2,,2,,,,,,1,3,,1,,,,1,,,,,,,,,,42
9111,5,,,,,,1,,1,,,1,1,,,1,,1,1,,,2,,1,1,,,2,1,1,,1,,2,,,1,1,1,1,,1,,1,,3,2,1,,3,,3,3,1,,2,2,1,2,2,,4,3,2,1,5,4,4,5,2,5,4,2,3,7,2,8,9,8,4,10,11,4,3,6,3,2,5,5,9,4,4,4,3,3,4,4,1,1,,3,,,,,,,,,,225
9112,9,2,,,1,,,,,1,1,,,,1,,,,1,,1,,2,1,2,,1,,,1,1,1,,1,,,3,4,5,1,2,2,3,,3,1,2,4,2,2,5,1,3,7,2,8,4,5,3,6,4,6,8,2,2,6,5,4,4,5,6,6,8,8,13,7,5,10,11,9,11,13,10,9,6,4,14,9,4,4,4,5,7,2,3,1,3,,,1,,,1,,,,,,,,345
9113,1,1,,,,1,,,1,,,1,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,1,,,1,1,,,,,,1,,,,,,,,,,,,,1,,,1,1,,1,,1,5,,2,3,2,1,,4,3,,1,1,2,,3,1,1,1,3,1,,,1,,,,,,,,,,,,,,,,52
