Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.108,muertes.109,muertes.112,muertes.118,muertes.121,muertes.Total 
9120,3,,,,,,,,,,,,,1,,2,,,1,,3,,,,1,,,1,,,,1,1,1,1,1,1,3,1,3,2,2,2,2,2,1,4,1,1,,3,,1,1,3,6,5,3,2,1,1,4,7,4,5,5,6,1,5,2,4,6,7,9,8,11,10,7,10,5,7,9,7,11,9,12,7,3,5,4,1,5,9,5,6,2,2,,,,1,,,,,,,,,,,,,289
9121,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,3,2,1,,,,2,,1,,,1,1,2,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,23
9201,3,1,,,,,,,,,,1,,,,,,2,,,1,1,1,1,2,1,,1,2,,1,,1,,,1,,,,2,,2,1,2,2,1,1,1,1,1,1,1,1,1,,8,3,4,4,2,3,7,3,6,7,4,2,9,6,4,5,6,9,6,9,10,9,9,7,14,9,7,9,13,9,4,4,5,11,7,13,5,5,9,5,2,2,3,1,,1,,1,,1,,,,,,,,,320
9202,4,,,,1,,,,,,,,,,,,,,,,,,2,,1,,1,,,,,,1,,,2,,2,1,1,1,1,,1,,2,,1,1,1,1,2,1,,2,2,1,1,1,2,1,4,3,2,1,4,5,3,3,2,3,4,7,2,3,3,8,1,3,2,1,6,2,3,7,4,3,2,5,,2,3,,1,2,1,,,,1,,,,,,,,,,,,,,144
9203,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,3,1,1,1,,,1,,,1,1,,3,,,3,2,2,,,,1,1,2,2,,4,5,4,3,6,4,2,3,4,2,4,12,5,3,4,4,5,6,4,4,,3,4,1,3,1,1,2,2,,,,,,,,,,,,,,,,,,136
9204,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,2,1,1,,1,,,,1,1,1,,1,1,2,1,2,,,,2,2,2,1,2,,1,,2,2,,1,,1,1,,,1,,,1,,,,,,,,,,,,,,,,41
9205,2,1,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,1,2,1,,,,1,,1,1,,,2,,,,1,,,,1,,1,,2,1,1,,1,,2,1,,1,1,2,2,1,1,2,2,1,,2,1,2,2,,,1,,,1,1,3,2,3,2,,1,,,,,,,1,,,,,,,,,,,,,,61
9206,3,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,1,,,1,,,1,,,,,,1,,,,,,,1,1,1,,,,,1,,,1,,1,,3,2,2,1,1,2,1,3,1,2,3,,2,1,,,1,1,2,1,3,,1,3,1,,1,,1,1,,,,,,,,,,,,,,,,,56
9207,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,2,,,,,,,1,,,1,1,,2,,,1,1,1,,1,,,3,3,1,2,2,1,1,2,2,1,2,3,2,2,,1,3,1,2,2,1,2,2,1,1,1,,3,,1,1,,,1,,1,,1,,,,,,,,,,,,,67
9208,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,1,1,,,,,,1,,1,1,1,1,1,1,,,,,,2,,3,,2,3,1,,1,2,,2,1,4,3,5,5,4,2,2,3,2,1,2,3,1,2,,2,2,1,,,1,,1,,,,,1,,,,,,,,,,,,77
9209,,,1,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,1,,,,,,1,,,1,1,,1,1,,,,2,1,1,1,1,3,1,,2,1,1,,1,,2,,,1,1,2,2,1,,4,1,1,3,4,2,3,3,1,2,1,1,3,1,1,2,4,1,,,1,3,,,1,,,,,,,,,,,,,,,,77
9210,3,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,1,3,,2,,,,,,1,,,2,1,,,1,,1,,,2,,1,1,1,3,,,,,,2,,1,5,,2,2,4,3,1,3,7,1,5,4,3,8,5,1,6,5,5,4,8,1,4,3,6,6,4,6,1,3,3,2,2,,,1,,,1,,,,,,,,,,,,154
9211,2,,,1,,,,,,,1,,,1,,,2,,1,1,1,,1,,2,1,,1,1,1,,,1,3,2,,1,,,2,1,1,1,2,3,2,,2,2,1,,2,3,1,2,2,2,1,1,4,5,2,3,4,4,3,2,6,8,9,3,4,6,9,5,9,8,5,8,7,4,9,6,7,8,5,6,2,5,8,6,6,4,2,3,,2,,1,1,,,,,,,,,,,,,,254
10101,32,,,2,,,1,,,,,,,1,3,2,2,2,4,1,2,2,4,6,3,3,,3,4,1,4,3,4,5,1,1,5,9,7,6,8,5,,8,5,5,14,10,3,7,10,7,11,9,13,12,8,16,11,9,18,12,20,19,14,10,15,23,19,18,18,18,21,16,20,18,17,19,20,27,23,19,21,22,15,21,18,20,13,12,11,14,14,10,11,5,4,1,6,1,1,,,1,,,,,,,,,,919
10102,4,2,,,,1,,,,,,,,,1,,,1,,,1,1,1,1,,1,1,,1,,,1,,2,,,,,2,,,,1,3,2,1,1,2,5,2,3,2,2,3,,1,1,1,2,,1,1,3,,2,2,1,1,2,2,3,2,5,5,7,2,4,5,3,5,6,3,3,9,8,3,5,4,4,3,3,4,2,5,2,4,2,1,,,,,,,,,,,,,,,,180
10103,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,1,,,,,,,,1,2,1,,,,1,1,2,,,,1,2,1,,,,,2,,,,1,1,3,,,,,,,,,,,,,,,,,,28
10104,3,,,,1,,,,,,,1,,,,,,,,2,,,,1,,,,1,1,,,1,,1,,,1,1,1,1,1,,1,,,,,2,1,2,,1,3,1,3,2,1,1,,,,,2,3,3,1,2,3,2,1,,1,,3,1,3,3,3,4,3,2,3,5,3,3,2,1,3,1,1,,2,,3,,,1,,1,,,,,,,,,,,,,,,104
10105,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,1,2,1,1,2,4,3,2,2,1,3,2,1,3,,1,2,1,2,1,2,1,1,3,3,,,1,2,3,3,1,3,4,3,2,,1,1,3,2,1,3,1,,,2,1,1,,,,,,,,,,,,,,,,,,,,89
10106,2,,,,,1,,,,,,,,,,,,1,,1,,,1,1,,2,,,1,1,1,1,,1,,3,,,1,,,,2,1,,,,,2,,1,2,,2,1,,1,1,2,1,1,5,5,2,1,1,3,4,1,2,2,4,2,,2,4,2,2,2,1,3,3,1,6,3,4,2,4,,2,,4,1,2,,2,1,,1,,,,,,,,,,,,,,,119
10107,1,,,,,,,,,1,2,1,,,,1,1,,,1,,,,,,1,,,1,,,,1,1,,,,,,1,2,,,,,,1,2,,2,,,2,1,1,,,3,1,2,1,1,,2,,1,4,3,2,3,1,1,,1,1,4,5,1,3,4,1,3,1,2,,1,,2,4,,2,1,,1,1,3,1,,,,,1,,,,,,,,,,,,92
10108,2,,,,,,,,1,,,,,,,,,1,,,,1,1,,,,1,1,,,1,,1,2,,,,1,1,,,,1,1,1,1,,,,1,,,1,1,1,3,1,,1,2,,2,1,2,3,1,2,5,1,2,1,3,2,1,3,2,1,4,,4,2,2,1,5,2,1,2,7,2,,2,,,2,,1,1,,2,,1,,,,,,,,,,,,,102
10109,6,1,,,,,,,,1,,,,,,1,,2,3,,,1,2,1,,1,1,,,1,,,1,,1,,1,1,,2,,,,1,,,1,6,2,,,3,4,2,,1,1,1,2,2,4,2,1,4,2,6,2,6,2,2,7,2,2,8,8,3,2,3,4,4,7,,1,1,4,2,2,3,3,5,5,6,2,,,,1,,1,,,,,,,,,,,,,,,170
10201,4,2,,,,,,,2,,,,,,,1,,2,,,1,1,1,1,1,1,4,,1,,1,1,,1,2,4,,1,1,1,1,,2,,2,2,2,1,1,4,4,2,4,,4,1,6,2,5,2,2,6,8,4,4,2,3,6,5,4,5,7,3,1,6,8,9,6,3,10,7,5,9,5,2,3,7,3,9,8,5,8,4,2,2,3,2,1,1,,,,,,,,,,,,,,,267
10202,2,,,,2,,1,1,1,,,,2,,1,,1,,,,,1,,1,,,,3,1,,3,2,,,,,1,,2,2,1,2,,,2,4,1,1,2,1,2,2,1,3,2,1,7,,5,1,4,2,6,2,1,1,5,6,7,6,5,6,6,4,4,6,5,8,10,7,11,9,7,12,6,11,6,7,5,2,4,3,3,5,1,,1,,,1,,,,,,,,,,,,,,260
10203,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,2,1,2,1,,,1,,,1,1,,1,1,1,,2,,1,,,,4,,3,2,,1,3,3,1,,,,4,2,3,4,3,,2,2,1,3,,3,3,4,3,1,2,1,3,2,1,1,,,1,2,,,,,,,,,,,,,,,,,,,87
10204,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,1,,,,,,,,1,,,,,,,,,,,1,,1,1,,,1,2,,,,,,,,1,1,1,,,1,,,,,1,,1,,2,1,,,,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,24
10205,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,1,1,,,1,1,,,1,,2,,2,1,,1,1,,,,,,,,,,1,,,1,1,2,1,,1,1,,2,1,1,3,1,2,3,6,2,3,3,,,2,3,3,4,2,1,1,,1,2,,1,,,1,,,,,,,,,,,,73
10206,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,1,1,2,1,2,,2,1,,,,1,,1,2,,1,1,1,,1,,,2,2,,,1,,,,,,,,,,,,,,,,,,,28
10207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,1,1,,,,,,,,,,1,1,,,3,,,,,4,1,,2,,,2,,1,1,,,1,1,1,1,1,1,,,1,,,,1,,1,,,,1,,,,,,,,,,,,,,31
10208,3,1,,,,,,,,,,,,,,,1,,,,1,,1,,1,,,,,2,1,2,,,1,1,,2,2,,1,,,,,,4,1,,1,,,1,,2,,2,1,2,,,1,,2,,1,1,2,1,1,,3,2,5,1,1,,3,1,2,1,5,,1,1,2,3,2,2,2,2,,,1,1,,,,,,,,,,,,,,,,,,,84
10209,2,,,,,,,,,,1,,,,,,,1,,,,,1,,1,,,,,,,,,,1,,2,1,,1,1,1,,,1,,,,,,2,,,,1,,,,,1,,,1,1,1,2,1,1,,,1,,,,3,1,1,3,3,1,1,2,,2,,3,1,5,4,,1,3,1,2,,,,1,1,1,,,,,,,,,,,,,,66
10210,3,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,2,,,2,,,,,2,,1,,,,1,1,,2,,1,1,1,,1,,1,1,1,,2,3,3,3,2,2,2,1,5,3,4,4,4,,,,,1,,,,,,,,,,,,,,,,,,65
10301,29,,1,,1,,2,2,,2,,,1,,,,2,1,2,,1,,5,1,3,5,1,5,6,2,2,4,4,4,3,4,2,5,,2,6,4,4,9,5,6,5,9,5,9,9,7,6,11,15,14,9,15,8,6,15,12,12,17,13,14,18,14,24,19,20,25,24,22,26,31,24,22,7,25,26,32,25,24,25,29,26,21,19,19,24,14,10,9,12,13,3,4,3,,1,,2,1,,,,,,,,,,990
10302,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,1,,1,,,,2,,,,1,1,1,,1,1,,,2,,2,,2,1,,1,,2,,2,1,1,,1,1,2,1,,3,,2,2,2,1,,1,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,48
10303,2,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,1,1,2,,,,,,1,,,,,,1,2,,2,3,2,2,2,,2,5,1,1,2,1,,,1,3,1,2,5,2,2,3,3,1,,4,3,3,7,3,2,3,8,6,10,3,5,2,2,3,5,1,1,2,3,6,2,2,,2,3,,2,,,,,1,,,,,,,,,,,153
10304,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,1,,,1,,,,1,1,1,1,,,,,1,,1,2,,,,2,,1,,2,2,,,1,1,1,2,2,3,,,,,2,,1,1,1,5,3,1,2,1,1,1,2,,,2,1,,,1,1,2,,,1,,,,,,,,,,,,,,,,63
10305,2,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,1,1,,,,,,1,1,,1,,1,2,2,,1,,2,,1,,,,1,1,4,2,,1,1,,1,2,,2,,1,1,1,1,2,,3,7,2,3,3,,1,3,4,3,2,4,,4,4,1,,1,2,,3,,,,,,,,,,,,,,,,,,,,91
10306,2,,,,,,,,,,,,,,,,,,,1,,1,,1,,,1,,2,,,,,,1,,1,,1,,1,1,,,1,1,2,,,1,,,,,,,3,,,,,,1,3,4,,,2,1,1,1,1,,3,3,1,1,,3,4,,1,2,1,,1,5,3,1,1,2,1,1,,3,1,1,1,,,,,,,,,,,,,,,,75
10307,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,1,,,,,,,,1,,2,1,,,,,2,1,,,1,1,,1,1,,1,,1,,1,,3,,1,2,1,1,1,2,1,5,1,2,,3,2,2,2,1,2,6,3,1,2,,2,3,1,,,,2,1,4,2,1,1,,1,,,,1,,,,,,,,,,82
10401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,2,1,,1,1,,,,2,,,1,,,2,,,1,,,,3,,,1,2,2,,3,1,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,29
10402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
10403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,1,,,1,1,2,,1,,1,,,,1,1,,,,,1,,,,,2,,1,1,,,,2,2,1,,,2,2,,1,1,4,,,1,1,,,1,2,,1,,,,,,,1,,,,,,,,,,,,,,,,,,39
10404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,1,,,,,,,1,1,,2,,1,1,,1,,,1,1,,,1,,,1,,1,2,,,,,,,,1,,1,,,,,,,,,,,,,,,,20
10501,15,1,,,1,,,1,2,,1,1,,2,,,,6,3,1,3,4,3,3,3,2,3,1,1,2,3,3,1,2,3,3,4,3,2,3,6,7,2,6,2,4,1,5,6,7,8,8,8,7,11,13,12,9,8,10,13,11,13,12,14,15,12,5,23,12,17,18,15,27,30,20,24,39,25,25,20,24,25,19,16,20,25,20,15,16,19,11,14,9,6,6,6,5,,4,2,2,,2,,,,,,,,,,882
10502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,1,,,,,,,,1,2,1,,1,2,1,,1,,1,,,,,,2,2,1,,2,1,1,1,,1,,,1,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,30
10503,1,,,,,,,,,,,,,,,,,,,,2,,1,,,1,,,,,,1,,1,,,1,,,1,2,,1,,2,,1,1,,,,,,2,,1,,,,,3,,,1,5,1,4,3,1,1,,1,5,3,1,5,3,1,2,3,1,1,1,2,,,,4,,,1,1,1,,1,,,,1,,,,,,,,,,,,,,,76
10504,2,,1,,,,,,,1,,,,,1,,,,1,,1,1,,1,,,3,,,3,1,,,2,,,,1,1,2,2,3,1,,,3,,,3,3,5,1,2,,1,2,4,4,2,4,5,2,1,7,3,6,4,1,6,5,6,5,7,5,8,5,7,11,5,11,10,5,3,8,8,2,8,5,6,2,9,4,1,,4,1,1,2,2,,1,1,,,,,,,,,,,,255
10505,,,,,,1,,,,,,,,,,,,,1,,1,,2,,1,,1,,,1,,,,,,1,,,,,1,,,,,,,,1,1,1,,,1,1,1,1,,,1,1,,,,1,1,1,2,1,1,1,2,,1,3,3,3,3,,3,1,2,1,,1,1,2,1,4,3,1,2,,1,,,,1,,,,,,,,,,,,,,,,66
10506,1,,,,,,1,,,,,,,,,,,,,,2,,,,,,,1,,,,1,,,,,,1,1,,,1,1,,1,1,1,,1,1,,2,,1,3,1,1,2,1,,,2,1,1,1,1,2,1,5,2,1,2,2,1,2,,2,2,4,2,3,4,2,7,3,2,3,4,2,1,2,4,1,1,,1,,,1,2,,,,,,,,,,,,,,103
10507,1,,1,,,1,,,,,,,,1,,,,,1,1,,,,1,,1,,,,,,,1,1,1,,,,,,,,,,,,,,2,,1,,2,1,2,,1,1,2,2,4,,2,1,3,1,2,2,1,3,1,,5,3,4,,1,2,5,3,2,5,3,3,1,3,4,1,2,2,1,1,,2,1,,,,1,,,,,,,,,,,,,,,100
10508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,2,,1,1,,,,2,2,,1,,2,4,1,1,1,,2,,1,,,2,2,1,5,,,1,3,,1,1,,,2,,1,,,1,,,,,,,,,,,,,44
10509,7,,,1,,,1,,,,1,,,,,1,1,1,,,,1,1,,2,,,,,,,1,3,,1,,,2,,,1,,2,1,1,2,,,2,,1,1,1,,2,,,3,,2,2,2,3,,4,3,4,5,1,1,3,1,4,2,5,1,3,2,5,7,3,2,4,3,2,7,3,8,2,5,1,1,1,,2,,,1,,1,1,,,,,,,,,,,,,148
10510,2,,,,,1,,,,,,,,,,,1,1,,,1,,1,,,,,,,,,1,,,,,,,,,2,1,1,1,2,,,,,3,,1,1,,,2,,1,2,3,2,,,2,1,,3,1,2,1,3,5,9,2,3,3,2,7,5,5,4,7,6,5,5,5,5,2,3,2,2,1,1,,1,2,,,1,,,,,,,,,,,,,,,136
10511,8,1,,,,,,1,1,,,,,,,,2,,1,2,2,1,2,,1,,1,,,2,1,1,,,1,3,2,1,1,,2,,2,1,2,4,,1,1,2,2,3,3,1,6,3,2,,2,4,2,4,,2,2,3,1,5,2,1,7,3,5,9,4,9,5,3,9,6,7,7,5,8,6,4,6,6,4,3,5,4,3,3,1,1,2,1,1,,1,,,,,,,,,,,,,236
10512,6,,1,,,,,,,,,1,,1,,,,,1,,,,1,,2,,,,,,1,1,1,,,,1,1,2,,1,3,,2,,1,3,2,2,2,3,2,2,2,2,1,3,6,7,,2,8,2,6,2,5,1,2,7,6,5,7,2,4,8,4,8,4,11,6,5,8,8,3,3,5,6,6,8,7,4,2,1,2,,1,1,,3,1,1,,,,,,,,,,,,,239
11101,11,2,,,,,,,,,,,,1,,,,,1,1,,,2,1,1,,,1,,,,3,1,2,1,,3,,1,,,,1,1,4,1,5,1,2,1,4,1,2,6,1,5,2,6,2,1,,4,3,2,4,2,4,5,4,2,2,6,6,10,6,5,4,1,5,9,5,6,1,7,1,,5,7,3,3,5,2,2,3,2,2,,,,1,,,,,,,,,,,,,,217
11102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
11201,7,,,1,,,,,,,,,,,2,,,1,1,1,1,,,,2,1,1,,2,,,2,1,1,,3,1,2,1,,2,1,,1,,3,2,2,1,,3,,1,1,1,,2,,,,2,4,1,1,4,2,2,1,1,2,1,2,7,2,1,3,,5,,4,1,2,3,3,2,2,2,3,1,4,2,2,2,1,,,,,1,,,1,,,,,,,,,,,,128
11202,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,1,,,,,,,,2,,1,,,1,,,,,,,,,1,,,,,,,1,,2,,,,,,1,1,1,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,18
11203,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3
11301,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,1,,,,,,,1,1,1,,1,2,1,,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
11303,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
11401,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,1,,,,,,1,,1,2,,,,,,,,,1,,,1,1,,1,,1,2,,,2,,,1,,,,2,3,1,1,,2,1,1,1,,1,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,36
11402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,1,,,,,1,,1,,,2,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,11
12101,20,1,2,1,,,,,,1,,,,,1,,1,3,3,2,2,4,1,,,1,1,3,1,3,1,1,1,2,3,1,3,,4,6,6,4,3,4,3,3,5,4,8,4,5,8,8,8,8,5,7,6,11,9,13,15,13,12,16,22,8,19,11,14,14,23,20,19,23,23,13,13,28,19,11,12,26,19,14,19,19,24,7,14,12,13,7,9,5,1,4,5,2,1,1,,,,,,,,,,,,,755
12102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
12103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
12201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
12301,2,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,1,,,,,1,,1,1,,1,,,,,1,,,,,,1,1,,,,1,,,,,,2,1,,1,1,,,2,,2,1,1,,1,1,1,3,,,1,1,2,,,1,3,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,42
12302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
12401,1,,,1,,,,,,,,,,,1,,,,,,1,,1,,,,1,1,,1,1,,,,,1,2,,,1,,,,1,,,1,,2,1,2,2,2,2,2,3,2,,2,1,1,1,,2,1,5,2,2,3,4,4,3,5,3,4,2,2,5,3,1,4,9,6,2,4,1,2,1,4,,2,2,3,1,,,,,,,,,,,,,,,,,,,,130
13101,22,6,,1,,1,2,,,,,,,2,,1,2,1,2,,2,2,4,1,2,1,4,1,1,5,2,4,7,7,7,6,2,3,4,12,5,8,5,4,13,8,7,6,10,11,12,7,7,12,12,13,15,12,11,20,18,21,17,19,17,28,18,17,25,16,24,24,27,40,36,29,44,37,31,45,44,35,47,31,35,44,38,39,41,32,29,44,21,20,28,19,16,10,5,6,,,1,,1,,,,,,,,,1434
13102,6,,,,,,,,,1,,1,,,,1,1,1,,1,,2,2,2,2,2,4,2,,2,1,1,1,2,1,1,,1,,4,1,2,,2,1,4,2,2,4,1,6,5,4,2,3,2,6,7,8,9,6,8,9,6,6,7,8,4,7,7,9,13,11,18,8,12,10,12,10,10,12,5,9,9,9,8,8,7,8,9,3,5,3,2,5,2,,1,,2,,1,,,,,,,,,,,,402
13103,24,5,1,1,,,1,1,,1,1,,,,1,,,1,1,1,1,2,3,,1,2,1,2,5,2,1,6,3,5,3,7,6,3,3,2,9,6,5,5,7,6,8,1,9,3,7,4,5,9,9,13,12,8,11,9,12,13,8,13,13,20,15,14,25,21,16,16,15,13,15,18,22,31,16,27,16,24,11,17,16,14,18,6,10,12,9,7,6,6,3,6,2,1,2,,,,,1,,,,,,,,,,773
13104,19,1,2,,,1,,,3,1,2,1,,1,,,1,3,,6,,2,,,2,3,3,8,1,4,1,4,3,5,1,2,2,5,2,9,6,7,10,5,4,2,7,4,6,7,5,6,4,10,7,6,5,10,10,5,13,13,8,16,11,22,16,23,15,15,23,18,31,34,27,23,41,24,35,27,30,29,25,36,20,22,23,21,20,15,5,13,8,12,5,2,4,2,,2,3,,,,1,,,,,,,,,957
13105,23,1,,2,,,,,,,2,,1,,,1,,1,2,1,3,2,1,4,6,2,3,1,5,1,2,3,3,,5,1,5,2,4,6,3,10,5,2,2,8,11,3,5,6,6,9,9,12,6,10,7,13,10,9,19,9,11,15,22,13,19,17,15,17,22,21,19,32,17,21,22,16,17,14,21,20,18,15,29,13,20,18,13,9,13,9,7,15,7,3,4,2,1,2,1,,,,,,,,,,,,,837
13106,10,1,,,1,1,,,,,1,,,1,,1,1,,,,,2,1,1,,2,1,1,1,2,3,2,3,2,4,4,3,2,5,3,4,8,2,7,5,3,2,7,10,4,3,11,8,6,10,9,16,10,11,12,13,10,12,13,15,15,14,20,10,16,19,30,28,29,25,31,33,27,26,32,34,19,24,26,24,17,30,16,15,15,14,11,6,5,10,6,5,3,2,1,1,1,,,,,,,,,,,,910
13107,13,2,,,,1,,,,,,,,1,,,,1,,1,1,,1,,3,,2,1,,2,2,,3,,1,,3,2,,1,2,,2,1,2,2,1,1,2,1,2,2,1,2,2,8,7,3,5,5,7,5,6,4,8,7,10,8,8,8,7,11,4,15,6,10,7,6,4,13,6,9,4,4,7,4,10,6,3,9,2,5,3,3,1,2,1,1,1,,,,,,,,,,,,,,,327
13108,18,,,,,,,1,1,,,,1,,1,,,,1,1,1,,5,2,,,1,3,3,3,1,,3,4,4,,2,2,3,2,3,4,4,4,3,3,4,2,2,1,2,5,5,6,9,7,8,8,5,9,15,12,11,14,10,16,12,13,12,14,16,14,21,22,24,18,30,22,28,23,40,30,29,32,18,26,23,22,28,33,29,21,18,19,13,10,10,8,5,1,2,,,1,1,,,,,,,,,923
13109,9,,1,,,,,,2,,,,,,,,,,,2,2,1,,1,2,,,1,1,1,2,1,2,1,,,1,1,2,3,2,6,1,3,1,5,2,3,1,3,4,1,2,6,5,10,4,7,7,4,9,4,8,6,2,7,8,10,7,11,9,14,10,10,17,21,9,22,14,20,22,14,14,21,15,16,19,18,14,10,12,16,12,7,5,8,3,3,4,2,1,2,,,,,,,,,,,,569
